TimeStamp_UTC; WT1_Timestamp_UTC[-]; WT1_GeneratorSpeed[RPM]; WT1_ConverterTorque[Nm]; WT1_PitchAngle[deg]; WT1_PitchAngle1[deg]; WT1_PitchAngle2[deg]; WT1_PitchAngle3[deg]; WT1_Power[kW]; WT1_RotorRpm[RPM]; WT1_TurbineState[-]; WT1_WindSpeed[m/s]; WT1_YawError[deg]; WT1_ref_signal[-]; WT2_Timestamp_UTC[-]; WT2_GeneratorSpeed[RPM]; WT2_ConverterTorque[Nm]; WT2_PitchAngle[deg]; WT2_PitchAngle1[deg]; WT2_PitchAngle2[deg]; WT2_PitchAngle3[deg]; WT2_Power[kW]; WT2_RotorRpm[RPM]; WT2_TurbineState[-]; WT2_WindSpeed[m/s]; WT2_YawError[deg]; WT2_ref_signal[-]; WT3_Timestamp_UTC[-]; WT3_GeneratorSpeed[RPM]; WT3_ConverterTorque[Nm]; WT3_PitchAngle[deg]; WT3_PitchAngle1[deg]; WT3_PitchAngle2[deg]; WT3_PitchAngle3[deg]; WT3_Power[kW]; WT3_RotorRpm[RPM]; WT3_TurbineState[-]; WT3_WindSpeed[m/s]; WT3_YawError[deg]; WT3_ref_signal[-]; WT1_X_vibration[m/s2]; WT1_Y_vibration[m/s2]; WT1_Z_vibration[m/s2]; WT2_X_vibration[m/s2]; WT2_Y_vibration[m/s2]; WT2_Z_vibration[m/s2]; WT3_X_vibration[m/s2]; WT3_Y_vibration[m/s2]; WT3_Z_vibration[m/s2]; mm_Timestamp_UTC[-]; mm_ws_110m[m/s]; mm_ws_60m[m/s]; mm_wd_110m[deg]; mm_wd_60m[deg]; loads_Timestamp_UTC[-]; wt1_blade1_root_edge[Nm]; wt1_blade1_root_flap[Nm]; wt1_blade2_root_edge[Nm]; wt1_blade2_root_flap[Nm]; wt1_blade3_root_edge[Nm]; wt1_blade3_root_flap[Nm]; wt2_blade1_root_edge[Nm]; wt2_blade1_root_flap[Nm]; wt2_blade2_root_edge[Nm]; wt2_blade2_root_flap[Nm]; wt2_blade3_root_edge[Nm]; wt2_blade3_root_flap[Nm]; wt3_blade1_root_edge[Nm]; wt3_blade1_root_flap[Nm]; wt3_blade2_root_edge[Nm]; wt3_blade2_root_flap[Nm]; wt3_blade3_root_edge[Nm]; wt3_blade3_root_flap[Nm]; wt1_blade1_IP[Nm]; wt1_blade2_IP[Nm]; wt1_blade3_IP[Nm]; wt1_blade1_OOP[Nm]; wt1_blade2_OOP[Nm]; wt1_blade3_OOP[Nm]; loads_process_AppStatus[-]; 
2023.10.18_09:36:04:584; 29-Mar-2021 00:00:16:525; 1154.000000; 3964.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4938.000000; 11.900000; 1; 8.908000; -0.580020; 0.470010; 29-Mar-2021 00:00:16:525; 1069.000000; 3050.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3521.000000; 11.020000; 1; 7.875800; 7.444100; 0.926090; 29-Mar-2021 00:00:16:525; 844.200000; 1708.000000; 0.000000; 0.000000; 0.000000; 0.000000; 1556.000000; 8.703000; 1; 8.261400; 8.390200; 0.832530; 0.431740; 0.428150; 0.795680; 0.133750; 0.147340; 0.435300; 0.685620; 0.015955; 0.770430; 29-Mar-2021 00:00:19:624; 12.295800; 8.229900; 236.464800; 232.709100; 29-Mar-2021 00:00:06:822; -1678.000000; 9542.000000; 2766.000000; 9255.000000; 2012.000000; 10780.000000; -73.510000; 8133.000000; 3940.000000; 10460.000000; -943.000000; 8230.000000; -1551.000000; 6073.000000; 311.600000; 5842.000000; 3321.000000; 7098.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0; 
2023.10.18_09:36:04:684; 29-Mar-2021 00:00:16:624; 1154.000000; 4083.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5086.000000; 11.890000; 1; 8.442000; 0.299780; 0.085999; 29-Mar-2021 00:00:16:624; 1070.000000; 3003.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3468.000000; 11.030000; 1; 8.574400; 7.202200; 0.885970; 29-Mar-2021 00:00:16:624; 844.200000; 1715.000000; 0.000000; 0.000000; 0.000000; 0.000000; 1563.000000; 8.703000; 1; 9.123800; 7.276900; 0.197550; 0.540470; 0.274630; 0.359200; 0.343520; 0.626870; 0.872430; 0.067145; 0.532680; 0.246360; 29-Mar-2021 00:00:19:733; 12.394200; 8.065800; 236.442800; 235.279700; 29-Mar-2021 00:00:06:931; -1392.000000; 9434.000000; 3030.000000; 9904.000000; 1661.000000; 10270.000000; 309.700000; 9013.000000; 3831.000000; 10650.000000; -1170.000000; 8341.000000; -1647.000000; 6072.000000; 667.600000; 6096.000000; 3089.000000; 6727.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0; 
2023.10.18_09:36:04:784; 29-Mar-2021 00:00:16:723; 1155.000000; 4243.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5290.000000; 11.900000; 1; 9.334000; 1.899900; 0.853000; 29-Mar-2021 00:00:16:723; 1070.000000; 2981.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3445.000000; 11.030000; 1; 9.205900; 6.823400; 0.403500; 29-Mar-2021 00:00:16:723; 844.300000; 1723.000000; 0.000000; 0.000000; 0.000000; 0.000000; 1570.000000; 8.704000; 1; 9.858100; 7.437800; 0.852360; 0.945560; 0.325970; 0.066944; 0.683110; 0.164960; 0.910740; 0.765090; 0.721250; 0.182290; 29-Mar-2021 00:00:19:832; 12.232900; 8.117800; 236.574600; 243.498000; 29-Mar-2021 00:00:07:031; -1270.000000; 9337.000000; 3302.000000; 10840.000000; 1257.000000; 9526.000000; 729.700000; 9404.000000; 3720.000000; 10660.000000; -1406.000000; 8539.000000; -1774.000000; 6069.000000; 975.400000; 6350.000000; 2861.000000; 6490.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0; 
2023.10.18_09:36:04:884; 29-Mar-2021 00:00:16:822; 1156.000000; 4212.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5258.000000; 11.920000; 1; 10.440000; 2.967500; 0.916720; 29-Mar-2021 00:00:16:822; 1070.000000; 2960.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3421.000000; 11.030000; 1; 9.542600; 6.522500; 0.115860; 29-Mar-2021 00:00:16:822; 844.500000; 1722.000000; 0.000000; 0.000000; 0.000000; 0.000000; 1570.000000; 8.706000; 1; 10.383100; 6.769500; 0.326950; 0.088885; 0.936840; 0.911090; 0.290070; 0.474930; 0.631860; 0.826080; 0.589120; 0.945830; 29-Mar-2021 00:00:19:931; 12.495400; 8.085000; 244.023800; 244.780800; 29-Mar-2021 00:00:07:130; -1245.000000; 9279.000000; 3459.000000; 10490.000000; 848.500000; 9039.000000; 1108.000000; 9542.000000; 3589.000000; 10630.000000; -1605.000000; 8821.000000; -1879.000000; 6093.000000; 1270.000000; 6338.000000; 2632.000000; 6217.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0; 
2023.10.18_09:36:04:984; 29-Mar-2021 00:00:16:931; 1157.000000; 4061.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5072.000000; 11.930000; 1; 9.244000; 4.477100; 0.490770; 29-Mar-2021 00:00:16:931; 1070.000000; 2917.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3371.000000; 11.030000; 1; 9.839400; 5.746000; 0.442080; 29-Mar-2021 00:00:16:931; 844.500000; 1707.000000; 0.000000; 0.000000; 0.000000; 0.000000; 1557.000000; 8.706000; 1; 10.549600; 6.435100; 0.651140; 0.147300; 0.007131; 0.081627; 0.128450; 0.015993; 0.822370; 0.589540; 0.368280; 0.821640; 29-Mar-2021 00:00:20:021; 12.424300; 7.918200; 243.848000; 234.575900; 29-Mar-2021 00:00:07:228; -1176.000000; 9162.000000; 3660.000000; 10300.000000; 485.400000; 9535.000000; 1346.000000; 9466.000000; 3446.000000; 10930.000000; -1712.000000; 8954.000000; -1939.000000; 6139.000000; 1569.000000; 6263.000000; 2427.000000; 6124.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0; 
2023.10.18_09:36:05:084; 29-Mar-2021 00:00:17:031; 1156.000000; 4035.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5038.000000; 11.920000; 1; 8.052000; 5.414000; 0.490540; 29-Mar-2021 00:00:17:031; 1070.000000; 2858.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3300.000000; 11.030000; 1; 10.353100; 4.980700; 0.208910; 29-Mar-2021 00:00:17:031; 844.500000; 1709.000000; 0.000000; 0.000000; 0.000000; 0.000000; 1558.000000; 8.706000; 1; 11.181200; 5.469100; 0.955980; 0.613320; 0.122020; 0.477840; 0.412020; 0.840550; 0.051294; 0.145260; 0.571920; 0.215300; 29-Mar-2021 00:00:20:120; 12.394200; 8.243600; 243.848000; 235.739900; 29-Mar-2021 00:00:07:327; -952.500000; 9051.000000; 3875.000000; 10850.000000; 271.900000; 10430.000000; 1548.000000; 9082.000000; 3226.000000; 10740.000000; -1748.000000; 8838.000000; -1960.000000; 6197.000000; 1822.000000; 6162.000000; 2245.000000; 6352.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0; 
2023.10.18_09:36:05:184; 29-Mar-2021 00:00:17:130; 1156.000000; 4186.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5225.000000; 11.920000; 1; 9.466000; 6.664300; 0.354130; 29-Mar-2021 00:00:17:130; 1068.000000; 2839.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3275.000000; 11.020000; 1; 10.647400; 3.736400; 0.613300; 29-Mar-2021 00:00:17:130; 844.600000; 1721.000000; 0.000000; 0.000000; 0.000000; 0.000000; 1569.000000; 8.707000; 1; 11.547900; 4.648000; 0.949320; 0.086052; 0.881800; 0.990560; 0.364150; 0.858670; 0.972870; 0.045313; 0.502050; 0.862580; 29-Mar-2021 00:00:20:219; 12.213800; 8.270900; 243.848000; 246.488600; 29-Mar-2021 00:00:07:426; -635.900000; 9137.000000; 3964.000000; 11230.000000; 85.880000; 10420.000000; 1824.000000; 8651.000000; 2922.000000; 10370.000000; -1747.000000; 8951.000000; -2053.000000; 6016.000000; 2092.000000; 6466.000000; 2060.000000; 6611.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0; 
2023.10.18_09:36:05:284; 29-Mar-2021 00:00:17:228; 1157.000000; 4248.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5308.000000; 11.930000; 1; 9.344000; 7.370500; 0.232600; 29-Mar-2021 00:00:17:228; 1067.000000; 2880.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3319.000000; 11.010000; 1; 10.805800; 3.004700; 0.966840; 29-Mar-2021 00:00:17:228; 844.700000; 1716.000000; 0.000000; 0.000000; 0.000000; 0.000000; 1564.000000; 8.708000; 1; 11.196900; 3.582800; 0.316510; 0.663710; 0.054539; 0.932560; 0.571580; 0.085429; 0.224270; 0.248770; 0.164920; 0.101760; 29-Mar-2021 00:00:20:317; 11.825500; 8.301000; 246.506900; 245.939600; 29-Mar-2021 00:00:07:525; -396.500000; 9547.000000; 4044.000000; 11620.000000; -312.800000; 9725.000000; 2141.000000; 8606.000000; 2586.000000; 10220.000000; -1717.000000; 9412.000000; -2065.000000; 5753.000000; 2294.000000; 6507.000000; 1819.000000; 6487.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0; 
2023.10.18_09:36:05:384; 29-Mar-2021 00:00:17:327; 1158.000000; 4017.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5020.000000; 11.930000; 1; 8.274000; 7.700300; 0.241060; 29-Mar-2021 00:00:17:327; 1067.000000; 2909.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3351.000000; 11.000000; 1; 10.336000; 1.882900; 0.227030; 29-Mar-2021 00:00:17:327; 844.600000; 1693.000000; 0.000000; 0.000000; 0.000000; 0.000000; 1544.000000; 8.707000; 1; 10.853300; 2.725000; 0.787600; 0.262990; 0.770860; 0.446680; 0.410630; 0.286840; 0.440150; 0.269460; 0.438650; 0.509010; 29-Mar-2021 00:00:20:416; 12.090700; 8.415800; 246.528800; 256.227300; 29-Mar-2021 00:00:07:624; -171.700000; 9839.000000; 4073.000000; 11660.000000; -758.100000; 9057.000000; 2414.000000; 9003.000000; 2226.000000; 10130.000000; -1620.000000; 9800.000000; -2007.000000; 5561.000000; 2451.000000; 6250.000000; 1562.000000; 6158.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0; 
2023.10.18_09:36:05:484; 29-Mar-2021 00:00:17:426; 1155.000000; 3831.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4779.000000; 11.910000; 1; 8.554000; 7.688000; 0.735600; 29-Mar-2021 00:00:17:426; 1066.000000; 2873.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3307.000000; 10.990000; 1; 10.085800; 1.205500; 0.039655; 29-Mar-2021 00:00:17:426; 844.400000; 1692.000000; 0.000000; 0.000000; 0.000000; 0.000000; 1542.000000; 8.706000; 1; 11.009500; 2.185500; 0.409440; 0.603050; 0.066554; 0.936690; 0.729860; 0.646880; 0.228620; 0.908020; 0.251110; 0.098121; 29-Mar-2021 00:00:20:515; 11.839200; 8.292800; 246.550800; 246.404900; 29-Mar-2021 00:00:07:723; 194.600000; 9748.000000; 4005.000000; 11280.000000; -1044.000000; 8963.000000; 2709.000000; 9554.000000; 1851.000000; 9569.000000; -1580.000000; 9375.000000; -1957.000000; 5449.000000; 2622.000000; 5918.000000; 1304.000000; 6016.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0.000000; 0; 
