TimeStamp_UTC; WT1_Timestamp_UTC[-]; WT1_GeneratorSpeed[RPM]; WT1_ConverterTorque[Nm]; WT1_PitchAngle[deg]; WT1_PitchAngle1[deg]; WT1_PitchAngle2[deg]; WT1_PitchAngle3[deg]; WT1_Power[kW]; WT1_RotorRpm[RPM]; WT1_TurbineState[-]; WT1_WindSpeed[m/s]; WT1_YawError[deg]; WT1_ref_signal[-]; WT2_Timestamp_UTC[-]; WT2_GeneratorSpeed[RPM]; WT2_ConverterTorque[Nm]; WT2_PitchAngle[deg]; WT2_PitchAngle1[deg]; WT2_PitchAngle2[deg]; WT2_PitchAngle3[deg]; WT2_Power[kW]; WT2_RotorRpm[RPM]; WT2_TurbineState[-]; WT2_WindSpeed[m/s]; WT2_YawError[deg]; WT2_ref_signal[-]; WT3_Timestamp_UTC[-]; WT3_GeneratorSpeed[RPM]; WT3_ConverterTorque[Nm]; WT3_PitchAngle[deg]; WT3_PitchAngle1[deg]; WT3_PitchAngle2[deg]; WT3_PitchAngle3[deg]; WT3_Power[kW]; WT3_RotorRpm[RPM]; WT3_TurbineState[-]; WT3_WindSpeed[m/s]; WT3_YawError[deg]; WT3_ref_signal[-]; WT1_X_vibration[m/s2]; WT1_Y_vibration[m/s2]; WT1_Z_vibration[m/s2]; WT2_X_vibration[m/s2]; WT2_Y_vibration[m/s2]; WT2_Z_vibration[m/s2]; WT3_X_vibration[m/s2]; WT3_Y_vibration[m/s2]; WT3_Z_vibration[m/s2]; mm_Timestamp_UTC[-]; mm_ws_110m[m/s]; mm_ws_60m[m/s]; mm_wd_110m[deg]; mm_wd_60m[deg]; loads_Timestamp_UTC[-]; wt1_blade1_root_edge[Nm]; wt1_blade1_root_flap[Nm]; wt1_blade2_root_edge[Nm]; wt1_blade2_root_flap[Nm]; wt1_blade3_root_edge[Nm]; wt1_blade3_root_flap[Nm]; wt2_blade1_root_edge[Nm]; wt2_blade1_root_flap[Nm]; wt2_blade2_root_edge[Nm]; wt2_blade2_root_flap[Nm]; wt2_blade3_root_edge[Nm]; wt2_blade3_root_flap[Nm]; wt3_blade1_root_edge[Nm]; wt3_blade1_root_flap[Nm]; wt3_blade2_root_edge[Nm]; wt3_blade2_root_flap[Nm]; wt3_blade3_root_edge[Nm]; wt3_blade3_root_flap[Nm]; wt1_blade1_IP[Nm]; wt1_blade2_IP[Nm]; wt1_blade3_IP[Nm]; wt1_blade1_OOP[Nm]; wt1_blade2_OOP[Nm]; wt1_blade3_OOP[Nm]; loads_process_AppStatus[-]; 
2023.10.18_09:36:11:784; 29-Mar-2021 00:00:23:723; 1147.000000; 3797.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4700.000000; 11.820000; 1; 9.518000; 0.456880; 0.142700; 29-Mar-2021 00:00:23:723; 1082.000000; 3119.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3644.000000; 11.160000; 1; 11.882000; -3.748300; 0.915760; 29-Mar-2021 00:00:23:723; 878.900000; 2006.000000; 0.000000; 0.000000; 0.000000; 0.000000; 1903.000000; 9.060000; 1; 12.232400; -3.039200; 0.185240; 0.696830; 0.570280; 0.494450; 0.913540; 0.435340; 0.151520; 0.253810; 0.781560; 0.753780; 29-Mar-2021 00:00:26:822; 12.536400; 9.788500; 246.133300; 239.521600; 29-Mar-2021 00:00:14:021; 3668.000000; 11000.000000; 666.300000; 10420.000000; -731.200000; 10780.000000; 3376.000000; 9069.000000; -797.800000; 9108.000000; 228.200000; 9321.000000; -2170.000000; 5042.000000; 2014.000000; 5692.000000; 1792.000000; 5361.000000; 10170.000000; 3403.000000; 10930.000000; 1062.000000; 10920.000000; -965.800000; 1; 
2023.10.18_09:36:11:884; 29-Mar-2021 00:00:23:822; 1148.000000; 3776.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4680.000000; 11.840000; 1; 11.596000; 0.093892; 0.074614; 29-Mar-2021 00:00:23:822; 1083.000000; 3148.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3680.000000; 11.170000; 1; 11.954600; -1.974400; 0.826050; 29-Mar-2021 00:00:23:822; 879.200000; 2073.000000; 0.000000; 0.000000; 0.000000; 0.000000; 1968.000000; 9.064000; 1; 12.025800; -1.716300; 0.975690; 0.794040; 0.707190; 0.355710; 0.296800; 0.138250; 0.228630; 0.121450; 0.109340; 0.858630; 29-Mar-2021 00:00:26:931; 12.484500; 10.184900; 245.188400; 244.374700; 29-Mar-2021 00:00:14:120; 3767.000000; 11350.000000; 490.600000; 10460.000000; -516.700000; 10660.000000; 3387.000000; 9514.000000; -1038.000000; 8612.000000; 545.500000; 9449.000000; -2170.000000; 4913.000000; 2241.000000; 5861.000000; 1613.000000; 5444.000000; 11000.000000; 3668.000000; 10420.000000; 666.300000; 10780.000000; -731.200000; 1; 
2023.10.18_09:36:11:984; 29-Mar-2021 00:00:23:921; 1148.000000; 3476.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4306.000000; 11.830000; 1; 11.662000; -0.612980; 0.868220; 29-Mar-2021 00:00:23:921; 1085.000000; 3266.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3824.000000; 11.180000; 1; 11.917300; 0.681240; 0.807140; 29-Mar-2021 00:00:23:921; 880.200000; 2139.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2032.000000; 9.075000; 1; 12.915200; 1.334800; 0.430180; 0.713380; 0.548330; 0.879200; 0.877570; 0.893680; 0.258140; 0.124960; 0.572660; 0.837550; 29-Mar-2021 00:00:27:031; 12.142700; 10.048200; 242.243900; 249.218600; 29-Mar-2021 00:00:14:228; 3915.000000; 11380.000000; 261.200000; 10910.000000; -483.400000; 10040.000000; 3472.000000; 9917.000000; -1394.000000; 8387.000000; 852.100000; 9131.000000; -2124.000000; 5009.000000; 2399.000000; 5627.000000; 1408.000000; 5468.000000; 11350.000000; 3767.000000; 10460.000000; 490.600000; 10660.000000; -516.700000; 1; 
2023.10.18_09:36:12:084; 29-Mar-2021 00:00:24:021; 1145.000000; 3352.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4143.000000; 11.800000; 1; 11.426000; -1.035100; 0.231530; 29-Mar-2021 00:00:24:021; 1087.000000; 3196.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3749.000000; 11.200000; 1; 11.909300; 2.198500; 0.663740; 29-Mar-2021 00:00:24:021; 881.600000; 2148.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2044.000000; 9.088000; 1; 12.310600; 2.221100; 0.837610; 0.644460; 0.697580; 0.771880; 0.787490; 0.496700; 0.666510; 0.734210; 0.024412; 0.026123; 29-Mar-2021 00:00:27:130; 12.380600; 10.154800; 242.265900; 246.199400; 29-Mar-2021 00:00:14:327; 4071.000000; 11360.000000; -57.470000; 11470.000000; -443.900000; 9198.000000; 3367.000000; 9886.000000; -1717.000000; 8349.000000; 1197.000000; 8678.000000; -2012.000000; 5267.000000; 2480.000000; 5022.000000; 1151.000000; 5445.000000; 11380.000000; 3915.000000; 10910.000000; 261.200000; 10040.000000; -483.400000; 1; 
2023.10.18_09:36:12:184; 29-Mar-2021 00:00:24:120; 1143.000000; 3586.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4423.000000; 11.780000; 1; 9.670000; -1.412600; 0.433330; 29-Mar-2021 00:00:24:120; 1087.000000; 2958.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3472.000000; 11.210000; 1; 11.787800; 3.768200; 0.838130; 29-Mar-2021 00:00:24:120; 882.800000; 2134.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2034.000000; 9.101000; 1; 12.080900; 3.968400; 0.288450; 0.646280; 0.147650; 0.336730; 0.972150; 0.517530; 0.298390; 0.041568; 0.240580; 0.438170; 29-Mar-2021 00:00:27:228; 12.350500; 10.201300; 242.265900; 237.534600; 29-Mar-2021 00:00:14:426; 4095.000000; 11560.000000; -275.900000; 11670.000000; -203.200000; 8842.000000; 3101.000000; 9696.000000; -1766.000000; 8570.000000; 1421.000000; 8430.000000; -1862.000000; 5429.000000; 2543.000000; 4592.000000; 875.000000; 5402.000000; 11360.000000; 4071.000000; 11470.000000; -57.470000; 9198.000000; -443.900000; 1; 
2023.10.18_09:36:12:284; 29-Mar-2021 00:00:24:228; 1143.000000; 3782.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4666.000000; 11.780000; 1; 11.180000; -1.650500; 0.078035; 29-Mar-2021 00:00:24:228; 1086.000000; 2844.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3333.000000; 11.190000; 1; 11.523500; 4.599200; 0.872580; 29-Mar-2021 00:00:24:228; 883.900000; 2132.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2035.000000; 9.112000; 1; 12.485100; 5.205900; 0.514310; 0.281120; 0.984890; 0.723850; 0.473350; 0.856020; 0.600600; 0.306140; 0.725430; 0.927460; 29-Mar-2021 00:00:27:327; 12.670400; 10.179500; 242.309800; 240.180800; 29-Mar-2021 00:00:14:525; 3918.000000; 11380.000000; -387.000000; 11280.000000; 236.200000; 9396.000000; 2765.000000; 9137.000000; -1713.000000; 8725.000000; 1719.000000; 8810.000000; -1663.000000; 5604.000000; 2644.000000; 4468.000000; 577.800000; 5064.000000; 11560.000000; 4095.000000; 11670.000000; -275.900000; 8842.000000; -203.200000; 1; 
2023.10.18_09:36:12:384; 29-Mar-2021 00:00:24:327; 1143.000000; 3648.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4503.000000; 11.790000; 1; 9.724000; -1.892900; 0.075226; 29-Mar-2021 00:00:24:327; 1084.000000; 2978.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3486.000000; 11.180000; 1; 11.335000; 4.719200; 0.932440; 29-Mar-2021 00:00:24:327; 885.000000; 2130.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2036.000000; 9.124000; 1; 11.806800; 5.154100; 0.575580; 0.620540; 0.292820; 0.864870; 0.225400; 0.682890; 0.792200; 0.998990; 0.045137; 0.514980; 29-Mar-2021 00:00:27:426; 12.716900; 10.570500; 245.518000; 239.634000; 29-Mar-2021 00:00:14:624; 3692.000000; 11060.000000; -573.600000; 10860.000000; 671.100000; 10340.000000; 2416.000000; 8563.000000; -1693.000000; 8893.000000; 2124.000000; 9473.000000; -1462.000000; 5781.000000; 2777.000000; 4823.000000; 273.700000; 4588.000000; 11380.000000; 3918.000000; 11280.000000; -387.000000; 9396.000000; 236.200000; 1; 
2023.10.18_09:36:12:484; 29-Mar-2021 00:00:24:426; 1142.000000; 3418.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4215.000000; 11.770000; 1; 8.092000; -2.019700; 0.875250; 29-Mar-2021 00:00:24:426; 1084.000000; 3109.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3639.000000; 11.180000; 1; 11.332400; 4.762500; 0.080444; 29-Mar-2021 00:00:24:426; 886.000000; 2118.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2026.000000; 9.134000; 1; 12.239200; 4.877100; 0.090308; 0.662190; 0.964290; 0.761480; 0.732190; 0.747590; 0.589020; 0.498800; 0.161020; 0.145720; 29-Mar-2021 00:00:27:525; 12.708700; 10.720800; 245.584000; 238.383600; 29-Mar-2021 00:00:14:723; 3468.000000; 10550.000000; -849.200000; 10820.000000; 1048.000000; 10710.000000; 2088.000000; 8233.000000; -1698.000000; 9072.000000; 2481.000000; 9717.000000; -1278.000000; 5968.000000; 2882.000000; 5024.000000; -8.075000; 4229.000000; 11060.000000; 3692.000000; 10860.000000; -573.600000; 10340.000000; 671.100000; 1; 
2023.10.18_09:36:12:584; 29-Mar-2021 00:00:24:525; 1140.000000; 3500.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4308.000000; 11.750000; 1; 8.482000; -1.668600; 0.475420; 29-Mar-2021 00:00:24:525; 1085.000000; 3015.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3530.000000; 11.180000; 1; 11.528800; 4.835500; 0.006909; 29-Mar-2021 00:00:24:525; 886.900000; 2116.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2026.000000; 9.143000; 1; 11.666500; 5.441700; 0.981080; 0.212300; 0.655840; 0.860200; 0.651910; 0.944170; 0.315110; 0.095147; 0.947780; 0.295980; 29-Mar-2021 00:00:27:624; 12.643100; 10.491200; 245.649900; 239.337400; 29-Mar-2021 00:00:14:822; 3319.000000; 10430.000000; -1091.000000; 10700.000000; 1363.000000; 10250.000000; 1790.000000; 8190.000000; -1710.000000; 9191.000000; 2743.000000; 9597.000000; -1152.000000; 5964.000000; 2979.000000; 5076.000000; -260.200000; 4317.000000; 10550.000000; 3468.000000; 10820.000000; -849.200000; 10710.000000; 1048.000000; 1; 
2023.10.18_09:36:12:684; 29-Mar-2021 00:00:24:624; 1140.000000; 3775.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4646.000000; 11.750000; 1; 9.648000; -1.026100; 0.872000; 29-Mar-2021 00:00:24:624; 1084.000000; 2878.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3367.000000; 11.170000; 1; 11.550100; 4.856500; 0.141080; 29-Mar-2021 00:00:24:624; 887.800000; 2141.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2052.000000; 9.153000; 1; 11.901600; 5.478100; 0.034274; 0.288050; 0.637140; 0.012897; 0.313600; 0.834810; 0.554050; 0.896520; 0.513620; 0.031425; 29-Mar-2021 00:00:27:723; 12.312200; 10.740000; 245.649900; 238.313000; 29-Mar-2021 00:00:14:921; 3242.000000; 10690.000000; -1301.000000; 10230.000000; 1731.000000; 9928.000000; 1493.000000; 8250.000000; -1740.000000; 8828.000000; 3012.000000; 9631.000000; -1046.000000; 5649.000000; 3059.000000; 4947.000000; -466.300000; 4748.000000; 10430.000000; 3319.000000; 10700.000000; -1091.000000; 10250.000000; 1363.000000; 1; 
2023.10.18_09:36:12:784; 29-Mar-2021 00:00:24:723; 1142.000000; 3811.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4698.000000; 11.770000; 1; 9.182000; 0.205740; 0.507170; 29-Mar-2021 00:00:24:723; 1082.000000; 2923.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3415.000000; 11.160000; 1; 11.332400; 4.679200; 0.212270; 29-Mar-2021 00:00:24:723; 888.900000; 2143.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2057.000000; 9.164000; 1; 12.001700; 5.457100; 0.629270; 0.665670; 0.588870; 0.390020; 0.479250; 0.371050; 0.853460; 0.966920; 0.384800; 0.776830; 29-Mar-2021 00:00:27:832; 12.648500; 10.693500; 243.782100; 238.969500; 29-Mar-2021 00:00:15:021; 3065.000000; 10960.000000; -1451.000000; 9925.000000; 2172.000000; 10570.000000; 1219.000000; 8186.000000; -1694.000000; 8281.000000; 3228.000000; 9704.000000; -907.800000; 5371.000000; 3132.000000; 4903.000000; -654.500000; 5203.000000; 10690.000000; 3242.000000; 10230.000000; -1301.000000; 9928.000000; 1731.000000; 1; 
2023.10.18_09:36:12:884; 29-Mar-2021 00:00:24:822; 1143.000000; 3584.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4421.000000; 11.780000; 1; 8.916000; 0.869760; 0.906590; 29-Mar-2021 00:00:24:822; 1082.000000; 3053.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3565.000000; 11.150000; 1; 11.254400; 4.460200; 0.562580; 29-Mar-2021 00:00:24:822; 889.700000; 2094.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2012.000000; 9.173000; 1; 11.468200; 4.528300; 0.160690; 0.873480; 0.808780; 0.181900; 0.712620; 0.506290; 0.459040; 0.127090; 0.739480; 0.715060; 29-Mar-2021 00:00:27:931; 12.872700; 10.548600; 243.650300; 235.995900; 29-Mar-2021 00:00:15:130; 2820.000000; 11200.000000; -1515.000000; 9967.000000; 2493.000000; 11540.000000; 930.200000; 8001.000000; -1554.000000; 8229.000000; 3377.000000; 9510.000000; -765.700000; 5229.000000; 3167.000000; 5375.000000; -802.100000; 5505.000000; 10960.000000; 3065.000000; 9925.000000; -1451.000000; 10570.000000; 2172.000000; 1; 
2023.10.18_09:36:12:984; 29-Mar-2021 00:00:24:921; 1142.000000; 3545.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4371.000000; 11.770000; 1; 8.250000; 1.505900; 0.757400; 29-Mar-2021 00:00:24:921; 1082.000000; 3073.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3589.000000; 11.150000; 1; 11.230500; 4.184600; 0.092709; 29-Mar-2021 00:00:24:921; 890.000000; 2045.000000; 0.000000; 0.000000; 0.000000; 0.000000; 1965.000000; 9.176000; 1; 11.602400; 5.096100; 0.257420; 0.543050; 0.075764; 0.249240; 0.736830; 0.468190; 0.829540; 0.012736; 0.497960; 0.385000; 29-Mar-2021 00:00:28:031; 12.837200; 10.493900; 243.650300; 235.952400; 29-Mar-2021 00:00:15:228; 2623.000000; 11400.000000; -1501.000000; 10230.000000; 2658.000000; 11490.000000; 596.700000; 7855.000000; -1379.000000; 8517.000000; 3471.000000; 9279.000000; -615.900000; 5286.000000; 3158.000000; 5751.000000; -913.300000; 5686.000000; 11200.000000; 2820.000000; 9967.000000; -1515.000000; 11540.000000; 2493.000000; 1; 
2023.10.18_09:36:13:084; 29-Mar-2021 00:00:25:021; 1143.000000; 3824.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4717.000000; 11.780000; 1; 9.380000; 1.694600; 0.801820; 29-Mar-2021 00:00:25:021; 1082.000000; 2987.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3489.000000; 11.150000; 1; 11.301100; 4.192500; 0.355070; 29-Mar-2021 00:00:25:021; 890.100000; 2059.000000; 0.000000; 0.000000; 0.000000; 0.000000; 1979.000000; 9.177000; 1; 11.892300; 4.385600; 0.453500; 0.323230; 0.165230; 0.665530; 0.365620; 0.611910; 0.376640; 0.587390; 0.955050; 0.740360; 29-Mar-2021 00:00:28:130; 12.536400; 10.630600; 243.672200; 234.312000; 29-Mar-2021 00:00:15:327; 2367.000000; 11720.000000; -1497.000000; 10430.000000; 2945.000000; 10830.000000; 284.500000; 7884.000000; -1220.000000; 8522.000000; 3551.000000; 9255.000000; -433.700000; 5316.000000; 3129.000000; 5793.000000; -1040.000000; 5934.000000; 11400.000000; 2623.000000; 10230.000000; -1501.000000; 11490.000000; 2658.000000; 1; 
2023.10.18_09:36:13:184; 29-Mar-2021 00:00:25:130; 1145.000000; 3989.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4933.000000; 11.810000; 1; 8.566000; 1.214100; 0.243220; 29-Mar-2021 00:00:25:130; 1081.000000; 3001.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3503.000000; 11.150000; 1; 11.433400; 4.601700; 0.198710; 29-Mar-2021 00:00:25:130; 890.500000; 2101.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2020.000000; 9.180000; 1; 11.805600; 5.299000; 0.880670; 0.388960; 0.676160; 0.871630; 0.269040; 0.546830; 0.301760; 0.102310; 0.870590; 0.854420; 29-Mar-2021 00:00:28:228; 12.520000; 10.565000; 243.694200; 235.071400; 29-Mar-2021 00:00:15:426; 2031.000000; 12030.000000; -1426.000000; 10270.000000; 3243.000000; 10350.000000; 68.670000; 8084.000000; -949.400000; 8550.000000; 3541.000000; 8857.000000; -219.400000; 5202.000000; 3081.000000; 5695.000000; -1181.000000; 6300.000000; 11720.000000; 2367.000000; 10430.000000; -1497.000000; 10830.000000; 2945.000000; 1; 
2023.10.18_09:36:13:284; 29-Mar-2021 00:00:25:228; 1148.000000; 3806.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4718.000000; 11.840000; 1; 8.612000; 0.622790; 0.007651; 29-Mar-2021 00:00:25:228; 1081.000000; 3145.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3671.000000; 11.150000; 1; 11.598500; 5.076500; 0.537950; 29-Mar-2021 00:00:25:228; 891.000000; 2078.000000; 0.000000; 0.000000; 0.000000; 0.000000; 1999.000000; 9.185000; 1; 12.597700; 5.245300; 0.002128; 0.799360; 0.356140; 0.615270; 0.992570; 0.588840; 0.047928; 0.347600; 0.482890; 0.921230; 29-Mar-2021 00:00:28:327; 12.654000; 10.540400; 240.991400; 235.238200; 29-Mar-2021 00:00:15:525; 1664.000000; 11690.000000; -1229.000000; 10050.000000; 3353.000000; 10280.000000; -108.700000; 8574.000000; -648.000000; 8560.000000; 3513.000000; 8423.000000; -6.059000; 4945.000000; 2980.000000; 5512.000000; -1298.000000; 6440.000000; 12030.000000; 2031.000000; 10270.000000; -1426.000000; 10350.000000; 3243.000000; 1; 
2023.10.18_09:36:13:384; 29-Mar-2021 00:00:25:327; 1148.000000; 3579.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4437.000000; 11.840000; 1; 8.010000; -0.612100; 0.124230; 29-Mar-2021 00:00:25:327; 1083.000000; 3261.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3812.000000; 11.160000; 1; 11.808200; 6.156000; 0.025969; 29-Mar-2021 00:00:25:327; 891.000000; 2020.000000; 0.000000; 0.000000; 0.000000; 0.000000; 1943.000000; 9.185000; 1; 12.503100; 7.129900; 0.997150; 0.872940; 0.569520; 0.407060; 0.164850; 0.935210; 0.019788; 0.987710; 0.707260; 0.076840; 29-Mar-2021 00:00:28:426; 12.260300; 10.871200; 240.947400; 233.597400; 29-Mar-2021 00:00:15:624; 1183.000000; 10520.000000; -1057.000000; 9886.000000; 3529.000000; 11110.000000; -297.800000; 9172.000000; -407.000000; 8524.000000; 3472.000000; 8350.000000; 224.100000; 4957.000000; 2822.000000; 5249.000000; -1390.000000; 6376.000000; 11690.000000; 1664.000000; 10050.000000; -1229.000000; 10280.000000; 3353.000000; 1; 
2023.10.18_09:36:13:484; 29-Mar-2021 00:00:25:505; 1148.000000; 3695.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4578.000000; 11.830000; 1; 9.492000; -2.832300; 0.806810; 29-Mar-2021 00:00:25:505; 1085.000000; 3250.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3806.000000; 11.180000; 1; 12.187100; 8.008600; 0.118740; 29-Mar-2021 00:00:25:505; 890.700000; 2024.000000; 0.000000; 0.000000; 0.000000; 0.000000; 1946.000000; 9.182000; 1; 12.770500; 8.104900; 0.476620; 0.242070; 0.048643; 0.717550; 0.257520; 0.688100; 0.446700; 0.061212; 0.094045; 0.109780; 29-Mar-2021 00:00:28:525; 12.634900; 10.887600; 240.925500; 233.704900; 29-Mar-2021 00:00:15:723; 762.700000; 9979.000000; -852.800000; 10160.000000; 3759.000000; 11660.000000; -542.100000; 9358.000000; -207.900000; 8526.000000; 3483.000000; 8839.000000; 506.000000; 5288.000000; 2610.000000; 4806.000000; -1483.000000; 6103.000000; 10520.000000; 1183.000000; 9886.000000; -1057.000000; 11110.000000; 3529.000000; 1; 
2023.10.18_09:36:13:584; 29-Mar-2021 00:00:25:525; 1148.000000; 3905.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4842.000000; 11.840000; 1; 9.868000; -3.656500; 0.819330; 29-Mar-2021 00:00:25:525; 1086.000000; 3211.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3766.000000; 11.200000; 1; 12.255000; 8.526500; 0.303030; 29-Mar-2021 00:00:25:525; 890.700000; 2088.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2008.000000; 9.183000; 1; 13.115800; 9.259200; 0.649220; 0.793220; 0.741860; 0.410960; 0.256060; 0.657760; 0.359640; 0.071263; 0.561420; 0.039668; 29-Mar-2021 00:00:28:624; 12.823500; 10.895800; 240.969400; 233.056300; 29-Mar-2021 00:00:15:822; 470.000000; 10580.000000; -618.800000; 10270.000000; 3958.000000; 11590.000000; -832.100000; 9018.000000; 148.700000; 8896.000000; 3502.000000; 9296.000000; 824.200000; 5718.000000; 2387.000000; 4238.000000; -1590.000000; 6037.000000; 9979.000000; 762.700000; 10160.000000; -852.800000; 11660.000000; 3759.000000; 1; 
2023.10.18_09:36:13:684; 29-Mar-2021 00:00:25:624; 1150.000000; 3817.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4739.000000; 11.860000; 1; 8.752000; -5.461100; 0.770530; 29-Mar-2021 00:00:25:624; 1088.000000; 3232.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3797.000000; 11.220000; 1; 12.504000; 9.610600; 0.996870; 29-Mar-2021 00:00:25:624; 891.200000; 2113.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2033.000000; 9.188000; 1; 13.138700; 10.359200; 0.558350; 0.205310; 0.285720; 0.206010; 0.074968; 0.809330; 0.788270; 0.281160; 0.091505; 0.016765; 29-Mar-2021 00:00:28:723; 12.282100; 10.759100; 239.914700; 233.440900; 29-Mar-2021 00:00:15:921; 191.800000; 11420.000000; -417.400000; 9909.000000; 4109.000000; 11190.000000; -1041.000000; 8604.000000; 548.900000; 9238.000000; 3450.000000; 9477.000000; 1127.000000; 5917.000000; 2183.000000; 3986.000000; -1699.000000; 5970.000000; 10580.000000; 470.000000; 10270.000000; -618.800000; 11590.000000; 3958.000000; 1; 
2023.10.18_09:36:13:784; 29-Mar-2021 00:00:25:733; 1149.000000; 3552.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4407.000000; 11.850000; 1; 7.830000; -8.514500; 0.570270; 29-Mar-2021 00:00:25:733; 1090.000000; 3246.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3818.000000; 11.230000; 1; 12.743000; 11.250000; 0.442720; 29-Mar-2021 00:00:25:733; 891.700000; 2089.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2011.000000; 9.192000; 1; 13.152800; 12.225000; 0.733570; 0.446240; 0.488870; 0.788290; 0.781250; 0.105870; 0.488680; 0.727400; 0.879660; 0.251080; 29-Mar-2021 00:00:28:832; 12.301300; 10.491200; 240.002600; 229.196100; 29-Mar-2021 00:00:16:031; 1.970000; 11870.000000; -211.700000; 9582.000000; 4034.000000; 10940.000000; -1335.000000; 8439.000000; 885.900000; 9518.000000; 3435.000000; 9859.000000; 1393.000000; 5925.000000; 2044.000000; 4147.000000; -1835.000000; 5768.000000; 11420.000000; 191.800000; 9909.000000; -417.400000; 11190.000000; 4109.000000; 1; 
2023.10.18_09:36:13:884; 29-Mar-2021 00:00:25:822; 1147.000000; 3543.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4387.000000; 11.820000; 1; 7.756000; -10.377300; 0.142470; 29-Mar-2021 00:00:25:822; 1091.000000; 3166.000000; 0.000000; 0.000000; 0.000000; 0.000000; 3729.000000; 11.250000; 1; 12.829600; 12.263400; 0.521450; 29-Mar-2021 00:00:25:822; 892.000000; 2106.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2028.000000; 9.196000; 1; 13.720000; 12.308800; 0.339210; 0.180130; 0.895050; 0.916920; 0.304180; 0.929700; 0.263820; 0.629840; 0.624420; 0.752300; 29-Mar-2021 00:00:28:931; 12.235700; 10.633400; 239.958600; 229.617200; 29-Mar-2021 00:00:16:130; -150.500000; 11640.000000; 50.920000; 9847.000000; 3882.000000; 11160.000000; -1588.000000; 8620.000000; 1245.000000; 9322.000000; 3239.000000; 9492.000000; 1620.000000; 5815.000000; 1954.000000; 4599.000000; -1970.000000; 5514.000000; 11870.000000; 1.970000; 9582.000000; -211.700000; 10940.000000; 4034.000000; 1; 
