TimeStamp_UTC; WT1_Timestamp_UTC[-]; WT1_GeneratorSpeed[RPM]; WT1_ConverterTorque[Nm]; WT1_PitchAngle[deg]; WT1_PitchAngle1[deg]; WT1_PitchAngle2[deg]; WT1_PitchAngle3[deg]; WT1_Power[kW]; WT1_RotorRpm[RPM]; WT1_TurbineState[-]; WT1_WindSpeed[m/s]; WT1_YawError[deg]; WT1_ref_signal[-]; WT2_Timestamp_UTC[-]; WT2_GeneratorSpeed[RPM]; WT2_ConverterTorque[Nm]; WT2_PitchAngle[deg]; WT2_PitchAngle1[deg]; WT2_PitchAngle2[deg]; WT2_PitchAngle3[deg]; WT2_Power[kW]; WT2_RotorRpm[RPM]; WT2_TurbineState[-]; WT2_WindSpeed[m/s]; WT2_YawError[deg]; WT2_ref_signal[-]; WT3_Timestamp_UTC[-]; WT3_GeneratorSpeed[RPM]; WT3_ConverterTorque[Nm]; WT3_PitchAngle[deg]; WT3_PitchAngle1[deg]; WT3_PitchAngle2[deg]; WT3_PitchAngle3[deg]; WT3_Power[kW]; WT3_RotorRpm[RPM]; WT3_TurbineState[-]; WT3_WindSpeed[m/s]; WT3_YawError[deg]; WT3_ref_signal[-]; WT1_X_vibration[m/s2]; WT1_Y_vibration[m/s2]; WT1_Z_vibration[m/s2]; WT2_X_vibration[m/s2]; WT2_Y_vibration[m/s2]; WT2_Z_vibration[m/s2]; WT3_X_vibration[m/s2]; WT3_Y_vibration[m/s2]; WT3_Z_vibration[m/s2]; mm_Timestamp_UTC[-]; mm_ws_110m[m/s]; mm_ws_60m[m/s]; mm_wd_110m[deg]; mm_wd_60m[deg]; loads_Timestamp_UTC[-]; wt1_blade1_root_edge[Nm]; wt1_blade1_root_flap[Nm]; wt1_blade2_root_edge[Nm]; wt1_blade2_root_flap[Nm]; wt1_blade3_root_edge[Nm]; wt1_blade3_root_flap[Nm]; wt2_blade1_root_edge[Nm]; wt2_blade1_root_flap[Nm]; wt2_blade2_root_edge[Nm]; wt2_blade2_root_flap[Nm]; wt2_blade3_root_edge[Nm]; wt2_blade3_root_flap[Nm]; wt3_blade1_root_edge[Nm]; wt3_blade1_root_flap[Nm]; wt3_blade2_root_edge[Nm]; wt3_blade2_root_flap[Nm]; wt3_blade3_root_edge[Nm]; wt3_blade3_root_flap[Nm]; wt1_blade1_IP[Nm]; wt1_blade2_IP[Nm]; wt1_blade3_IP[Nm]; wt1_blade1_OOP[Nm]; wt1_blade2_OOP[Nm]; wt1_blade3_OOP[Nm]; loads_process_AppStatus[-]; 
2023.10.18_09:37:03:584; 29-Mar-2021 00:01:15:209; 952.300000; 2460.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2529.000000; 9.817000; 1; 10.188000; -14.070100; 0.771940; 29-Mar-2021 00:01:15:209; 1163.000000; 4335.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5444.000000; 11.990000; 1; 7.736600; -13.824000; 0.076437; 29-Mar-2021 00:01:15:209; 1141.000000; 3400.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4187.000000; 11.760000; 1; 8.716800; -13.065800; 0.297640; 0.926930; 0.160860; 0.049682; 0.618510; 0.894690; 0.496690; 0.535940; 0.918150; 0.808570; 29-Mar-2021 00:01:18:298; 9.244300; 9.536900; 226.972000; 225.803600; 29-Mar-2021 00:01:05:505; -1881.000000; 5908.000000; 1002.000000; 7098.000000; 2976.000000; 6678.000000; -790.400000; 11040.000000; 3495.000000; 9983.000000; 478.400000; 9191.000000; 2126.000000; 8106.000000; -1254.000000; 10050.000000; 2267.000000; 11160.000000; 5957.000000; -1789.000000; 6800.000000; 775.700000; 6769.000000; 3168.000000; 1; 
2023.10.18_09:37:03:684; 29-Mar-2021 00:01:15:308; 952.900000; 2391.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2460.000000; 9.824000; 1; 11.100000; -14.177500; 0.709710; 29-Mar-2021 00:01:15:308; 1163.000000; 4366.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5482.000000; 11.990000; 1; 7.902300; -14.105500; 0.929810; 29-Mar-2021 00:01:15:308; 1140.000000; 3539.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4357.000000; 11.750000; 1; 8.251300; -13.144900; 0.802080; 0.425690; 0.751150; 0.432630; 0.455490; 0.348370; 0.931090; 0.293050; 0.598800; 0.003634; 29-Mar-2021 00:01:18:397; 9.411100; 9.515000; 226.093000; 226.766500; 29-Mar-2021 00:01:05:604; -2005.000000; 5885.000000; 1214.000000; 7354.000000; 2789.000000; 6674.000000; -538.000000; 11120.000000; 3619.000000; 10300.000000; 87.910000; 8797.000000; 2053.000000; 8899.000000; -1312.000000; 9899.000000; 2473.000000; 11100.000000; 5908.000000; -1881.000000; 7098.000000; 1002.000000; 6678.000000; 2976.000000; 1; 
2023.10.18_09:37:03:784; 29-Mar-2021 00:01:15:407; 952.900000; 2339.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2407.000000; 9.824000; 1; 11.276000; -14.016500; 0.789890; 29-Mar-2021 00:01:15:407; 1163.000000; 4366.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5480.000000; 11.990000; 1; 8.010100; -14.238900; 0.403280; 29-Mar-2021 00:01:15:407; 1141.000000; 3690.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4546.000000; 11.770000; 1; 8.405500; -13.627100; 0.074529; 0.982110; 0.657930; 0.055564; 0.911180; 0.537810; 0.155410; 0.396080; 0.290510; 0.526120; 29-Mar-2021 00:01:18:505; 9.110300; 9.599800; 226.246800; 224.653700; 29-Mar-2021 00:01:05:713; -2061.000000; 6056.000000; 1462.000000; 7164.000000; 2645.000000; 6742.000000; -294.000000; 10890.000000; 3609.000000; 10600.000000; -114.500000; 8500.000000; 1916.000000; 9271.000000; -1390.000000; 9702.000000; 2665.000000; 10050.000000; 5885.000000; -2005.000000; 7354.000000; 1214.000000; 6674.000000; 2789.000000; 1; 
2023.10.18_09:37:03:884; 29-Mar-2021 00:01:15:505; 952.800000; 2346.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2413.000000; 9.822000; 1; 11.948000; -13.583000; 0.322900; 29-Mar-2021 00:01:15:505; 1162.000000; 4343.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5449.000000; 11.980000; 1; 8.092000; -14.139300; 0.660180; 29-Mar-2021 00:01:15:505; 1143.000000; 3648.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4501.000000; 11.780000; 1; 9.075700; -13.959300; 0.043681; 0.027915; 0.677120; 0.612730; 0.743800; 0.958100; 0.388450; 0.192490; 0.141240; 0.919150; 29-Mar-2021 00:01:18:604; 9.047500; 9.356400; 226.312800; 229.135200; 29-Mar-2021 00:01:05:812; -2056.000000; 6220.000000; 1716.000000; 6700.000000; 2500.000000; 6837.000000; -181.700000; 10780.000000; 3788.000000; 11000.000000; -352.500000; 8737.000000; 1635.000000; 9435.000000; -1373.000000; 9541.000000; 2794.000000; 8957.000000; 6056.000000; -2061.000000; 7164.000000; 1462.000000; 6742.000000; 2645.000000; 1; 
2023.10.18_09:37:03:984; 29-Mar-2021 00:01:15:604; 952.800000; 2369.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2437.000000; 9.823000; 1; 10.432000; -13.274900; 0.307690; 29-Mar-2021 00:01:15:604; 1161.000000; 4329.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5428.000000; 11.970000; 1; 8.177800; -13.633700; 0.481710; 29-Mar-2021 00:01:15:604; 1143.000000; 3469.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4280.000000; 11.780000; 1; 8.592600; -13.422800; 0.032532; 0.849950; 0.347860; 0.452250; 0.379320; 0.565990; 0.123630; 0.364750; 0.637340; 0.569630; 29-Mar-2021 00:01:18:703; 9.252500; 9.274400; 226.115000; 230.422800; 29-Mar-2021 00:01:05:911; -2057.000000; 6300.000000; 1934.000000; 6551.000000; 2270.000000; 6921.000000; -7.445000; 10490.000000; 3955.000000; 10850.000000; -720.000000; 9035.000000; 1355.000000; 9544.000000; -1178.000000; 9576.000000; 2763.000000; 8413.000000; 6220.000000; -2056.000000; 6700.000000; 1716.000000; 6837.000000; 2500.000000; 1; 
2023.10.18_09:37:04:084; 29-Mar-2021 00:01:15:713; 952.900000; 2361.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2429.000000; 9.824000; 1; 10.416000; -12.906800; 0.385800; 29-Mar-2021 00:01:15:713; 1161.000000; 4424.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5546.000000; 11.970000; 1; 8.277000; -13.102200; 0.387880; 29-Mar-2021 00:01:15:713; 1142.000000; 3478.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4289.000000; 11.770000; 1; 8.427300; -12.988800; 0.079709; 0.021802; 0.783260; 0.494200; 0.730700; 0.667940; 0.407800; 0.929320; 0.612770; 0.949110; 29-Mar-2021 00:01:18:802; 9.151400; 9.553300; 226.137000; 237.655800; 29-Mar-2021 00:01:06:011; -2092.000000; 6162.000000; 2124.000000; 6889.000000; 1979.000000; 6754.000000; 266.800000; 10340.000000; 3970.000000; 10890.000000; -1087.000000; 8890.000000; 1073.000000; 9194.000000; -916.400000; 9890.000000; 2781.000000; 8106.000000; 6300.000000; -2057.000000; 6551.000000; 1934.000000; 6921.000000; 2270.000000; 1; 
2023.10.18_09:37:04:184; 29-Mar-2021 00:01:15:812; 952.800000; 2342.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2409.000000; 9.823000; 1; 9.964000; -12.750000; 0.812000; 29-Mar-2021 00:01:15:812; 1162.000000; 4523.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5672.000000; 11.980000; 1; 8.522200; -12.076500; 0.091895; 29-Mar-2021 00:01:15:812; 1142.000000; 3624.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4469.000000; 11.780000; 1; 9.196900; -11.305400; 0.756660; 0.149100; 0.082439; 0.276700; 0.259950; 0.479120; 0.360440; 0.298060; 0.193210; 0.882460; 29-Mar-2021 00:01:18:901; 9.290800; 9.824000; 226.137000; 239.900300; 29-Mar-2021 00:01:06:110; -2033.000000; 6144.000000; 2330.000000; 7221.000000; 1671.000000; 6269.000000; 627.800000; 10910.000000; 3827.000000; 10980.000000; -1311.000000; 8384.000000; 723.800000; 8737.000000; -687.800000; 10190.000000; 2946.000000; 7884.000000; 6162.000000; -2092.000000; 6889.000000; 2124.000000; 6754.000000; 1979.000000; 1; 
2023.10.18_09:37:04:284; 29-Mar-2021 00:01:15:911; 952.700000; 2365.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2433.000000; 9.822000; 1; 10.216000; -12.512900; 0.774920; 29-Mar-2021 00:01:15:911; 1162.000000; 4470.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5610.000000; 11.980000; 1; 8.570100; -11.385500; 0.505110; 29-Mar-2021 00:01:15:911; 1143.000000; 3613.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4459.000000; 11.780000; 1; 8.741700; -11.154200; 0.037589; 0.141340; 0.817940; 0.567130; 0.593300; 0.476010; 0.869540; 0.705380; 0.046545; 0.490010; 29-Mar-2021 00:01:19:001; 9.031000; 9.433000; 226.115000; 239.008000; 29-Mar-2021 00:01:06:209; -1922.000000; 6261.000000; 2575.000000; 7189.000000; 1398.000000; 6036.000000; 974.900000; 11390.000000; 3585.000000; 10710.000000; -1350.000000; 8439.000000; 457.400000; 8955.000000; -531.400000; 10140.000000; 3047.000000; 7776.000000; 6144.000000; -2033.000000; 7221.000000; 2330.000000; 6269.000000; 1671.000000; 1; 
2023.10.18_09:37:04:384; 29-Mar-2021 00:01:16:011; 952.800000; 2365.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2432.000000; 9.823000; 1; 10.736000; -12.334500; 0.124150; 29-Mar-2021 00:01:16:011; 1162.000000; 4376.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5492.000000; 11.980000; 1; 8.468300; -10.500600; 0.230170; 29-Mar-2021 00:01:16:011; 1143.000000; 3482.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4296.000000; 11.780000; 1; 8.984300; -10.289300; 0.497900; 0.987920; 0.231490; 0.087935; 0.269240; 0.411720; 0.426760; 0.935730; 0.373700; 0.626540; 29-Mar-2021 00:01:19:100; 8.886100; 9.561500; 226.246800; 234.055800; 29-Mar-2021 00:01:06:308; -1896.000000; 6225.000000; 2829.000000; 7042.000000; 1149.000000; 6270.000000; 1311.000000; 11310.000000; 3401.000000; 10390.000000; -1466.000000; 9237.000000; 374.900000; 10060.000000; -461.600000; 9968.000000; 3060.000000; 7780.000000; 6261.000000; -1922.000000; 7189.000000; 2575.000000; 6036.000000; 1398.000000; 1; 
2023.10.18_09:37:04:484; 29-Mar-2021 00:01:16:110; 952.700000; 2304.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2370.000000; 9.821000; 1; 10.520000; -11.969300; 0.817940; 29-Mar-2021 00:01:16:110; 1162.000000; 4387.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5504.000000; 11.980000; 1; 8.381800; -10.002300; 0.818430; 29-Mar-2021 00:01:16:110; 1142.000000; 3516.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4334.000000; 11.770000; 1; 8.802400; -9.348500; 0.964600; 0.885250; 0.646800; 0.985530; 0.699020; 0.022537; 0.527030; 0.239000; 0.399070; 0.460900; 29-Mar-2021 00:01:19:199; 8.888900; 9.247100; 230.707600; 232.935500; 29-Mar-2021 00:01:06:406; -1878.000000; 6158.000000; 2999.000000; 6767.000000; 882.000000; 6512.000000; 1622.000000; 10470.000000; 3244.000000; 10330.000000; -1665.000000; 9865.000000; 272.200000; 10990.000000; -332.300000; 9680.000000; 3086.000000; 7437.000000; 6225.000000; -1896.000000; 7042.000000; 2829.000000; 6270.000000; 1149.000000; 1; 
2023.10.18_09:37:04:584; 29-Mar-2021 00:01:16:209; 951.900000; 2246.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2308.000000; 9.813000; 1; 11.116000; -11.548300; 0.674180; 29-Mar-2021 00:01:16:209; 1162.000000; 4409.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5531.000000; 11.980000; 1; 8.322500; -9.394500; 0.477330; 29-Mar-2021 00:01:16:209; 1142.000000; 3693.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4553.000000; 11.770000; 1; 8.324800; -8.671100; 0.571260; 0.424910; 0.587950; 0.276090; 0.629040; 0.997390; 0.277020; 0.711090; 0.862790; 0.735040; 29-Mar-2021 00:01:19:298; 8.763100; 9.203300; 230.883400; 230.999500; 29-Mar-2021 00:01:06:505; -1777.000000; 6237.000000; 3138.000000; 6999.000000; 596.400000; 6453.000000; 1907.000000; 10150.000000; 3040.000000; 10640.000000; -1736.000000; 10110.000000; 18.300000; 11200.000000; -79.840000; 9570.000000; 3140.000000; 7416.000000; 6158.000000; -1878.000000; 6767.000000; 2999.000000; 6512.000000; 882.000000; 1; 
2023.10.18_09:37:04:684; 29-Mar-2021 00:01:16:308; 950.900000; 2260.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2320.000000; 9.803000; 1; 11.744000; -11.190300; 0.737930; 29-Mar-2021 00:01:16:308; 1162.000000; 4335.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5436.000000; 11.980000; 1; 8.274600; -8.986900; 0.585860; 29-Mar-2021 00:01:16:308; 1143.000000; 3725.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4599.000000; 11.790000; 1; 8.501100; -8.167200; 0.165100; 0.302100; 0.279280; 0.693690; 0.093843; 0.908970; 0.941030; 0.858850; 0.850440; 0.078010; 29-Mar-2021 00:01:19:406; 8.700200; 9.260700; 230.861400; 228.586500; 29-Mar-2021 00:01:06:614; -1568.000000; 6487.000000; 3290.000000; 7549.000000; 339.500000; 6220.000000; 2214.000000; 10720.000000; 2764.000000; 10550.000000; -1684.000000; 9964.000000; -208.500000; 10820.000000; 218.600000; 9739.000000; 3073.000000; 7636.000000; 6237.000000; -1777.000000; 6999.000000; 3138.000000; 6453.000000; 596.400000; 1; 
2023.10.18_09:37:04:784; 29-Mar-2021 00:01:16:406; 950.200000; 2285.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2344.000000; 9.796000; 1; 11.648000; -11.391200; 0.127010; 29-Mar-2021 00:01:16:406; 1160.000000; 4229.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5298.000000; 11.960000; 1; 8.223400; -8.477100; 0.684420; 29-Mar-2021 00:01:16:406; 1144.000000; 3540.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4373.000000; 11.790000; 1; 9.180600; -7.710400; 0.802700; 0.801490; 0.957380; 0.944930; 0.803720; 0.509520; 0.736680; 0.956560; 0.853990; 0.872560; 29-Mar-2021 00:01:19:505; 8.722100; 9.526000; 230.509800; 227.570100; 29-Mar-2021 00:01:06:713; -1332.000000; 6830.000000; 3421.000000; 7951.000000; 120.800000; 6222.000000; 2513.000000; 11350.000000; 2404.000000; 9906.000000; -1594.000000; 9963.000000; -423.500000; 10330.000000; 511.000000; 10230.000000; 2962.000000; 7962.000000; 6487.000000; -1568.000000; 7549.000000; 3290.000000; 6220.000000; 339.500000; 1; 
2023.10.18_09:37:04:884; 29-Mar-2021 00:01:16:505; 949.500000; 2267.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2324.000000; 9.789000; 1; 12.404000; -12.175800; 0.589880; 29-Mar-2021 00:01:16:505; 1158.000000; 4196.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5248.000000; 11.940000; 1; 8.205400; -8.278700; 0.448430; 29-Mar-2021 00:01:16:505; 1143.000000; 3435.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4239.000000; 11.780000; 1; 9.080200; -7.565700; 0.840860; 0.853130; 0.714120; 0.202480; 0.382890; 0.443410; 0.630570; 0.648620; 0.968980; 0.584910; 29-Mar-2021 00:01:19:604; 8.415800; 9.433000; 229.411100; 226.105400; 29-Mar-2021 00:01:06:812; -1176.000000; 6765.000000; 3552.000000; 7923.000000; -170.800000; 6334.000000; 2800.000000; 11230.000000; 1969.000000; 9243.000000; -1515.000000; 10480.000000; -654.000000; 10200.000000; 836.300000; 10570.000000; 2876.000000; 7819.000000; 6830.000000; -1332.000000; 7951.000000; 3421.000000; 6222.000000; 120.800000; 1; 
2023.10.18_09:37:04:984; 29-Mar-2021 00:01:16:614; 948.600000; 2246.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2300.000000; 9.780000; 1; 11.460000; -13.182000; 0.357490; 29-Mar-2021 00:01:16:614; 1157.000000; 4249.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5306.000000; 11.930000; 1; 8.126200; -8.271900; 0.369050; 29-Mar-2021 00:01:16:614; 1142.000000; 3580.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4413.000000; 11.770000; 1; 8.137400; -7.311500; 0.278470; 0.304160; 0.329650; 0.202410; 0.739670; 0.820260; 0.001013; 0.214180; 0.412620; 0.534790; 29-Mar-2021 00:01:19:703; 8.489700; 9.326400; 229.301200; 223.971100; 29-Mar-2021 00:01:06:911; -1043.000000; 6511.000000; 3674.000000; 7783.000000; -516.300000; 6491.000000; 3119.000000; 11100.000000; 1563.000000; 9235.000000; -1506.000000; 10680.000000; -833.200000; 10800.000000; 1191.000000; 10410.000000; 2759.000000; 7702.000000; 6765.000000; -1176.000000; 7923.000000; 3552.000000; 6334.000000; -170.800000; 1; 
2023.10.18_09:37:05:084; 29-Mar-2021 00:01:16:713; 947.800000; 2281.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2334.000000; 9.771000; 1; 10.924000; -13.796500; 0.031446; 29-Mar-2021 00:01:16:713; 1156.000000; 4272.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5330.000000; 11.910000; 1; 8.057000; -8.411900; 0.825460; 29-Mar-2021 00:01:16:713; 1142.000000; 3727.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4597.000000; 11.780000; 1; 8.179000; -8.095300; 0.944590; 0.000533; 0.268720; 0.004074; 0.318670; 0.885750; 0.466480; 0.711560; 0.830530; 0.241960; 29-Mar-2021 00:01:19:802; 8.886100; 9.351000; 229.367100; 224.966000; 29-Mar-2021 00:01:07:011; -755.600000; 6711.000000; 3708.000000; 7599.000000; -832.500000; 6368.000000; 3211.000000; 10560.000000; 1253.000000; 9365.000000; -1221.000000; 11120.000000; -965.400000; 11260.000000; 1515.000000; 10190.000000; 2599.000000; 7876.000000; 6511.000000; -1043.000000; 7783.000000; 3674.000000; 6491.000000; -516.300000; 1; 
2023.10.18_09:37:05:184; 29-Mar-2021 00:01:16:812; 947.500000; 2330.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2384.000000; 9.768000; 1; 10.940000; -14.448000; 0.699380; 29-Mar-2021 00:01:16:812; 1155.000000; 4285.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5344.000000; 11.910000; 1; 7.999200; -8.812000; 0.831390; 29-Mar-2021 00:01:16:812; 1143.000000; 3639.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4492.000000; 11.790000; 1; 8.519900; -8.685200; 0.601920; 0.299550; 0.062148; 0.063777; 0.303490; 0.241360; 0.341300; 0.451570; 0.870850; 0.083976; 29-Mar-2021 00:01:19:921; 8.757600; 9.930600; 232.223800; 223.709900; 29-Mar-2021 00:01:07:110; -369.500000; 7324.000000; 3648.000000; 7673.000000; -1063.000000; 5891.000000; 3286.000000; 10490.000000; 919.800000; 9222.000000; -847.000000; 11660.000000; -1037.000000; 11010.000000; 1801.000000; 10280.000000; 2373.000000; 7862.000000; 6711.000000; -755.600000; 7599.000000; 3708.000000; 6368.000000; -832.500000; 1; 
2023.10.18_09:37:05:284; 29-Mar-2021 00:01:16:911; 947.300000; 2304.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2356.000000; 9.766000; 1; 11.132000; -15.526500; 0.767430; 29-Mar-2021 00:01:16:911; 1155.000000; 4278.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5333.000000; 11.910000; 1; 7.958000; -9.131900; 0.753770; 29-Mar-2021 00:01:16:911; 1143.000000; 3448.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4254.000000; 11.780000; 1; 8.145000; -8.264500; 0.825380; 0.722300; 0.666180; 0.669540; 0.864030; 0.430310; 0.482840; 0.907360; 0.099541; 0.962880; 29-Mar-2021 00:01:20:001; 8.743900; 9.878700; 233.630100; 231.884100; 29-Mar-2021 00:01:07:209; -30.490000; 7945.000000; 3588.000000; 7856.000000; -1290.000000; 5419.000000; 3449.000000; 10790.000000; 530.000000; 8784.000000; -666.800000; 11700.000000; -1059.000000; 10630.000000; 2058.000000; 10790.000000; 2145.000000; 7901.000000; 7324.000000; -369.500000; 7673.000000; 3648.000000; 5891.000000; -1063.000000; 1; 
2023.10.18_09:37:05:384; 29-Mar-2021 00:01:17:011; 946.700000; 2253.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2303.000000; 9.760000; 1; 11.152000; -16.242600; 0.039905; 29-Mar-2021 00:01:17:011; 1155.000000; 4238.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5282.000000; 11.900000; 1; 7.874800; -9.593400; 0.361340; 29-Mar-2021 00:01:17:011; 1141.000000; 3453.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4254.000000; 11.760000; 1; 8.845400; -9.116700; 0.997190; 0.194730; 0.667920; 0.720030; 0.637740; 0.849130; 0.461670; 0.499690; 0.210400; 0.314840; 29-Mar-2021 00:01:20:100; 8.861500; 10.072800; 233.388400; 234.945900; 29-Mar-2021 00:01:07:308; 259.900000; 8108.000000; 3509.000000; 7676.000000; -1538.000000; 5440.000000; 3538.000000; 10760.000000; 186.800000; 8649.000000; -507.800000; 11480.000000; -1108.000000; 10440.000000; 2309.000000; 10980.000000; 1984.000000; 8204.000000; 7945.000000; -30.490000; 7856.000000; 3588.000000; 5419.000000; -1290.000000; 1; 
2023.10.18_09:37:05:484; 29-Mar-2021 00:01:17:110; 946.000000; 2295.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2344.000000; 9.753000; 1; 10.404000; -17.229600; 0.325030; 29-Mar-2021 00:01:17:110; 1154.000000; 4189.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5219.000000; 11.900000; 1; 7.800900; -9.890400; 0.080721; 29-Mar-2021 00:01:17:110; 1141.000000; 3623.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4461.000000; 11.760000; 1; 8.502600; -9.367200; 0.370670; 0.951840; 0.678370; 0.522990; 0.250050; 0.691550; 0.593030; 0.474660; 0.300160; 0.159600; 29-Mar-2021 00:01:20:199; 8.856100; 10.217700; 233.454300; 228.531100; 29-Mar-2021 00:01:07:407; 534.100000; 7720.000000; 3418.000000; 7430.000000; -1772.000000; 5708.000000; 3679.000000; 10890.000000; -85.500000; 9134.000000; -325.400000; 11360.000000; -1178.000000; 10370.000000; 2529.000000; 10310.000000; 1836.000000; 8702.000000; 8108.000000; 259.900000; 7676.000000; 3509.000000; 5440.000000; -1538.000000; 1; 
2023.10.18_09:37:05:584; 29-Mar-2021 00:01:17:209; 946.100000; 2403.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2454.000000; 9.753000; 1; 10.768000; -17.796500; 0.102700; 29-Mar-2021 00:01:17:209; 1154.000000; 4184.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5211.000000; 11.890000; 1; 7.928000; -10.134300; 0.861020; 29-Mar-2021 00:01:17:209; 1141.000000; 3675.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4528.000000; 11.770000; 1; 8.817300; -9.572500; 0.128790; 0.083266; 0.194250; 0.005910; 0.239550; 0.195530; 0.265830; 0.651050; 0.443210; 0.281850; 29-Mar-2021 00:01:20:317; 8.918900; 10.031800; 232.751100; 229.700200; 29-Mar-2021 00:01:07:515; 805.800000; 7313.000000; 3300.000000; 7477.000000; -1907.000000; 5926.000000; 3909.000000; 11340.000000; -392.800000; 9500.000000; -99.120000; 11250.000000; -1230.000000; 10080.000000; 2697.000000; 9211.000000; 1640.000000; 9293.000000; 7720.000000; 534.100000; 7430.000000; 3418.000000; 5708.000000; -1772.000000; 1; 
2023.10.18_09:37:05:684; 29-Mar-2021 00:01:17:307; 946.900000; 2435.000000; 0.000000; 0.000000; 0.000000; 0.000000; 2489.000000; 9.762000; 1; 11.236000; -18.100200; 0.393100; 29-Mar-2021 00:01:17:307; 1153.000000; 4228.000000; 0.000000; 0.000000; 0.000000; 0.000000; 5265.000000; 11.890000; 1; 8.175600; -10.152600; 0.467820; 29-Mar-2021 00:01:17:307; 1141.000000; 3501.000000; 0.000000; 0.000000; 0.000000; 0.000000; 4314.000000; 11.770000; 1; 8.571800; -10.113800; 0.998990; 0.286230; 0.311060; 0.901260; 0.383330; 0.790140; 0.742140; 0.955270; 0.282700; 0.942240; 29-Mar-2021 00:01:20:406; 8.990000; 10.094700; 227.323600; 226.024600; 29-Mar-2021 00:01:07:614; 1002.000000; 7206.000000; 3167.000000; 7671.000000; -1922.000000; 6102.000000; 3954.000000; 11440.000000; -693.700000; 9488.000000; 236.800000; 11470.000000; -1237.000000; 9682.000000; 2835.000000; 8805.000000; 1414.000000; 9679.000000; 7313.000000; 805.800000; 7477.000000; 3300.000000; 5926.000000; -1907.000000; 1; 
