TimeStamp_UTC; mm_ws_110m[m/s]; mm_ws_60m[m/s]; mm_wd_110m[deg]; 
2023.10.20_16:32:16:545; 9.206000; 8.760400; 238.464400; 
2023.10.20_16:32:16:645; 9.028300; 8.648200; 238.464400; 
2023.10.20_16:32:16:745; 8.957200; 8.883400; 232.355600; 
2023.10.20_16:32:16:845; 8.623600; 8.615400; 232.026000; 
2023.10.20_16:32:16:945; 8.689300; 8.697500; 231.894200; 
2023.10.20_16:32:17:045; 8.396700; 8.508800; 231.828200; 
2023.10.20_16:32:17:145; 8.339300; 8.716600; 234.618900; 
2023.10.20_16:32:17:245; 8.038500; 8.383000; 243.694200; 
2023.10.20_16:32:17:345; 8.281900; 8.667400; 243.496400; 
2023.10.20_16:32:17:445; 8.968200; 8.566200; 243.408500; 
2023.10.20_16:32:17:545; 8.607200; 8.790400; 243.430500; 
2023.10.20_16:32:17:645; 9.017400; 8.697500; 245.320300; 
2023.10.20_16:32:17:745; 8.558000; 9.072100; 245.386200; 
2023.10.20_16:32:17:845; 9.195100; 8.760400; 245.408200; 
2023.10.20_16:32:17:945; 8.692000; 9.022800; 245.408200; 
2023.10.20_16:32:18:045; 9.307200; 8.804100; 244.617100; 
2023.10.20_16:32:18:145; 9.102100; 9.033800; 244.683000; 
2023.10.20_16:32:18:245; 8.938100; 8.883400; 244.727000; 
2023.10.20_16:32:18:345; 9.074800; 8.935300; 244.727000; 
2023.10.20_16:32:18:445; 9.025600; 8.823200; 242.881200; 
2023.10.20_16:32:18:545; 9.247100; 8.872500; 242.507600; 
2023.10.20_16:32:18:645; 9.211500; 8.664700; 242.463700; 
2023.10.20_16:32:18:745; 9.121300; 8.689300; 242.419700; 
2023.10.20_16:32:18:845; 9.044700; 8.366600; 240.266300; 
2023.10.20_16:32:18:945; 8.869700; 8.495100; 239.189500; 
2023.10.20_16:32:19:045; 8.850600; 8.279100; 239.101600; 
2023.10.20_16:32:19:145; 8.902500; 8.547100; 239.079700; 
2023.10.20_16:32:19:245; 9.042000; 8.292800; 239.233500; 
2023.10.20_16:32:19:345; 8.886100; 8.601800; 240.705700; 
2023.10.20_16:32:19:445; 9.427500; 8.500600; 240.595900; 
2023.10.20_16:32:19:545; 9.498600; 8.527900; 240.573900; 
2023.10.20_16:32:19:645; 9.690000; 8.284600; 240.705700; 
2023.10.20_16:32:19:745; 10.165800; 8.331100; 243.013000; 
2023.10.20_16:32:19:845; 10.179500; 8.361100; 242.925100; 
2023.10.20_16:32:19:945; 10.094700; 8.167000; 242.881200; 
2023.10.20_16:32:20:045; 10.376300; 8.147900; 242.859200; 
2023.10.20_16:32:20:145; 10.463800; 8.175200; 238.991800; 
2023.10.20_16:32:20:245; 10.565000; 8.265400; 238.728100; 
2023.10.20_16:32:20:345; 10.493900; 8.391200; 238.640200; 
2023.10.20_16:32:20:445; 10.335300; 8.372100; 238.640200; 
2023.10.20_16:32:20:545; 10.338000; 8.790400; 245.210400; 
2023.10.20_16:32:20:645; 10.250500; 9.195100; 244.133700; 
2023.10.20_16:32:20:745; 10.395500; 9.181400; 244.419300; 
2023.10.20_16:32:20:845; 10.581400; 8.946300; 244.375400; 
2023.10.20_16:32:20:945; 10.127500; 8.894300; 237.497500; 
2023.10.20_16:32:21:045; 10.127500; 8.894300; 237.497500; 
2023.10.20_16:32:21:145; 9.930600; 9.104900; 237.739200; 
2023.10.20_16:32:21:245; 10.124800; 9.299000; 237.915000; 
2023.10.20_16:32:21:345; 10.100200; 8.951800; 237.805200; 
2023.10.20_16:32:21:445; 10.256000; 8.743900; 232.839000; 
2023.10.20_16:32:21:545; 9.906000; 9.104900; 232.179800; 
2023.10.20_16:32:21:645; 9.761100; 9.460300; 232.311700; 
2023.10.20_16:32:21:745; 9.629900; 9.411100; 232.377600; 
2023.10.20_16:32:21:845; 9.892400; 9.167800; 235.739600; 
2023.10.20_16:32:21:945; 9.575200; 9.085700; 235.717600; 
2023.10.20_16:32:22:045; 9.176000; 8.738500; 235.739600; 
2023.10.20_16:32:22:145; 9.181400; 9.031000; 235.739600; 
2023.10.20_16:32:22:245; 8.877900; 8.938100; 243.276700; 
2023.10.20_16:32:22:345; 8.951800; 9.249800; 243.584300; 
2023.10.20_16:32:22:445; 8.577200; 9.258000; 243.606300; 
2023.10.20_16:32:22:545; 8.667400; 9.665400; 243.672200; 
2023.10.20_16:32:22:645; 8.410400; 9.638100; 236.816300; 
2023.10.20_16:32:22:745; 8.694700; 9.446700; 236.860300; 
2023.10.20_16:32:22:845; 8.574400; 9.608000; 236.926200; 
2023.10.20_16:32:22:945; 8.826000; 9.577900; 236.926200; 
2023.10.20_16:32:23:045; 8.604500; 9.438500; 236.179100; 
2023.10.20_16:32:23:145; 8.640000; 9.441200; 236.245000; 
2023.10.20_16:32:23:245; 8.467800; 9.446700; 236.267000; 
2023.10.20_16:32:23:345; 8.798600; 9.315400; 236.267000; 
2023.10.20_16:32:23:445; 8.620900; 9.465800; 236.442800; 
2023.10.20_16:32:23:545; 8.757600; 9.230700; 236.992100; 
2023.10.20_16:32:23:645; 8.697500; 9.788500; 236.970200; 
2023.10.20_16:32:23:745; 8.842400; 9.550600; 236.970200; 
2023.10.20_16:32:23:845; 8.648200; 9.370100; 236.970200; 
2023.10.20_16:32:23:945; 8.938100; 9.670900; 235.519900; 
2023.10.20_16:32:24:045; 8.872500; 9.351000; 235.432000; 
2023.10.20_16:32:24:145; 9.378300; 9.176000; 235.410000; 
2023.10.20_16:32:24:245; 9.170500; 9.241600; 235.388000; 
2023.10.20_16:32:24:345; 9.260700; 9.279900; 240.112400; 
2023.10.20_16:32:24:445; 9.208800; 9.411100; 239.958600; 
2023.10.20_16:32:24:545; 8.804100; 9.411100; 239.914700; 
2023.10.20_16:32:24:645; 8.916200; 9.124000; 239.892700; 
2023.10.20_16:32:24:745; 8.694700; 9.293500; 236.223000; 
2023.10.20_16:32:24:845; 8.661900; 8.910700; 236.530700; 
2023.10.20_16:32:24:945; 8.377500; 9.050200; 236.596600; 
2023.10.20_16:32:25:045; 8.538900; 8.894300; 236.618600; 
2023.10.20_16:32:25:145; 8.432200; 9.154100; 231.147000; 
2023.10.20_16:32:25:245; 8.374800; 8.968200; 230.993200; 
2023.10.20_16:32:25:345; 8.424000; 9.047500; 230.773500; 
2023.10.20_16:32:25:445; 8.331100; 8.894300; 230.795500; 
2023.10.20_16:32:25:545; 8.366600; 8.918900; 227.960800; 
2023.10.20_16:32:25:645; 8.249000; 8.741200; 227.103800; 
2023.10.20_16:32:25:745; 8.188900; 8.847900; 227.279600; 
2023.10.20_16:32:25:845; 8.117800; 8.834200; 227.213700; 
2023.10.20_16:32:25:945; 8.098700; 8.845100; 227.169800; 
2023.10.20_16:32:26:045; 8.350200; 9.003700; 223.214400; 
2023.10.20_16:32:26:145; 8.054900; 8.730300; 223.390200; 
2023.10.20_16:32:26:245; 8.087700; 9.263500; 223.434200; 
2023.10.20_16:32:26:345; 8.205300; 8.976400; 223.456100; 
2023.10.20_16:32:26:445; 8.175200; 9.227900; 227.631200; 
2023.10.20_16:32:26:545; 8.290100; 8.883400; 227.916900; 
2023.10.20_16:32:26:645; 8.183400; 8.976400; 227.982800; 
2023.10.20_16:32:26:745; 8.331100; 8.836900; 228.004800; 
2023.10.20_16:32:26:845; 8.049400; 8.938100; 227.565300; 
2023.10.20_16:32:26:945; 8.158800; 9.033800; 227.631200; 
2023.10.20_16:32:27:045; 8.566200; 8.979100; 227.631200; 
2023.10.20_16:32:27:145; 8.150600; 9.219700; 227.631200; 
2023.10.20_16:32:27:245; 8.199800; 9.107600; 230.707600; 
2023.10.20_16:32:27:345; 8.038500; 9.334600; 232.289700; 
2023.10.20_16:32:27:445; 8.224400; 9.493100; 232.399600; 
2023.10.20_16:32:27:545; 8.112300; 9.258000; 232.465500; 
2023.10.20_16:32:27:645; 8.109600; 9.542400; 232.421500; 
2023.10.20_16:32:27:745; 8.249000; 9.556000; 232.377600; 
2023.10.20_16:32:27:845; 8.079500; 9.539600; 232.355600; 
2023.10.20_16:32:27:945; 8.150600; 9.632600; 232.377600; 
2023.10.20_16:32:28:045; 8.191600; 9.608000; 232.048000; 
2023.10.20_16:32:28:145; 8.350200; 9.936100; 225.236000; 
2023.10.20_16:32:28:245; 8.303700; 10.001700; 224.379100; 
2023.10.20_16:32:28:345; 8.131500; 9.914200; 224.445000; 
2023.10.20_16:32:28:445; 8.626400; 9.627100; 224.532900; 
2023.10.20_16:32:28:545; 8.670100; 9.747400; 226.796200; 
2023.10.20_16:32:28:645; 8.899800; 9.567000; 226.752200; 
2023.10.20_16:32:28:745; 8.951800; 9.495900; 226.774200; 
2023.10.20_16:32:28:845; 9.017400; 9.832200; 226.774200; 
2023.10.20_16:32:28:945; 9.006400; 9.851300; 225.521700; 
2023.10.20_16:32:29:045; 9.165000; 9.955200; 225.433800; 
2023.10.20_16:32:29:145; 8.916200; 10.133000; 225.433800; 
2023.10.20_16:32:29:245; 9.025600; 10.477500; 225.433800; 
2023.10.20_16:32:29:345; 8.981800; 10.236900; 225.895300; 
2023.10.20_16:32:29:445; 8.861500; 10.152100; 225.851300; 
2023.10.20_16:32:29:545; 8.897100; 10.225900; 225.851300; 
2023.10.20_16:32:29:645; 8.869700; 10.119300; 225.829300; 
2023.10.20_16:32:29:745; 8.921700; 10.001700; 226.268800; 
2023.10.20_16:32:29:845; 8.746700; 9.914200; 227.587300; 
2023.10.20_16:32:29:945; 8.913500; 10.253300; 227.565300; 
2023.10.20_16:32:30:045; 8.902500; 9.774800; 227.565300; 
2023.10.20_16:32:30:145; 8.987300; 9.580600; 227.587300; 
2023.10.20_16:32:30:245; 8.782200; 9.673600; 232.267700; 
2023.10.20_16:32:30:345; 8.918900; 9.736500; 232.289700; 
2023.10.20_16:32:30:445; 8.735700; 9.717400; 232.311700; 
2023.10.20_16:32:30:545; 8.924400; 9.602500; 232.311700; 
2023.10.20_16:32:30:645; 8.752200; 9.843100; 226.246800; 
2023.10.20_16:32:30:745; 8.743900; 9.717400; 226.027100; 
2023.10.20_16:32:30:845; 8.590800; 9.873200; 225.939200; 
2023.10.20_16:32:30:945; 8.599000; 10.023600; 225.917200; 
2023.10.20_16:32:31:045; 8.497900; 9.813100; 224.423000; 
2023.10.20_16:32:31:145; 8.678300; 9.747400; 224.445000; 
2023.10.20_16:32:31:245; 8.352900; 10.083800; 224.445000; 
2023.10.20_16:32:31:345; 8.582600; 10.212300; 224.466900; 
2023.10.20_16:32:31:445; 8.407600; 9.832200; 222.753000; 
2023.10.20_16:32:31:545; 8.514300; 10.072800; 222.862800; 
2023.10.20_16:32:31:645; 8.424000; 9.914200; 222.884800; 
2023.10.20_16:32:31:745; 8.383000; 9.539600; 222.906800; 
2023.10.20_16:32:31:845; 8.459600; 9.435700; 222.731000; 
2023.10.20_16:32:31:945; 8.046700; 9.225200; 222.709000; 
2023.10.20_16:32:32:045; 8.229900; 9.006400; 222.709000; 
2023.10.20_16:32:32:145; 8.240800; 8.918900; 222.731000; 
2023.10.20_16:32:32:245; 8.260000; 8.653700; 223.170500; 
2023.10.20_16:32:32:345; 7.934600; 8.949000; 226.422600; 
2023.10.20_16:32:32:445; 8.054900; 9.039300; 226.246800; 
2023.10.20_16:32:32:545; 8.246300; 9.307200; 226.246800; 
2023.10.20_16:32:32:645; 7.836200; 9.591600; 226.224900; 
2023.10.20_16:32:32:745; 7.981100; 9.654500; 230.158200; 
2023.10.20_16:32:32:845; 7.888100; 9.791200; 230.399900; 
2023.10.20_16:32:32:945; 7.751400; 9.752900; 230.465900; 
2023.10.20_16:32:33:045; 7.735000; 9.102100; 230.487800; 
2023.10.20_16:32:33:145; 7.863500; 9.263500; 225.477800; 
2023.10.20_16:32:33:245; 7.967400; 9.110300; 225.170100; 
2023.10.20_16:32:33:345; 7.833400; 9.181400; 225.038300; 
2023.10.20_16:32:33:445; 7.828000; 8.596300; 224.972400; 
2023.10.20_16:32:33:545; 7.784200; 8.754900; 231.388800; 
2023.10.20_16:32:33:645; 7.847100; 8.593600; 230.751500; 
2023.10.20_16:32:33:745; 7.970100; 8.743900; 230.641600; 
2023.10.20_16:32:33:845; 8.074000; 8.834200; 230.641600; 
2023.10.20_16:32:33:945; 8.188900; 8.793200; 223.368200; 
2023.10.20_16:32:34:045; 7.806100; 8.733000; 220.511600; 
2023.10.20_16:32:34:145; 7.778700; 8.724800; 220.182000; 
2023.10.20_16:32:34:245; 7.636600; 8.631800; 220.094100; 
2023.10.20_16:32:34:345; 7.338500; 8.659200; 219.786500; 
2023.10.20_16:32:34:445; 7.267400; 8.645500; 219.544800; 
2023.10.20_16:32:34:545; 7.406900; 8.599000; 219.522800; 
2023.10.20_16:32:34:645; 7.483400; 8.579900; 219.522800; 
2023.10.20_16:32:34:745; 7.335800; 8.694700; 219.566700; 
2023.10.20_16:32:34:845; 7.576400; 8.292800; 220.555600; 
2023.10.20_16:32:34:945; 7.472500; 8.164300; 220.467700; 
2023.10.20_16:32:35:045; 7.439700; 7.879900; 220.467700; 
2023.10.20_16:32:35:145; 7.152600; 7.871700; 220.445700; 
2023.10.20_16:32:35:245; 7.171700; 8.095900; 226.115000; 
2023.10.20_16:32:35:345; 7.174500; 7.521700; 226.444600; 
2023.10.20_16:32:35:445; 7.108800; 7.524400; 226.488600; 
2023.10.20_16:32:35:545; 7.007700; 7.502600; 226.510500; 
2023.10.20_16:32:35:645; 7.084200; 7.491600; 225.148100; 
2023.10.20_16:32:35:745; 7.182700; 7.240100; 225.302000; 
2023.10.20_16:32:35:845; 7.087000; 7.297500; 225.280000; 
2023.10.20_16:32:35:945; 6.974900; 7.240100; 225.236000; 
2023.10.20_16:32:36:045; 6.901000; 7.117000; 226.290800; 
2023.10.20_16:32:36:145; 6.980300; 7.114300; 227.741100; 
2023.10.20_16:32:36:245; 7.070600; 7.119800; 227.763000; 
2023.10.20_16:32:36:345; 7.081500; 7.297500; 227.785000; 
2023.10.20_16:32:36:445; 7.073300; 7.658400; 227.785000; 
2023.10.20_16:32:36:545; 7.136200; 7.218200; 227.807000; 
2023.10.20_16:32:36:645; 7.171700; 7.193600; 227.785000; 
2023.10.20_16:32:36:745; 7.324800; 7.215500; 227.785000; 
2023.10.20_16:32:36:845; 7.240100; 7.346700; 227.916900; 
2023.10.20_16:32:36:945; 7.368600; 7.103400; 236.728400; 
2023.10.20_16:32:37:045; 7.636600; 7.163500; 236.750400; 
2023.10.20_16:32:37:145; 7.669400; 7.149800; 236.684500; 
2023.10.20_16:32:37:245; 7.508000; 7.136200; 236.706500; 
2023.10.20_16:32:37:345; 7.636600; 7.078800; 238.156800; 
2023.10.20_16:32:37:445; 7.786900; 6.854500; 238.200700; 
2023.10.20_16:32:37:545; 7.726800; 6.873700; 238.222700; 
2023.10.20_16:32:37:645; 7.920900; 7.051400; 238.178700; 
2023.10.20_16:32:37:745; 8.005700; 7.048700; 231.564500; 
2023.10.20_16:32:37:845; 7.814300; 7.015900; 231.542600; 
2023.10.20_16:32:37:945; 7.910000; 6.854500; 231.586500; 
2023.10.20_16:32:38:045; 7.899000; 6.903800; 231.586500; 
2023.10.20_16:32:38:145; 7.852600; 7.062400; 240.573900; 
2023.10.20_16:32:38:245; 7.849800; 7.056900; 240.947400; 
2023.10.20_16:32:38:345; 8.404900; 7.138900; 240.859500; 
2023.10.20_16:32:38:445; 7.817000; 7.078800; 240.925500; 
2023.10.20_16:32:38:545; 7.888100; 7.248300; 240.639800; 
2023.10.20_16:32:38:645; 7.644800; 7.437000; 238.640200; 
2023.10.20_16:32:38:745; 7.841600; 7.390500; 238.728100; 
2023.10.20_16:32:38:845; 8.003000; 7.316600; 238.750000; 
2023.10.20_16:32:38:945; 8.000200; 7.494400; 238.772000; 
2023.10.20_16:32:39:045; 8.098700; 7.617400; 238.178700; 
2023.10.20_16:32:39:145; 8.161500; 7.483400; 238.134800; 
2023.10.20_16:32:39:245; 8.041200; 7.390500; 238.156800; 
2023.10.20_16:32:39:345; 8.194400; 7.524400; 238.178700; 
2023.10.20_16:32:39:445; 8.079500; 7.469800; 240.090500; 
2023.10.20_16:32:39:545; 7.951000; 7.303000; 240.222300; 
2023.10.20_16:32:39:645; 8.003000; 7.262000; 240.244300; 
2023.10.20_16:32:39:745; 7.942800; 7.540900; 240.266300; 
2023.10.20_16:32:39:845; 8.197100; 7.759600; 242.595500; 
2023.10.20_16:32:39:945; 8.104100; 7.472500; 242.441700; 
2023.10.20_16:32:40:045; 8.186100; 7.666600; 242.419700; 
2023.10.20_16:32:40:145; 8.352900; 7.565500; 242.375800; 
2023.10.20_16:32:40:245; 8.281900; 7.499800; 242.925100; 
2023.10.20_16:32:40:345; 8.251800; 7.385000; 242.859200; 
2023.10.20_16:32:40:445; 8.309200; 7.497100; 242.815200; 
2023.10.20_16:32:40:545; 8.287300; 7.622900; 242.859200; 
2023.10.20_16:32:40:645; 8.350200; 7.234600; 241.980200; 
2023.10.20_16:32:40:745; 8.273600; 7.231900; 241.628600; 
2023.10.20_16:32:40:845; 8.295500; 7.013100; 241.716500; 
2023.10.20_16:32:40:945; 7.970100; 7.207300; 241.672600; 
2023.10.20_16:32:41:045; 8.150600; 7.147100; 241.694600; 
2023.10.20_16:32:41:145; 8.377500; 7.056900; 243.386600; 
2023.10.20_16:32:41:245; 7.983800; 7.084200; 243.254700; 
2023.10.20_16:32:41:345; 8.019400; 7.070600; 243.276700; 
2023.10.20_16:32:41:445; 7.940100; 7.045900; 243.254700; 
2023.10.20_16:32:41:545; 7.803300; 6.701400; 241.694600; 
2023.10.20_16:32:41:645; 7.828000; 6.950200; 241.628600; 
2023.10.20_16:32:41:745; 7.639300; 7.002200; 241.606700; 
2023.10.20_16:32:41:845; 7.647500; 6.974900; 241.584700; 
2023.10.20_16:32:41:945; 7.830700; 7.130700; 245.342200; 
2023.10.20_16:32:42:045; 7.841600; 7.035000; 244.902800; 
2023.10.20_16:32:42:145; 7.940100; 6.879200; 244.880800; 
2023.10.20_16:32:42:245; 8.087700; 7.024100; 244.858800; 
2023.10.20_16:32:42:345; 7.901800; 6.794400; 239.629000; 
2023.10.20_16:32:42:445; 7.797900; 6.890100; 240.310200; 
2023.10.20_16:32:42:545; 7.896300; 6.761600; 240.200300; 
2023.10.20_16:32:42:645; 7.557300; 6.545600; 240.156400; 
2023.10.20_16:32:42:745; 7.639300; 6.384200; 240.464000; 
2023.10.20_16:32:42:845; 7.683000; 6.274900; 240.749700; 
2023.10.20_16:32:42:945; 7.625600; 6.228400; 240.749700; 
2023.10.20_16:32:43:045; 8.019400; 6.209200; 240.749700; 
2023.10.20_16:32:43:145; 8.202600; 6.034300; 239.013700; 
2023.10.20_16:32:43:245; 7.923700; 5.993200; 235.212200; 
2023.10.20_16:32:43:345; 8.153300; 5.998700; 235.256200; 
2023.10.20_16:32:43:445; 8.057600; 6.053400; 235.234200; 
2023.10.20_16:32:43:545; 8.216200; 6.296700; 235.344100; 
2023.10.20_16:32:43:645; 8.413100; 6.490900; 240.793600; 
2023.10.20_16:32:43:745; 8.426800; 6.564700; 240.727700; 
2023.10.20_16:32:43:845; 8.336500; 6.608500; 240.727700; 
2023.10.20_16:32:43:945; 8.167000; 6.745200; 240.705700; 
2023.10.20_16:32:44:045; 8.659200; 6.444400; 246.770600; 
2023.10.20_16:32:44:145; 8.894300; 6.660400; 246.704600; 
2023.10.20_16:32:44:245; 8.897100; 6.488100; 246.682700; 
2023.10.20_16:32:44:345; 8.847900; 6.542800; 246.660700; 
2023.10.20_16:32:44:445; 8.760400; 6.455300; 242.221900; 
2023.10.20_16:32:44:545; 8.486900; 6.367800; 230.751500; 
2023.10.20_16:32:44:645; 8.229900; 6.419800; 230.378000; 
2023.10.20_16:32:44:745; 8.145100; 6.283100; 230.246100; 
2023.10.20_16:32:44:845; 8.158800; 6.190100; 229.103500; 
2023.10.20_16:32:44:945; 8.544300; 6.179200; 224.796600; 
2023.10.20_16:32:45:045; 8.651000; 6.212000; 224.906400; 
2023.10.20_16:32:45:145; 8.946300; 5.878400; 224.928400; 
2023.10.20_16:32:45:245; 9.124000; 5.916700; 225.807400; 
2023.10.20_16:32:45:345; 9.137700; 6.130000; 231.982100; 
2023.10.20_16:32:45:445; 9.058400; 5.900300; 231.718400; 
2023.10.20_16:32:45:545; 8.995500; 6.056100; 231.630500; 
2023.10.20_16:32:45:645; 9.137700; 6.315900; 231.630500; 
2023.10.20_16:32:45:745; 8.938100; 6.064300; 224.752600; 
2023.10.20_16:32:45:845; 9.173200; 6.266700; 224.401000; 
2023.10.20_16:32:45:945; 8.875200; 6.447100; 224.313100; 
2023.10.20_16:32:46:045; 9.025600; 6.529200; 224.291200; 
2023.10.20_16:32:46:145; 8.831400; 6.701400; 230.465900; 
2023.10.20_16:32:46:245; 8.782200; 6.712400; 230.839400; 
2023.10.20_16:32:46:345; 8.875200; 6.870900; 230.927300; 
2023.10.20_16:32:46:445; 8.806800; 6.988500; 230.971300; 
2023.10.20_16:32:46:545; 8.727500; 6.641300; 232.135900; 
2023.10.20_16:32:46:645; 8.768600; 6.572900; 232.069900; 
2023.10.20_16:32:46:745; 8.815000; 6.518200; 232.048000; 
2023.10.20_16:32:46:845; 8.782200; 6.460800; 232.048000; 
2023.10.20_16:32:46:945; 8.533400; 6.365100; 232.355600; 
2023.10.20_16:32:47:045; 8.670100; 6.356900; 233.849800; 
2023.10.20_16:32:47:145; 8.648200; 6.373300; 233.893800; 
2023.10.20_16:32:47:245; 8.530700; 6.313200; 233.915800; 
2023.10.20_16:32:47:345; 8.235400; 6.370600; 233.586200; 
2023.10.20_16:32:47:445; 8.177900; 6.414300; 226.005100; 
2023.10.20_16:32:47:545; 7.792400; 6.696000; 226.224900; 
2023.10.20_16:32:47:645; 7.825200; 6.373300; 226.312800; 
2023.10.20_16:32:47:745; 7.803300; 6.348700; 226.334700; 
2023.10.20_16:32:47:845; 7.617400; 6.236600; 233.168700; 
2023.10.20_16:32:47:945; 7.956500; 6.294000; 233.630100; 
2023.10.20_16:32:48:045; 8.240800; 6.247500; 233.740000; 
2023.10.20_16:32:48:145; 7.945500; 6.181900; 233.761900; 
2023.10.20_16:32:48:245; 8.268200; 6.105300; 233.827900; 
