TimeStamp_UTC; mm_ws_110m[m/s]; mm_ws_60m[m/s]; mm_wd_110m[deg]; 
2023.10.20_16:27:08:745; 11.434500; 9.258000; 238.398500; 
2023.10.20_16:27:08:845; 11.574000; 9.375600; 238.376500; 
2023.10.20_16:27:08:945; 11.390800; 9.186900; 241.386900; 
2023.10.20_16:27:09:045; 11.251300; 9.121300; 241.584700; 
2023.10.20_16:27:09:145; 11.109100; 8.995500; 241.628600; 
2023.10.20_16:27:09:245; 11.254000; 8.867000; 241.650600; 
2023.10.20_16:27:09:345; 10.980600; 8.924400; 236.442800; 
2023.10.20_16:27:09:445; 10.945100; 8.689300; 237.014100; 
2023.10.20_16:27:09:545; 11.374300; 8.765800; 237.233800; 
2023.10.20_16:27:09:645; 11.013400; 8.697500; 237.145900; 
2023.10.20_16:27:09:745; 10.876700; 8.897100; 240.244300; 
2023.10.20_16:27:09:845; 11.215800; 9.080300; 243.606300; 
2023.10.20_16:27:09:945; 11.254000; 9.036500; 243.584300; 
2023.10.20_16:27:10:045; 11.286800; 9.140400; 243.606300; 
2023.10.20_16:27:10:145; 11.426300; 8.908000; 243.650300; 
2023.10.20_16:27:10:245; 11.475500; 9.263500; 244.045800; 
2023.10.20_16:27:10:345; 11.248600; 9.014600; 244.001800; 
2023.10.20_16:27:10:445; 11.584900; 9.162300; 243.979900; 
2023.10.20_16:27:10:545; 11.707900; 8.992800; 244.023800; 
2023.10.20_16:27:10:645; 11.429000; 9.176000; 246.748600; 
2023.10.20_16:27:10:745; 11.932100; 9.225200; 246.748600; 
2023.10.20_16:27:10:845; 11.448200; 9.361900; 246.748600; 
2023.10.20_16:27:10:945; 11.713400; 8.927100; 246.726600; 
2023.10.20_16:27:11:045; 11.437200; 8.815000; 244.858800; 
2023.10.20_16:27:11:145; 11.289600; 8.820500; 244.792900; 
2023.10.20_16:27:11:245; 11.527500; 8.774000; 244.792900; 
2023.10.20_16:27:11:345; 11.691500; 8.785000; 244.792900; 
2023.10.20_16:27:11:445; 11.511100; 8.771300; 239.013700; 
2023.10.20_16:27:11:545; 11.604000; 8.719300; 239.694900; 
2023.10.20_16:27:11:645; 11.929400; 8.585400; 239.760800; 
2023.10.20_16:27:11:745; 11.453600; 8.738500; 239.738900; 
2023.10.20_16:27:11:845; 11.672400; 8.648200; 242.639500; 
2023.10.20_16:27:11:945; 11.114600; 8.536100; 242.353800; 
2023.10.20_16:27:12:045; 11.043500; 8.741200; 242.353800; 
2023.10.20_16:27:12:145; 11.002500; 8.303700; 242.353800; 
2023.10.20_16:27:12:245; 11.103700; 8.437700; 243.254700; 
2023.10.20_16:27:12:345; 11.131000; 8.279100; 245.276300; 
2023.10.20_16:27:12:445; 11.068100; 8.380300; 245.276300; 
2023.10.20_16:27:12:545; 11.166500; 8.251800; 245.254300; 
2023.10.20_16:27:12:645; 11.275900; 8.519700; 245.254300; 
2023.10.20_16:27:12:745; 11.699700; 8.517000; 243.518400; 
2023.10.20_16:27:12:845; 11.057200; 8.615400; 243.408500; 
2023.10.20_16:27:12:945; 11.057200; 8.454100; 243.430500; 
2023.10.20_16:27:13:045; 11.163800; 8.607200; 243.408500; 
2023.10.20_16:27:13:145; 11.327900; 8.380300; 242.463700; 
2023.10.20_16:27:13:245; 11.500100; 8.276400; 242.507600; 
2023.10.20_16:27:13:345; 11.754400; 8.309200; 242.529600; 
2023.10.20_16:27:13:445; 11.530200; 8.295500; 242.507600; 
2023.10.20_16:27:13:545; 11.707900; 8.251800; 244.617100; 
2023.10.20_16:27:13:645; 12.118100; 8.205300; 244.902800; 
2023.10.20_16:27:13:745; 12.238400; 7.997500; 244.858800; 
2023.10.20_16:27:13:845; 12.022400; 8.035800; 244.836800; 
2023.10.20_16:27:13:945; 12.222000; 8.238100; 244.463300; 
2023.10.20_16:27:14:045; 11.790000; 8.035800; 243.760100; 
2023.10.20_16:27:14:145; 11.631400; 8.194400; 243.716200; 
2023.10.20_16:27:14:245; 11.270400; 7.754100; 243.716200; 
2023.10.20_16:27:14:345; 11.158300; 7.756900; 243.716200; 
2023.10.20_16:27:14:445; 11.193900; 7.499800; 243.672200; 
2023.10.20_16:27:14:545; 11.254000; 7.653000; 243.694200; 
2023.10.20_16:27:14:645; 11.254000; 7.699400; 243.672200; 
2023.10.20_16:27:14:745; 10.972400; 7.718600; 244.221600; 
2023.10.20_16:27:14:845; 11.270400; 7.292000; 246.682700; 
2023.10.20_16:27:14:945; 11.204800; 7.434200; 246.594800; 
2023.10.20_16:27:15:045; 11.117300; 7.521700; 246.572800; 
2023.10.20_16:27:15:145; 11.188400; 7.226400; 246.572800; 
2023.10.20_16:27:15:245; 11.059900; 7.338500; 239.277400; 
2023.10.20_16:27:15:345; 11.141900; 7.423300; 238.420400; 
2023.10.20_16:27:15:445; 10.865800; 7.431500; 238.640200; 
2023.10.20_16:27:15:545; 10.742700; 7.724100; 238.596200; 
2023.10.20_16:27:15:645; 10.734500; 7.486200; 242.287900; 
2023.10.20_16:27:15:745; 10.630600; 7.631100; 241.870300; 
2023.10.20_16:27:15:845; 10.529400; 7.352200; 241.738500; 
2023.10.20_16:27:15:945; 10.928700; 7.434200; 241.804400; 
2023.10.20_16:27:16:045; 10.737300; 7.327600; 240.947400; 
2023.10.20_16:27:16:145; 10.693500; 7.650200; 240.639800; 
2023.10.20_16:27:16:245; 10.633400; 7.516200; 240.617800; 
2023.10.20_16:27:16:345; 10.324400; 7.458800; 240.617800; 
2023.10.20_16:27:16:445; 10.400900; 7.729500; 238.859900; 
2023.10.20_16:27:16:545; 10.206800; 7.756900; 237.453600; 
2023.10.20_16:27:16:645; 10.231400; 7.661200; 237.387700; 
2023.10.20_16:27:16:745; 10.340800; 7.855300; 237.365700; 
2023.10.20_16:27:16:845; 10.524000; 7.986500; 237.343700; 
2023.10.20_16:27:16:945; 10.895800; 7.797900; 237.189900; 
2023.10.20_16:27:17:045; 11.032600; 8.065800; 237.167900; 
2023.10.20_16:27:17:145; 10.849400; 8.065800; 237.167900; 
2023.10.20_16:27:17:245; 11.027100; 8.071300; 237.321700; 
2023.10.20_16:27:17:345; 11.018900; 8.276400; 241.958300; 
2023.10.20_16:27:17:445; 10.901300; 8.153300; 241.848400; 
2023.10.20_16:27:17:545; 11.029800; 8.328300; 241.826400; 
2023.10.20_16:27:17:645; 11.095400; 8.221700; 241.826400; 
2023.10.20_16:27:17:745; 11.234900; 8.322900; 240.617800; 
2023.10.20_16:27:17:845; 11.256800; 8.284600; 240.551900; 
2023.10.20_16:27:17:945; 11.141900; 8.292800; 240.529900; 
2023.10.20_16:27:18:045; 10.939600; 8.268200; 240.508000; 
2023.10.20_16:27:18:145; 11.122800; 8.281900; 241.299000; 
2023.10.20_16:27:18:245; 11.120100; 8.711100; 241.211100; 
2023.10.20_16:27:18:345; 11.265000; 8.659200; 241.167200; 
2023.10.20_16:27:18:445; 11.182900; 8.648200; 241.211100; 
2023.10.20_16:27:18:545; 10.947800; 8.544300; 240.354100; 
2023.10.20_16:27:18:645; 11.013400; 8.645500; 238.508300; 
2023.10.20_16:27:18:745; 10.835700; 8.790400; 238.552300; 
2023.10.20_16:27:18:845; 10.731800; 9.014600; 238.530300; 
2023.10.20_16:27:18:945; 10.666200; 9.011900; 238.574200; 
