TimeStamp_UTC; mm_ws_110m[m/s]; mm_ws_60m[m/s]; mm_wd_110m[deg]; 
2023.10.20_16:28:24:145; 10.849400; 6.846300; 233.564200; 
2023.10.20_16:28:24:245; 10.898600; 6.991300; 233.608100; 
2023.10.20_16:28:24:345; 10.671600; 7.018600; 233.630100; 
2023.10.20_16:28:24:445; 10.595100; 7.188100; 234.135500; 
2023.10.20_16:28:24:545; 10.515800; 7.281100; 234.113500; 
2023.10.20_16:28:24:645; 10.524000; 6.870900; 234.157500; 
2023.10.20_16:28:24:745; 10.715400; 6.786200; 234.135500; 
2023.10.20_16:28:24:845; 10.663400; 6.630300; 234.970500; 
2023.10.20_16:28:24:945; 10.217700; 6.458100; 235.014500; 
2023.10.20_16:28:25:045; 10.092000; 6.362400; 235.036400; 
2023.10.20_16:28:25:145; 10.023600; 6.378800; 235.036400; 
2023.10.20_16:28:25:245; 10.302500; 6.354200; 232.245700; 
2023.10.20_16:28:25:345; 10.152100; 6.329600; 232.377600; 
2023.10.20_16:28:25:445; 10.567700; 6.332300; 232.443500; 
2023.10.20_16:28:25:545; 10.223200; 6.258500; 232.487500; 
2023.10.20_16:28:25:645; 10.403700; 6.250300; 231.828200; 
2023.10.20_16:28:25:745; 10.477500; 6.149100; 231.718400; 
2023.10.20_16:28:25:845; 10.562300; 6.209200; 231.652500; 
2023.10.20_16:28:25:945; 10.562300; 6.113500; 231.674400; 
2023.10.20_16:28:26:045; 10.636100; 6.143600; 231.850200; 
2023.10.20_16:28:26:145; 10.786500; 6.209200; 234.597000; 
2023.10.20_16:28:26:245; 10.841200; 6.047900; 234.487100; 
2023.10.20_16:28:26:345; 10.808300; 6.050700; 234.465100; 
2023.10.20_16:28:26:445; 10.791900; 6.091700; 234.465100; 
2023.10.20_16:28:26:545; 10.627900; 6.031500; 236.310900; 
2023.10.20_16:28:26:645; 10.543100; 6.143600; 236.442800; 
2023.10.20_16:28:26:745; 10.359900; 6.253000; 236.486700; 
2023.10.20_16:28:26:845; 10.436500; 6.408900; 236.486700; 
2023.10.20_16:28:26:945; 10.288800; 6.567400; 235.256200; 
2023.10.20_16:28:27:045; 9.952500; 6.898300; 235.168300; 
2023.10.20_16:28:27:145; 9.791200; 6.633100; 235.146300; 
2023.10.20_16:28:27:245; 9.717400; 6.690500; 235.146300; 
2023.10.20_16:28:27:345; 9.632600; 6.706900; 233.432300; 
2023.10.20_16:28:27:445; 9.941600; 6.728800; 233.586200; 
2023.10.20_16:28:27:545; 9.670900; 6.884600; 233.630100; 
2023.10.20_16:28:27:645; 9.479500; 6.605700; 233.674100; 
2023.10.20_16:28:27:745; 9.553300; 6.769800; 235.805500; 
2023.10.20_16:28:27:845; 9.249800; 6.731500; 236.728400; 
2023.10.20_16:28:27:945; 9.528700; 6.627600; 236.838300; 
2023.10.20_16:28:28:045; 9.657200; 6.717800; 236.882300; 
2023.10.20_16:28:28:145; 9.793900; 6.728800; 238.002900; 
2023.10.20_16:28:28:245; 9.761100; 6.933800; 238.684100; 
2023.10.20_16:28:28:345; 10.070100; 6.890100; 238.728100; 
2023.10.20_16:28:28:445; 9.763800; 6.906500; 238.750000; 
2023.10.20_16:28:28:545; 9.662700; 6.942000; 238.706100; 
2023.10.20_16:28:28:645; 9.635300; 6.876400; 237.431600; 
2023.10.20_16:28:28:745; 9.687300; 6.966600; 237.475600; 
2023.10.20_16:28:28:845; 9.443900; 7.059600; 237.475600; 
2023.10.20_16:28:28:945; 9.509600; 7.040500; 237.497500; 
2023.10.20_16:28:29:045; 9.567000; 7.128000; 243.408500; 
2023.10.20_16:28:29:145; 9.446700; 7.056900; 243.496400; 
2023.10.20_16:28:29:245; 9.670900; 7.286600; 243.474500; 
2023.10.20_16:28:29:345; 9.556000; 7.431500; 243.496400; 
2023.10.20_16:28:29:445; 9.512300; 7.004900; 246.682700; 
2023.10.20_16:28:29:545; 9.561500; 6.931100; 246.397000; 
2023.10.20_16:28:29:645; 9.271700; 6.843600; 246.353000; 
2023.10.20_16:28:29:745; 9.468500; 6.988500; 246.353000; 
2023.10.20_16:28:29:845; 9.747400; 6.939300; 248.089000; 
2023.10.20_16:28:29:945; 9.580600; 6.909200; 248.001100; 
2023.10.20_16:28:30:045; 9.662700; 6.840900; 248.023100; 
2023.10.20_16:28:30:145; 9.627100; 6.622100; 248.023100; 
2023.10.20_16:28:30:245; 9.413900; 6.778000; 247.605600; 
2023.10.20_16:28:30:345; 9.405600; 6.906500; 246.792500; 
2023.10.20_16:28:30:445; 9.165000; 6.706900; 246.792500; 
2023.10.20_16:28:30:545; 9.181400; 6.851800; 246.792500; 
2023.10.20_16:28:30:645; 9.211500; 6.737000; 245.584000; 
2023.10.20_16:28:30:745; 9.036500; 7.029500; 241.057300; 
2023.10.20_16:28:30:845; 8.943600; 7.106100; 241.189200; 
2023.10.20_16:28:30:945; 8.760400; 7.108800; 241.233100; 
2023.10.20_16:28:31:045; 8.754900; 7.130700; 241.211100; 
2023.10.20_16:28:31:145; 8.659200; 7.106100; 237.365700; 
2023.10.20_16:28:31:245; 9.022800; 7.218200; 237.343700; 
2023.10.20_16:28:31:345; 8.804100; 7.412300; 237.277800; 
2023.10.20_16:28:31:445; 8.897100; 7.286600; 237.299800; 
2023.10.20_16:28:31:545; 8.774000; 7.327600; 241.650600; 
2023.10.20_16:28:31:645; 8.864300; 7.409600; 241.496800; 
2023.10.20_16:28:31:745; 8.905300; 7.480700; 241.430900; 
2023.10.20_16:28:31:845; 8.724800; 7.335800; 241.408900; 
2023.10.20_16:28:31:945; 8.905300; 7.426000; 237.409600; 
2023.10.20_16:28:32:045; 9.052900; 7.663900; 236.618600; 
2023.10.20_16:28:32:145; 9.208800; 7.494400; 236.486700; 
2023.10.20_16:28:32:245; 8.899800; 7.497100; 236.398800; 
2023.10.20_16:28:32:345; 9.107600; 7.240100; 237.255800; 
2023.10.20_16:28:32:445; 9.170500; 7.218200; 242.265900; 
2023.10.20_16:28:32:545; 9.140400; 7.289300; 242.068100; 
2023.10.20_16:28:32:645; 9.061100; 6.936600; 242.002200; 
2023.10.20_16:28:32:745; 8.916200; 7.056900; 241.694600; 
2023.10.20_16:28:32:845; 9.017400; 6.931100; 238.266600; 
2023.10.20_16:28:32:945; 9.058400; 7.040500; 238.574200; 
2023.10.20_16:28:33:045; 9.219700; 7.272900; 238.442400; 
2023.10.20_16:28:33:145; 9.099400; 6.783500; 238.442400; 
2023.10.20_16:28:33:245; 9.288100; 6.791700; 238.156800; 
2023.10.20_16:28:33:345; 9.080300; 6.597500; 238.178700; 
2023.10.20_16:28:33:445; 9.104900; 6.693200; 238.178700; 
2023.10.20_16:28:33:545; 9.077500; 6.769800; 238.178700; 
2023.10.20_16:28:33:645; 8.752200; 6.819000; 237.299800; 
2023.10.20_16:28:33:745; 8.733000; 6.835400; 237.255800; 
2023.10.20_16:28:33:845; 8.672900; 6.660400; 237.233800; 
2023.10.20_16:28:33:945; 8.645500; 7.076000; 237.211900; 
2023.10.20_16:28:34:045; 8.623600; 7.475200; 236.552600; 
2023.10.20_16:28:34:145; 8.566200; 7.467000; 236.640500; 
2023.10.20_16:28:34:245; 8.951800; 7.647500; 236.640500; 
2023.10.20_16:28:34:345; 8.577200; 7.680300; 236.618600; 
2023.10.20_16:28:34:445; 8.722100; 7.833400; 237.673300; 
2023.10.20_16:28:34:545; 8.410400; 7.469800; 238.222700; 
2023.10.20_16:28:34:645; 8.473300; 7.653000; 238.244600; 
2023.10.20_16:28:34:745; 8.243600; 7.751400; 238.288600; 
2023.10.20_16:28:34:845; 8.426800; 7.658400; 238.310600; 
2023.10.20_16:28:34:945; 8.240800; 7.669400; 239.167600; 
2023.10.20_16:28:35:045; 8.456800; 7.688500; 239.167600; 
2023.10.20_16:28:35:145; 8.290100; 7.680300; 239.145600; 
2023.10.20_16:28:35:245; 8.303700; 7.587300; 239.145600; 
2023.10.20_16:28:35:345; 8.298300; 7.765100; 234.201400; 
2023.10.20_16:28:35:445; 8.090400; 7.992000; 233.893800; 
2023.10.20_16:28:35:545; 8.467800; 7.587300; 233.849800; 
2023.10.20_16:28:35:645; 8.459600; 7.885400; 233.805900; 
2023.10.20_16:28:35:745; 8.571700; 7.967400; 237.343700; 
2023.10.20_16:28:35:845; 8.735700; 8.109600; 237.475600; 
2023.10.20_16:28:35:945; 9.077500; 8.167000; 237.475600; 
2023.10.20_16:28:36:045; 8.998200; 8.265400; 237.475600; 
2023.10.20_16:28:36:145; 9.206000; 8.265400; 239.145600; 
2023.10.20_16:28:36:245; 9.402900; 8.270900; 238.969800; 
2023.10.20_16:28:36:345; 9.386500; 8.068600; 238.947800; 
2023.10.20_16:28:36:445; 9.348200; 8.136900; 238.925800; 
2023.10.20_16:28:36:545; 9.252500; 7.951000; 239.211500; 
2023.10.20_16:28:36:645; 9.597000; 8.068600; 239.189500; 
2023.10.20_16:28:36:745; 9.268900; 8.038500; 239.189500; 
2023.10.20_16:28:36:845; 9.156800; 8.046700; 239.211500; 
2023.10.20_16:28:36:945; 9.629900; 8.287300; 237.629400; 
2023.10.20_16:28:37:045; 9.482200; 8.311900; 235.475900; 
2023.10.20_16:28:37:145; 9.569700; 8.489700; 235.453900; 
2023.10.20_16:28:37:245; 9.802100; 8.424000; 235.453900; 
2023.10.20_16:28:37:345; 9.613500; 8.352900; 235.453900; 
2023.10.20_16:28:37:445; 9.564200; 8.331100; 237.014100; 
2023.10.20_16:28:37:545; 9.750200; 8.344700; 237.014100; 
2023.10.20_16:28:37:645; 9.731000; 8.306500; 237.036100; 
2023.10.20_16:28:37:745; 9.982600; 8.656400; 237.014100; 
2023.10.20_16:28:37:845; 9.968900; 8.221700; 233.630100; 
2023.10.20_16:28:37:945; 10.004500; 8.407600; 233.871800; 
2023.10.20_16:28:38:045; 10.190400; 8.221700; 233.805900; 
2023.10.20_16:28:38:145; 10.086500; 8.306500; 233.827900; 
2023.10.20_16:28:38:245; 10.734500; 8.041200; 238.881900; 
2023.10.20_16:28:38:345; 10.548600; 8.180700; 238.772000; 
2023.10.20_16:28:38:445; 10.327100; 7.732300; 238.837900; 
2023.10.20_16:28:38:545; 10.182200; 7.899000; 238.837900; 
2023.10.20_16:28:38:645; 10.403700; 8.197100; 237.321700; 
2023.10.20_16:28:38:745; 10.770100; 7.713100; 237.167900; 
2023.10.20_16:28:38:845; 10.581400; 7.663900; 237.102000; 
2023.10.20_16:28:38:945; 10.351700; 7.601000; 237.080000; 
2023.10.20_16:28:39:045; 10.452900; 7.527200; 236.970200; 
2023.10.20_16:28:39:145; 10.217700; 7.346700; 236.420800; 
2023.10.20_16:28:39:245; 10.775500; 7.464300; 236.464800; 
2023.10.20_16:28:39:345; 10.146600; 7.735000; 236.442800; 
2023.10.20_16:28:39:445; 9.947000; 7.264700; 236.464800; 
2023.10.20_16:28:39:545; 9.848600; 7.330300; 236.508700; 
2023.10.20_16:28:39:645; 10.086500; 7.308400; 236.508700; 
2023.10.20_16:28:39:745; 10.157600; 7.338500; 236.486700; 
2023.10.20_16:28:39:845; 10.061900; 7.163500; 236.508700; 
2023.10.20_16:28:39:945; 9.947000; 7.201800; 237.915000; 
2023.10.20_16:28:40:045; 10.160300; 7.215500; 238.024900; 
2023.10.20_16:28:40:145; 10.133000; 6.953000; 238.068800; 
2023.10.20_16:28:40:245; 9.722800; 6.860000; 238.068800; 
2023.10.20_16:28:40:345; 9.731000; 7.040500; 236.332900; 
2023.10.20_16:28:40:445; 9.982600; 7.316600; 236.508700; 
2023.10.20_16:28:40:545; 9.897800; 7.508000; 236.552600; 
2023.10.20_16:28:40:645; 9.974400; 7.461600; 236.552600; 
2023.10.20_16:28:40:745; 10.053700; 7.825200; 237.058000; 
2023.10.20_16:28:40:845; 9.804900; 7.907300; 237.387700; 
2023.10.20_16:28:40:945; 9.873200; 7.841600; 237.409600; 
2023.10.20_16:28:41:045; 9.886900; 7.863500; 237.409600; 
2023.10.20_16:28:41:145; 10.045500; 8.057600; 237.431600; 
2023.10.20_16:28:41:245; 10.269700; 7.972900; 238.706100; 
2023.10.20_16:28:41:345; 10.165800; 8.292800; 238.662200; 
2023.10.20_16:28:41:445; 10.543100; 8.063100; 238.662200; 
2023.10.20_16:28:41:545; 10.515800; 8.109600; 238.618200; 
2023.10.20_16:28:41:645; 10.707200; 8.358400; 242.331800; 
2023.10.20_16:28:41:745; 10.534900; 8.262700; 242.221900; 
2023.10.20_16:28:41:845; 10.286100; 8.536100; 242.200000; 
2023.10.20_16:28:41:945; 10.070100; 8.301000; 242.178000; 
2023.10.20_16:28:42:045; 10.108400; 8.336500; 237.387700; 
2023.10.20_16:28:42:145; 9.766600; 7.961900; 237.080000; 
2023.10.20_16:28:42:245; 9.515000; 7.978300; 236.992100; 
2023.10.20_16:28:42:345; 9.624400; 8.027600; 236.970200; 
2023.10.20_16:28:42:445; 9.370100; 7.937300; 237.805200; 
2023.10.20_16:28:42:545; 9.397400; 7.819800; 237.827100; 
2023.10.20_16:28:42:645; 9.176000; 7.937300; 237.827100; 
2023.10.20_16:28:42:745; 8.916200; 7.453400; 237.827100; 
2023.10.20_16:28:42:845; 9.405600; 7.508000; 236.223000; 
2023.10.20_16:28:42:945; 9.219700; 7.677600; 236.398800; 
2023.10.20_16:28:43:045; 9.501300; 7.601000; 236.420800; 
2023.10.20_16:28:43:145; 9.791200; 7.499800; 236.508700; 
2023.10.20_16:28:43:245; 9.750200; 7.581900; 237.014100; 
2023.10.20_16:28:43:345; 9.815800; 7.633800; 237.893100; 
2023.10.20_16:28:43:445; 10.097400; 7.516200; 237.893100; 
2023.10.20_16:28:43:545; 10.305200; 7.538100; 237.893100; 
2023.10.20_16:28:43:645; 10.215000; 7.502600; 237.849100; 
2023.10.20_16:28:43:745; 10.217700; 7.319400; 233.981700; 
2023.10.20_16:28:43:845; 10.409100; 7.412300; 233.893800; 
2023.10.20_16:28:43:945; 10.742700; 7.447900; 233.893800; 
2023.10.20_16:28:44:045; 10.770100; 7.439700; 233.871800; 
2023.10.20_16:28:44:145; 10.802900; 7.073300; 239.299400; 
2023.10.20_16:28:44:245; 10.551300; 7.267400; 239.365300; 
2023.10.20_16:28:44:345; 10.860300; 7.516200; 239.321400; 
2023.10.20_16:28:44:445; 10.781000; 7.368600; 239.365300; 
2023.10.20_16:28:44:545; 10.638800; 7.327600; 236.706500; 
2023.10.20_16:28:44:645; 10.515800; 7.442400; 236.816300; 
2023.10.20_16:28:44:745; 10.663400; 7.666600; 236.882300; 
2023.10.20_16:28:44:845; 10.439200; 7.606500; 236.882300; 
2023.10.20_16:28:44:945; 10.138400; 7.606500; 238.991800; 
2023.10.20_16:28:45:045; 10.242300; 7.721300; 238.925800; 
2023.10.20_16:28:45:145; 10.390000; 7.784200; 238.991800; 
2023.10.20_16:28:45:245; 10.305200; 7.915500; 239.013700; 
2023.10.20_16:28:45:345; 10.078300; 7.797900; 239.145600; 
2023.10.20_16:28:45:445; 10.663400; 7.653000; 239.167600; 
2023.10.20_16:28:45:545; 10.267000; 7.469800; 239.167600; 
2023.10.20_16:28:45:645; 10.357200; 7.289300; 239.211500; 
2023.10.20_16:28:45:745; 9.665400; 7.095200; 238.903900; 
2023.10.20_16:28:45:845; 9.944300; 7.024100; 237.871100; 
2023.10.20_16:28:45:945; 10.040000; 7.026800; 237.849100; 
2023.10.20_16:28:46:045; 9.889600; 7.201800; 237.871100; 
2023.10.20_16:28:46:145; 9.742000; 7.231900; 237.871100; 
2023.10.20_16:28:46:245; 9.873200; 7.497100; 238.772000; 
2023.10.20_16:28:46:345; 9.903300; 7.294800; 238.772000; 
2023.10.20_16:28:46:445; 9.526000; 7.529900; 238.816000; 
2023.10.20_16:28:46:545; 9.586100; 7.773300; 238.794000; 
2023.10.20_16:28:46:645; 9.627100; 7.691200; 236.706500; 
2023.10.20_16:28:46:745; 9.495900; 7.570900; 236.926200; 
2023.10.20_16:28:46:845; 9.665400; 7.781500; 236.970200; 
2023.10.20_16:28:46:945; 9.569700; 7.866200; 236.970200; 
2023.10.20_16:28:47:045; 9.304500; 7.743200; 240.310200; 
2023.10.20_16:28:47:145; 9.482200; 7.896300; 241.255100; 
2023.10.20_16:28:47:245; 9.402900; 7.830700; 241.343000; 
2023.10.20_16:28:47:345; 9.386500; 7.931900; 241.386900; 
2023.10.20_16:28:47:445; 9.572400; 8.027600; 241.035300; 
2023.10.20_16:28:47:545; 9.569700; 8.022100; 240.793600; 
2023.10.20_16:28:47:645; 9.476700; 8.060400; 240.793600; 
2023.10.20_16:28:47:745; 9.632600; 8.147900; 240.771700; 
2023.10.20_16:28:47:845; 9.435700; 7.869000; 240.727700; 
2023.10.20_16:28:47:945; 9.605300; 7.852600; 239.826800; 
2023.10.20_16:28:48:045; 9.400200; 7.937300; 239.892700; 
2023.10.20_16:28:48:145; 9.222500; 7.398700; 239.892700; 
2023.10.20_16:28:48:245; 9.657200; 7.387700; 239.826800; 
