TimeStamp_UTC; mm_ws_110m[m/s]; mm_ws_60m[m/s]; mm_wd_110m[deg]; 
2023.10.20_16:23:08:745; 11.393500; 10.608700; 238.574200; 
2023.10.20_16:23:08:845; 11.286800; 10.340800; 238.552300; 
2023.10.20_16:23:08:945; 11.174700; 10.223200; 238.552300; 
2023.10.20_16:23:09:045; 11.464600; 10.078300; 238.068800; 
2023.10.20_16:23:09:145; 11.147400; 10.362700; 238.068800; 
2023.10.20_16:23:09:245; 11.464600; 10.431000; 238.068800; 
2023.10.20_16:23:09:345; 11.330600; 10.195900; 238.046900; 
2023.10.20_16:23:09:445; 11.426300; 10.004500; 236.157100; 
2023.10.20_16:23:09:545; 11.275900; 9.914200; 236.135100; 
2023.10.20_16:23:09:645; 11.404400; 9.925200; 236.157100; 
2023.10.20_16:23:09:745; 11.390800; 9.583400; 236.135100; 
2023.10.20_16:23:09:845; 11.278600; 9.337300; 233.366400; 
2023.10.20_16:23:09:945; 11.002500; 9.638100; 233.058800; 
2023.10.20_16:23:10:045; 11.341500; 9.378300; 233.124700; 
2023.10.20_16:23:10:145; 11.306000; 9.643500; 233.124700; 
2023.10.20_16:23:10:245; 11.155600; 9.515000; 235.058400; 
2023.10.20_16:23:10:345; 11.018900; 9.356400; 234.970500; 
2023.10.20_16:23:10:445; 11.191100; 9.733800; 234.948500; 
2023.10.20_16:23:10:545; 11.606800; 9.629900; 234.992500; 
2023.10.20_16:23:10:645; 11.620400; 9.419300; 236.772400; 
2023.10.20_16:23:10:745; 11.418100; 9.761100; 236.860300; 
2023.10.20_16:23:10:845; 11.423600; 9.736500; 236.904200; 
2023.10.20_16:23:10:945; 11.393500; 9.616200; 236.926200; 
2023.10.20_16:23:11:045; 11.705200; 9.744700; 236.970200; 
2023.10.20_16:23:11:145; 11.587600; 9.854100; 238.706100; 
2023.10.20_16:23:11:245; 11.743500; 9.744700; 238.662200; 
2023.10.20_16:23:11:345; 11.861100; 9.728300; 238.684100; 
2023.10.20_16:23:11:445; 11.511100; 9.881400; 238.618200; 
2023.10.20_16:23:11:545; 11.385300; 9.755600; 237.014100; 
2023.10.20_16:23:11:645; 11.617700; 9.818500; 236.882300; 
2023.10.20_16:23:11:745; 11.344300; 10.133000; 236.882300; 
2023.10.20_16:23:11:845; 11.379800; 9.824000; 236.882300; 
2023.10.20_16:23:11:945; 11.284100; 9.747400; 237.343700; 
2023.10.20_16:23:12:045; 11.412600; 9.867700; 237.255800; 
2023.10.20_16:23:12:145; 11.204800; 10.138400; 237.277800; 
2023.10.20_16:23:12:245; 11.571200; 9.947000; 237.277800; 
2023.10.20_16:23:12:345; 11.904800; 10.225900; 238.332500; 
2023.10.20_16:23:12:445; 12.101700; 10.365400; 238.508300; 
2023.10.20_16:23:12:545; 12.211000; 10.149400; 238.530300; 
2023.10.20_16:23:12:645; 12.331400; 10.294300; 238.552300; 
2023.10.20_16:23:12:745; 12.588400; 10.056400; 237.519500; 
2023.10.20_16:23:12:845; 12.596600; 10.647000; 237.124000; 
2023.10.20_16:23:12:945; 12.995800; 10.362700; 237.014100; 
2023.10.20_16:23:13:045; 12.314900; 10.168500; 237.036100; 
