TimeStamp_UTC; mm_ws_110m[m/s]; mm_ws_60m[m/s]; mm_wd_110m[deg]; 
2023.10.20_16:34:08:745; 11.185700; 9.621700; 236.245000; 
2023.10.20_16:34:08:845; 10.980600; 9.763800; 236.113200; 
2023.10.20_16:34:08:945; 10.876700; 10.045500; 236.091200; 
2023.10.20_16:34:09:045; 10.983300; 10.370900; 236.091200; 
2023.10.20_16:34:09:145; 10.734500; 10.018100; 237.167900; 
2023.10.20_16:34:09:245; 10.816500; 10.007200; 238.794000; 
2023.10.20_16:34:09:345; 10.606000; 9.834900; 238.881900; 
2023.10.20_16:34:09:445; 10.245100; 9.807600; 238.794000; 
2023.10.20_16:34:09:545; 10.195900; 10.305200; 238.794000; 
2023.10.20_16:34:09:645; 10.327100; 10.061900; 237.893100; 
2023.10.20_16:34:09:745; 10.827500; 9.952500; 237.871100; 
2023.10.20_16:34:09:845; 10.720800; 10.228700; 237.827100; 
2023.10.20_16:34:09:945; 10.483000; 10.373600; 237.805200; 
2023.10.20_16:34:10:045; 10.433700; 10.466600; 239.760800; 
2023.10.20_16:34:10:145; 10.504800; 10.444700; 239.760800; 
2023.10.20_16:34:10:245; 10.879400; 10.267000; 239.782800; 
2023.10.20_16:34:10:345; 10.953300; 10.400900; 239.760800; 
2023.10.20_16:34:10:445; 10.797400; 10.379100; 243.584300; 
2023.10.20_16:34:10:545; 10.868500; 10.403700; 243.452500; 
2023.10.20_16:34:10:645; 11.073600; 10.264200; 243.408500; 
2023.10.20_16:34:10:745; 10.611500; 9.859500; 243.408500; 
2023.10.20_16:34:10:845; 10.370900; 10.152100; 241.277100; 
2023.10.20_16:34:10:945; 10.414600; 9.736500; 241.364900; 
2023.10.20_16:34:11:045; 11.185700; 9.758400; 241.364900; 
2023.10.20_16:34:11:145; 10.775500; 9.547800; 241.343000; 
2023.10.20_16:34:11:245; 10.863000; 9.914200; 241.255100; 
2023.10.20_16:34:11:345; 10.956000; 9.763800; 241.211100; 
2023.10.20_16:34:11:445; 10.699000; 10.053700; 241.211100; 
2023.10.20_16:34:11:545; 10.502100; 10.012700; 241.255100; 
2023.10.20_16:34:11:645; 10.565000; 9.638100; 240.771700; 
2023.10.20_16:34:11:745; 10.595100; 9.714600; 239.277400; 
2023.10.20_16:34:11:845; 10.898600; 9.854100; 239.321400; 
2023.10.20_16:34:11:945; 11.098200; 10.050900; 239.321400; 
2023.10.20_16:34:12:045; 11.229400; 9.938800; 239.365300; 
2023.10.20_16:34:12:145; 11.131000; 10.305200; 240.508000; 
2023.10.20_16:34:12:245; 11.021600; 10.327100; 240.464000; 
2023.10.20_16:34:12:345; 10.767300; 10.165800; 240.464000; 
2023.10.20_16:34:12:445; 10.961500; 10.127500; 240.486000; 
2023.10.20_16:34:12:545; 10.756400; 9.897800; 237.893100; 
2023.10.20_16:34:12:645; 10.977900; 10.135700; 238.156800; 
2023.10.20_16:34:12:745; 11.013400; 9.988100; 238.200700; 
2023.10.20_16:34:12:845; 11.068100; 9.599800; 238.222700; 
2023.10.20_16:34:12:945; 11.051700; 9.919700; 239.035700; 
2023.10.20_16:34:13:045; 11.445400; 9.875900; 239.211500; 
2023.10.20_16:34:13:145; 11.366100; 9.665400; 239.233500; 
2023.10.20_16:34:13:245; 11.445400; 9.856800; 239.211500; 
2023.10.20_16:34:13:345; 11.163800; 10.291600; 239.035700; 
2023.10.20_16:34:13:445; 11.070800; 10.411900; 238.947800; 
2023.10.20_16:34:13:545; 10.830200; 10.543100; 238.969800; 
2023.10.20_16:34:13:645; 10.608700; 10.715400; 238.947800; 
2023.10.20_16:34:13:745; 10.660700; 10.887600; 239.057700; 
2023.10.20_16:34:13:845; 10.742700; 11.385300; 240.200300; 
2023.10.20_16:34:13:945; 11.029800; 11.226700; 240.156400; 
2023.10.20_16:34:14:045; 11.084500; 11.265000; 240.112400; 
2023.10.20_16:34:14:145; 11.341500; 11.393500; 240.134400; 
2023.10.20_16:34:14:245; 11.229400; 11.401700; 240.617800; 
2023.10.20_16:34:14:345; 11.267700; 11.245800; 240.595900; 
2023.10.20_16:34:14:445; 11.265000; 11.475500; 240.595900; 
2023.10.20_16:34:14:545; 11.344300; 11.344300; 240.617800; 
2023.10.20_16:34:14:645; 11.133700; 11.128300; 240.222300; 
2023.10.20_16:34:14:745; 11.106400; 11.440000; 240.222300; 
2023.10.20_16:34:14:845; 11.278600; 11.385300; 240.178400; 
2023.10.20_16:34:14:945; 11.344300; 11.188400; 240.200300; 
2023.10.20_16:34:15:045; 11.448200; 11.163800; 241.364900; 
2023.10.20_16:34:15:145; 11.658700; 11.125500; 241.167200; 
2023.10.20_16:34:15:245; 11.803600; 10.802900; 241.189200; 
2023.10.20_16:34:15:345; 11.795400; 10.871200; 241.167200; 
2023.10.20_16:34:15:445; 11.653200; 10.745500; 240.595900; 
2023.10.20_16:34:15:545; 11.779000; 11.016200; 239.607000; 
2023.10.20_16:34:15:645; 11.683300; 10.677100; 239.607000; 
2023.10.20_16:34:15:745; 11.576700; 10.212300; 239.629000; 
2023.10.20_16:34:15:845; 11.508300; 9.974400; 239.475200; 
2023.10.20_16:34:15:945; 11.221200; 10.075600; 235.014500; 
2023.10.20_16:34:16:045; 11.111900; 10.283400; 235.080400; 
2023.10.20_16:34:16:145; 11.098200; 10.392700; 235.124300; 
2023.10.20_16:34:16:245; 11.092700; 10.286100; 235.036400; 
2023.10.20_16:34:16:345; 10.660700; 10.373600; 229.367100; 
2023.10.20_16:34:16:445; 10.677100; 10.338000; 229.323200; 
2023.10.20_16:34:16:545; 10.868500; 10.447400; 229.279300; 
2023.10.20_16:34:16:645; 10.822000; 10.414600; 229.301200; 
2023.10.20_16:34:16:745; 10.824800; 10.329800; 232.839000; 
2023.10.20_16:34:16:845; 10.731800; 10.245100; 232.905000; 
2023.10.20_16:34:16:945; 10.865800; 10.267000; 232.948900; 
2023.10.20_16:34:17:045; 10.731800; 10.253300; 232.948900; 
2023.10.20_16:34:17:145; 10.786500; 9.884200; 232.883000; 
2023.10.20_16:34:17:245; 10.761900; 9.608000; 232.905000; 
2023.10.20_16:34:17:345; 10.813800; 9.966200; 232.905000; 
