TimeStamp_UTC; mm_ws_110m[m/s]; mm_ws_60m[m/s]; mm_wd_110m[deg]; 
2023.10.20_16:30:15:045; 12.189200; 7.852600; 230.817400; 
2023.10.20_16:30:15:145; 11.809100; 7.961900; 221.632300; 
2023.10.20_16:30:15:245; 12.509100; 7.975600; 222.555200; 
2023.10.20_16:30:15:345; 11.790000; 7.918200; 222.577200; 
2023.10.20_16:30:15:445; 11.697000; 8.240800; 222.577200; 
2023.10.20_16:30:15:545; 11.770800; 7.863500; 229.608900; 
2023.10.20_16:30:15:645; 11.481000; 8.134200; 229.345200; 
2023.10.20_16:30:15:745; 11.322400; 8.495100; 229.411100; 
2023.10.20_16:30:15:845; 11.874700; 8.224400; 229.389100; 
2023.10.20_16:30:15:945; 11.289600; 8.265400; 228.400300; 
2023.10.20_16:30:16:045; 11.095400; 8.054900; 226.532500; 
2023.10.20_16:30:16:145; 10.893100; 8.361100; 226.532500; 
2023.10.20_16:30:16:245; 10.852100; 8.030300; 226.554500; 
2023.10.20_16:30:16:345; 11.035300; 8.068600; 226.994000; 
2023.10.20_16:30:16:445; 10.562300; 8.210800; 228.466200; 
2023.10.20_16:30:16:545; 10.373600; 8.147900; 228.444200; 
2023.10.20_16:30:16:645; 10.343500; 8.344700; 228.466200; 
2023.10.20_16:30:16:745; 10.299800; 8.435000; 228.444200; 
2023.10.20_16:30:16:845; 10.384500; 8.432200; 228.773800; 
2023.10.20_16:30:16:945; 10.524000; 8.642800; 228.795800; 
2023.10.20_16:30:17:045; 10.718100; 8.489700; 228.795800; 
2023.10.20_16:30:17:145; 10.619700; 8.596300; 228.773800; 
2023.10.20_16:30:17:245; 10.854800; 8.372100; 225.895300; 
2023.10.20_16:30:17:345; 11.007900; 8.421300; 226.049100; 
2023.10.20_16:30:17:445; 11.125500; 8.180700; 226.093000; 
2023.10.20_16:30:17:545; 10.928700; 8.522500; 226.093000; 
2023.10.20_16:30:17:645; 10.849400; 8.227200; 226.532500; 
2023.10.20_16:30:17:745; 10.630600; 8.659200; 226.642400; 
2023.10.20_16:30:17:845; 10.499400; 8.320100; 226.686300; 
2023.10.20_16:30:17:945; 10.526700; 8.216200; 226.664400; 
2023.10.20_16:30:18:045; 10.575900; 8.380300; 228.070700; 
2023.10.20_16:30:18:145; 10.833000; 7.871700; 236.223000; 
2023.10.20_16:30:18:245; 10.764600; 8.041200; 235.959400; 
2023.10.20_16:30:18:345; 10.507600; 7.737700; 235.849500; 
2023.10.20_16:30:18:445; 10.335300; 7.584600; 235.761600; 
2023.10.20_16:30:18:545; 10.193100; 7.601000; 235.432000; 
2023.10.20_16:30:18:645; 10.119300; 7.628400; 235.453900; 
2023.10.20_16:30:18:745; 10.124800; 7.797900; 235.453900; 
2023.10.20_16:30:18:845; 10.111100; 7.346700; 235.453900; 
2023.10.20_16:30:18:945; 10.072800; 7.338500; 236.882300; 
2023.10.20_16:30:19:045; 10.324400; 7.267400; 236.970200; 
2023.10.20_16:30:19:145; 10.540400; 7.303000; 237.014100; 
2023.10.20_16:30:19:245; 10.638800; 7.406900; 237.014100; 
2023.10.20_16:30:19:345; 10.466600; 7.639300; 234.816700; 
2023.10.20_16:30:19:445; 10.045500; 7.549100; 234.640900; 
2023.10.20_16:30:19:545; 10.149400; 7.502600; 234.640900; 
2023.10.20_16:30:19:645; 10.102900; 7.568200; 234.618900; 
2023.10.20_16:30:19:745; 9.941600; 7.508000; 235.322100; 
2023.10.20_16:30:19:845; 9.843100; 7.478000; 235.234200; 
2023.10.20_16:30:19:945; 10.007200; 7.401400; 235.212200; 
2023.10.20_16:30:20:045; 9.933400; 7.532700; 235.234200; 
2023.10.20_16:30:20:145; 9.676300; 7.762300; 235.739600; 
2023.10.20_16:30:20:245; 9.804900; 7.305700; 236.113200; 
2023.10.20_16:30:20:345; 9.670900; 7.368600; 236.135100; 
2023.10.20_16:30:20:445; 9.750200; 7.360400; 236.113200; 
2023.10.20_16:30:20:545; 9.968900; 7.601000; 236.135100; 
2023.10.20_16:30:20:645; 9.993500; 7.335800; 238.662200; 
2023.10.20_16:30:20:745; 9.796700; 7.639300; 238.881900; 
2023.10.20_16:30:20:845; 9.679100; 8.024800; 238.859900; 
2023.10.20_16:30:20:945; 9.911500; 7.469800; 238.859900; 
2023.10.20_16:30:21:045; 9.695500; 7.666600; 237.695300; 
2023.10.20_16:30:21:145; 9.701000; 7.584600; 237.585400; 
2023.10.20_16:30:21:245; 9.985300; 7.478000; 237.585400; 
2023.10.20_16:30:21:345; 10.204100; 7.253800; 237.607400; 
2023.10.20_16:30:21:445; 10.040000; 7.338500; 235.190300; 
2023.10.20_16:30:21:545; 10.236900; 7.609200; 235.234200; 
2023.10.20_16:30:21:645; 10.425500; 7.179900; 235.234200; 
2023.10.20_16:30:21:745; 10.212300; 7.210000; 235.234200; 
2023.10.20_16:30:21:845; 10.499400; 7.010400; 236.113200; 
2023.10.20_16:30:21:945; 10.488400; 7.204500; 236.069200; 
2023.10.20_16:30:22:045; 10.305200; 7.133400; 236.091200; 
2023.10.20_16:30:22:145; 10.488400; 6.980300; 236.091200; 
2023.10.20_16:30:22:245; 10.507600; 7.133400; 233.805900; 
2023.10.20_16:30:22:345; 10.310700; 7.144400; 233.827900; 
2023.10.20_16:30:22:445; 9.966200; 7.272900; 233.740000; 
2023.10.20_16:30:22:545; 10.493900; 7.117000; 233.740000; 
2023.10.20_16:30:22:645; 10.157600; 7.311200; 234.179500; 
2023.10.20_16:30:22:745; 10.157600; 7.368600; 235.124300; 
2023.10.20_16:30:22:845; 10.157600; 7.368600; 235.124300; 
2023.10.20_16:30:22:945; 10.122000; 7.478000; 235.102400; 
2023.10.20_16:30:23:045; 10.190400; 7.513500; 235.058400; 
2023.10.20_16:30:23:145; 10.113800; 7.505300; 234.970500; 
2023.10.20_16:30:23:245; 10.368100; 7.644800; 234.992500; 
2023.10.20_16:30:23:345; 10.316200; 7.472500; 234.970500; 
2023.10.20_16:30:23:445; 10.370900; 7.554500; 234.970500; 
2023.10.20_16:30:23:545; 10.734500; 7.579100; 239.167600; 
2023.10.20_16:30:23:645; 10.644300; 7.327600; 238.881900; 
2023.10.20_16:30:23:745; 10.447400; 7.308400; 238.794000; 
2023.10.20_16:30:23:845; 10.441900; 7.330300; 238.794000; 
2023.10.20_16:30:23:945; 10.433700; 7.267400; 236.706500; 
2023.10.20_16:30:24:045; 10.805600; 7.106100; 236.552600; 
2023.10.20_16:30:24:145; 10.991500; 7.179900; 236.464800; 
2023.10.20_16:30:24:245; 10.895800; 7.078800; 236.464800; 
2023.10.20_16:30:24:345; 10.606000; 7.128000; 236.267000; 
2023.10.20_16:30:24:445; 10.510300; 6.829900; 236.179100; 
2023.10.20_16:30:24:545; 10.521200; 6.994000; 236.179100; 
2023.10.20_16:30:24:645; 10.472000; 6.884600; 236.201100; 
2023.10.20_16:30:24:745; 10.420100; 6.821700; 236.069200; 
2023.10.20_16:30:24:845; 10.174000; 7.262000; 235.322100; 
2023.10.20_16:30:24:945; 10.157600; 7.108800; 235.344100; 
2023.10.20_16:30:25:045; 10.581400; 7.327600; 235.388000; 
2023.10.20_16:30:25:145; 10.411900; 7.387700; 235.278200; 
2023.10.20_16:30:25:245; 10.176700; 7.592800; 233.959700; 
2023.10.20_16:30:25:345; 10.105600; 7.595500; 234.025600; 
2023.10.20_16:30:25:445; 10.354500; 7.483400; 234.047600; 
2023.10.20_16:30:25:545; 10.441900; 7.570900; 234.047600; 
2023.10.20_16:30:25:645; 10.455600; 7.475200; 234.069600; 
2023.10.20_16:30:25:745; 10.138400; 7.251000; 234.069600; 
2023.10.20_16:30:25:845; 9.936100; 7.428700; 234.069600; 
2023.10.20_16:30:25:945; 10.340800; 7.327600; 234.069600; 
2023.10.20_16:30:26:045; 10.327100; 7.171700; 236.772400; 
2023.10.20_16:30:26:145; 10.070100; 6.879200; 236.464800; 
2023.10.20_16:30:26:245; 9.875900; 6.797100; 236.398800; 
2023.10.20_16:30:26:345; 9.837700; 6.775200; 236.376900; 
2023.10.20_16:30:26:445; 9.736500; 6.756100; 236.442800; 
2023.10.20_16:30:26:545; 9.640800; 6.819000; 236.530700; 
2023.10.20_16:30:26:645; 9.640800; 6.819000; 236.530700; 
2023.10.20_16:30:26:745; 9.597000; 6.835400; 236.530700; 
2023.10.20_16:30:26:845; 9.706400; 6.775200; 236.530700; 
2023.10.20_16:30:26:945; 9.616200; 6.701400; 237.036100; 
2023.10.20_16:30:27:045; 9.493100; 6.690500; 237.102000; 
2023.10.20_16:30:27:145; 9.331800; 6.813500; 237.124000; 
2023.10.20_16:30:27:245; 9.799400; 6.764300; 237.080000; 
2023.10.20_16:30:27:345; 9.725600; 6.679500; 235.146300; 
2023.10.20_16:30:27:445; 9.679100; 6.490900; 235.190300; 
2023.10.20_16:30:27:545; 9.796700; 6.551000; 235.168300; 
2023.10.20_16:30:27:645; 9.725600; 6.395200; 235.190300; 
2023.10.20_16:30:27:745; 9.583400; 6.250300; 239.255400; 
2023.10.20_16:30:27:845; 9.892400; 6.239300; 239.453200; 
2023.10.20_16:30:27:945; 9.670900; 6.190100; 239.475200; 
2023.10.20_16:30:28:045; 9.703700; 6.124500; 239.519100; 
2023.10.20_16:30:28:145; 9.938800; 6.138200; 242.947100; 
2023.10.20_16:30:28:245; 10.149400; 6.075300; 243.035000; 
2023.10.20_16:30:28:345; 10.179500; 6.099900; 243.035000; 
2023.10.20_16:30:28:445; 10.070100; 6.184600; 243.013000; 
2023.10.20_16:30:28:545; 10.753700; 6.444400; 242.595500; 
2023.10.20_16:30:28:645; 10.425500; 6.359600; 242.639500; 
2023.10.20_16:30:28:745; 10.472000; 6.482700; 242.639500; 
2023.10.20_16:30:28:845; 10.510300; 6.378800; 242.661400; 
2023.10.20_16:30:28:945; 10.343500; 6.493600; 242.837200; 
2023.10.20_16:30:29:045; 10.619700; 6.635800; 243.122900; 
2023.10.20_16:30:29:145; 10.548600; 6.605700; 243.122900; 
2023.10.20_16:30:29:245; 10.740000; 6.690500; 243.144900; 
2023.10.20_16:30:29:345; 10.655200; 6.726000; 243.122900; 
2023.10.20_16:30:29:445; 10.647000; 6.726000; 243.232700; 
2023.10.20_16:30:29:545; 10.767300; 6.819000; 243.210800; 
2023.10.20_16:30:29:645; 10.655200; 6.827200; 243.232700; 
2023.10.20_16:30:29:745; 10.783700; 6.961200; 243.232700; 
2023.10.20_16:30:29:845; 10.600500; 7.067800; 242.661400; 
2023.10.20_16:30:29:945; 10.502100; 6.944800; 242.683400; 
2023.10.20_16:30:30:045; 10.507600; 6.903800; 242.639500; 
2023.10.20_16:30:30:145; 10.286100; 6.715100; 242.683400; 
2023.10.20_16:30:30:245; 10.116600; 6.778000; 242.507600; 
2023.10.20_16:30:30:345; 10.354500; 6.838100; 242.529600; 
2023.10.20_16:30:30:445; 10.176700; 6.679500; 242.529600; 
2023.10.20_16:30:30:545; 10.007200; 6.706900; 242.507600; 
2023.10.20_16:30:30:645; 10.422800; 6.706900; 242.705400; 
2023.10.20_16:30:30:745; 10.141200; 6.674100; 243.100900; 
2023.10.20_16:30:30:845; 10.061900; 6.734200; 243.122900; 
2023.10.20_16:30:30:945; 9.837700; 6.829900; 243.100900; 
2023.10.20_16:30:31:045; 10.143900; 7.035000; 242.265900; 
2023.10.20_16:30:31:145; 10.072800; 7.026800; 242.156000; 
2023.10.20_16:30:31:245; 9.886900; 6.931100; 242.112100; 
2023.10.20_16:30:31:345; 9.774800; 7.059600; 242.112100; 
2023.10.20_16:30:31:445; 9.799400; 7.051400; 241.628600; 
2023.10.20_16:30:31:545; 9.788500; 7.111600; 239.277400; 
2023.10.20_16:30:31:645; 9.545100; 7.103400; 239.343300; 
2023.10.20_16:30:31:745; 9.610700; 7.032300; 239.409300; 
2023.10.20_16:30:31:845; 9.386500; 6.854500; 239.409300; 
2023.10.20_16:30:31:945; 9.550600; 6.865500; 237.102000; 
2023.10.20_16:30:32:045; 9.348200; 6.999500; 236.970200; 
2023.10.20_16:30:32:145; 9.110300; 7.032300; 236.904200; 
2023.10.20_16:30:32:245; 9.323600; 6.920200; 236.926200; 
2023.10.20_16:30:32:345; 9.154100; 6.922900; 247.539600; 
2023.10.20_16:30:32:445; 9.011900; 6.857300; 246.506900; 
2023.10.20_16:30:32:545; 8.976400; 6.887400; 246.331100; 
2023.10.20_16:30:32:645; 8.973600; 6.849100; 246.177300; 
2023.10.20_16:30:32:745; 8.667400; 6.813500; 246.067400; 
2023.10.20_16:30:32:845; 8.839600; 6.835400; 245.957500; 
2023.10.20_16:30:32:945; 8.752200; 7.100600; 245.935500; 
2023.10.20_16:30:33:045; 8.960000; 6.690500; 245.957500; 
2023.10.20_16:30:33:145; 9.003700; 6.819000; 246.023400; 
2023.10.20_16:30:33:245; 9.050200; 6.854500; 246.089400; 
2023.10.20_16:30:33:345; 9.022800; 7.133400; 246.111300; 
2023.10.20_16:30:33:445; 9.083000; 7.519000; 246.089400; 
2023.10.20_16:30:33:545; 9.293500; 7.417800; 246.089400; 
2023.10.20_16:30:33:645; 9.720100; 7.715800; 245.825700; 
2023.10.20_16:30:33:745; 9.632600; 7.590100; 245.825700; 
2023.10.20_16:30:33:845; 9.763800; 7.732300; 245.825700; 
2023.10.20_16:30:33:945; 10.234100; 7.707600; 245.979500; 
2023.10.20_16:30:34:045; 10.127500; 7.789700; 251.275200; 
2023.10.20_16:30:34:145; 10.198600; 7.795100; 251.165400; 
2023.10.20_16:30:34:245; 10.283400; 7.869000; 251.143400; 
2023.10.20_16:30:34:345; 10.414600; 8.199800; 251.099400; 
2023.10.20_16:30:34:445; 10.204100; 7.710400; 242.617500; 
2023.10.20_16:30:34:545; 9.774800; 7.795100; 242.090100; 
2023.10.20_16:30:34:645; 10.143900; 7.478000; 241.936300; 
2023.10.20_16:30:34:745; 10.277900; 7.341200; 241.892300; 
2023.10.20_16:30:34:845; 10.193100; 7.128000; 237.277800; 
2023.10.20_16:30:34:945; 10.258800; 7.117000; 234.245400; 
2023.10.20_16:30:35:045; 10.201300; 7.015900; 234.047600; 
2023.10.20_16:30:35:145; 10.067300; 6.903800; 233.981700; 
2023.10.20_16:30:35:245; 9.837700; 6.920200; 234.113500; 
2023.10.20_16:30:35:345; 9.971600; 6.597500; 239.760800; 
2023.10.20_16:30:35:445; 9.875900; 6.698700; 239.673000; 
2023.10.20_16:30:35:545; 9.848600; 6.769800; 239.673000; 
2023.10.20_16:30:35:645; 9.586100; 6.761600; 239.651000; 
2023.10.20_16:30:35:745; 9.848600; 6.712400; 240.859500; 
2023.10.20_16:30:35:845; 9.550600; 6.860000; 240.837600; 
2023.10.20_16:30:35:945; 9.361900; 6.419800; 240.837600; 
2023.10.20_16:30:36:045; 9.400200; 6.356900; 240.881500; 
2023.10.20_16:30:36:145; 9.159600; 6.485400; 243.166800; 
2023.10.20_16:30:36:245; 9.208800; 6.712400; 243.254700; 
2023.10.20_16:30:36:345; 9.162300; 6.860000; 243.276700; 
2023.10.20_16:30:36:445; 9.186900; 6.775200; 243.254700; 
2023.10.20_16:30:36:545; 9.435700; 6.745200; 242.112100; 
2023.10.20_16:30:36:645; 9.501300; 6.397900; 242.090100; 
2023.10.20_16:30:36:745; 9.345500; 6.436200; 242.112100; 
2023.10.20_16:30:36:845; 9.449400; 6.414300; 242.112100; 
2023.10.20_16:30:36:945; 9.156800; 6.501800; 241.936300; 
2023.10.20_16:30:37:045; 9.214200; 6.745200; 241.936300; 
2023.10.20_16:30:37:145; 9.074800; 6.884600; 241.958300; 
2023.10.20_16:30:37:245; 9.408400; 6.881900; 241.958300; 
2023.10.20_16:30:37:345; 9.096700; 6.767000; 242.749300; 
2023.10.20_16:30:37:445; 8.962700; 6.619400; 242.793300; 
2023.10.20_16:30:37:545; 8.965400; 6.646700; 242.793300; 
2023.10.20_16:30:37:645; 8.686500; 6.685000; 242.793300; 
2023.10.20_16:30:37:745; 8.962700; 6.627600; 242.485600; 
2023.10.20_16:30:37:845; 9.055700; 6.933800; 240.727700; 
2023.10.20_16:30:37:945; 9.279900; 7.119800; 240.793600; 
2023.10.20_16:30:38:045; 9.490400; 6.829900; 240.793600; 
2023.10.20_16:30:38:145; 9.556000; 7.018600; 240.837600; 
2023.10.20_16:30:38:245; 9.777500; 7.215500; 243.056900; 
2023.10.20_16:30:38:345; 9.662700; 7.365900; 243.210800; 
2023.10.20_16:30:38:445; 9.288100; 7.450600; 243.232700; 
2023.10.20_16:30:38:545; 9.394700; 7.650200; 243.254700; 
2023.10.20_16:30:38:645; 9.258000; 7.833400; 244.155700; 
2023.10.20_16:30:38:745; 9.383800; 7.904500; 244.111700; 
2023.10.20_16:30:38:845; 8.957200; 8.101400; 244.089700; 
2023.10.20_16:30:38:945; 9.006400; 8.366600; 244.067700; 
2023.10.20_16:30:39:045; 9.148600; 8.290100; 244.089700; 
2023.10.20_16:30:39:145; 8.752200; 8.413100; 244.067700; 
2023.10.20_16:30:39:245; 8.877900; 8.380300; 244.089700; 
2023.10.20_16:30:39:345; 8.757600; 8.486900; 244.089700; 
2023.10.20_16:30:39:445; 9.083000; 8.574400; 245.737800; 
2023.10.20_16:30:39:545; 9.058400; 8.670100; 246.221200; 
2023.10.20_16:30:39:645; 9.225200; 8.711100; 246.375000; 
2023.10.20_16:30:39:745; 8.981800; 8.826000; 246.265200; 
2023.10.20_16:30:39:845; 8.771300; 8.943600; 246.243200; 
2023.10.20_16:30:39:945; 8.910700; 9.055700; 246.221200; 
2023.10.20_16:30:40:045; 8.678300; 9.170500; 246.243200; 
2023.10.20_16:30:40:145; 8.877900; 9.337300; 246.221200; 
2023.10.20_16:30:40:245; 8.601800; 9.501300; 246.111300; 
2023.10.20_16:30:40:345; 8.484200; 9.659900; 244.397400; 
2023.10.20_16:30:40:445; 8.402200; 9.813100; 244.485300; 
2023.10.20_16:30:40:545; 8.476000; 9.659900; 244.507200; 
2023.10.20_16:30:40:645; 8.577200; 9.542400; 244.507200; 
2023.10.20_16:30:40:745; 8.541600; 9.875900; 247.913200; 
2023.10.20_16:30:40:845; 8.585400; 9.583400; 248.154900; 
2023.10.20_16:30:40:945; 8.648200; 9.725600; 248.154900; 
2023.10.20_16:30:41:045; 8.538900; 9.618900; 248.154900; 
2023.10.20_16:30:41:145; 8.749400; 9.482200; 253.648400; 
2023.10.20_16:30:41:245; 8.782200; 9.304500; 253.121000; 
2023.10.20_16:30:41:345; 8.965400; 9.304500; 253.121000; 
2023.10.20_16:30:41:445; 8.935300; 8.998200; 253.099100; 
2023.10.20_16:30:41:545; 8.957200; 9.036500; 251.692700; 
2023.10.20_16:30:41:645; 9.143200; 8.842400; 250.176500; 
2023.10.20_16:30:41:745; 9.463100; 9.353700; 250.154600; 
2023.10.20_16:30:41:845; 9.364600; 8.897100; 250.066700; 
2023.10.20_16:30:41:945; 9.526000; 9.616200; 249.693100; 
2023.10.20_16:30:42:045; 9.785700; 9.252500; 248.726200; 
2023.10.20_16:30:42:145; 9.695500; 9.156800; 248.748200; 
2023.10.20_16:30:42:245; 9.649000; 9.083000; 248.770200; 
2023.10.20_16:30:42:345; 9.720100; 8.787700; 248.704300; 
2023.10.20_16:30:42:445; 9.588800; 9.014600; 247.122100; 
2023.10.20_16:30:42:545; 9.971600; 8.785000; 247.100200; 
2023.10.20_16:30:42:645; 9.958000; 9.077500; 247.100200; 
2023.10.20_16:30:42:745; 9.608000; 8.856100; 247.100200; 
2023.10.20_16:30:42:845; 9.706400; 9.058400; 246.440900; 
2023.10.20_16:30:42:945; 10.009900; 8.910700; 246.419000; 
2023.10.20_16:30:43:045; 9.911500; 8.836900; 246.419000; 
2023.10.20_16:30:43:145; 9.854100; 8.804100; 246.397000; 
2023.10.20_16:30:43:245; 9.755600; 8.629100; 245.144500; 
2023.10.20_16:30:43:345; 9.602500; 8.459600; 245.122500; 
2023.10.20_16:30:43:445; 9.520500; 8.541600; 245.144500; 
2023.10.20_16:30:43:545; 9.736500; 8.538900; 245.122500; 
2023.10.20_16:30:43:645; 9.728300; 8.443200; 245.408200; 
2023.10.20_16:30:43:745; 9.465800; 8.221700; 245.408200; 
2023.10.20_16:30:43:845; 9.547800; 8.224400; 245.408200; 
2023.10.20_16:30:43:945; 9.290800; 7.781500; 245.408200; 
2023.10.20_16:30:44:045; 9.402900; 7.981100; 245.781700; 
2023.10.20_16:30:44:145; 9.427500; 8.156100; 248.089000; 
2023.10.20_16:30:44:245; 9.383800; 7.904500; 247.935200; 
2023.10.20_16:30:44:345; 9.252500; 8.101400; 247.957200; 
2023.10.20_16:30:44:445; 9.074800; 7.964700; 247.957200; 
2023.10.20_16:30:44:545; 9.052900; 8.172500; 245.144500; 
2023.10.20_16:30:44:645; 9.181400; 8.229900; 245.012600; 
2023.10.20_16:30:44:745; 9.058400; 8.303700; 244.990700; 
2023.10.20_16:30:44:845; 9.165000; 8.396700; 244.990700; 
2023.10.20_16:30:44:945; 9.083000; 8.508800; 242.156000; 
2023.10.20_16:30:45:045; 8.957200; 8.555300; 242.397700; 
2023.10.20_16:30:45:145; 8.858800; 8.629100; 242.375800; 
2023.10.20_16:30:45:245; 8.932600; 8.683800; 242.331800; 
2023.10.20_16:30:45:345; 8.705700; 8.774000; 243.276700; 
2023.10.20_16:30:45:445; 8.869700; 9.063900; 243.232700; 
2023.10.20_16:30:45:545; 8.713900; 8.883400; 243.188800; 
2023.10.20_16:30:45:645; 8.812300; 8.774000; 243.188800; 
2023.10.20_16:30:45:745; 8.514300; 8.558000; 243.386600; 
2023.10.20_16:30:45:845; 8.752200; 8.549800; 243.320600; 
2023.10.20_16:30:45:945; 8.675600; 8.342000; 243.320600; 
2023.10.20_16:30:46:045; 8.962700; 8.328300; 243.320600; 
2023.10.20_16:30:46:145; 9.178700; 8.314700; 243.035000; 
2023.10.20_16:30:46:245; 9.159600; 8.251800; 243.013000; 
2023.10.20_16:30:46:345; 9.542400; 8.484200; 242.969100; 
2023.10.20_16:30:46:445; 9.378300; 8.311900; 242.969100; 
2023.10.20_16:30:46:545; 9.364600; 8.653700; 242.925100; 
2023.10.20_16:30:46:645; 9.077500; 8.292800; 242.046100; 
2023.10.20_16:30:46:745; 8.817800; 8.894300; 242.112100; 
2023.10.20_16:30:46:845; 8.607200; 8.533400; 242.134000; 
2023.10.20_16:30:46:945; 8.850600; 8.908000; 242.112100; 
2023.10.20_16:30:47:045; 8.782200; 8.541600; 248.089000; 
2023.10.20_16:30:47:145; 8.757600; 8.927100; 248.726200; 
2023.10.20_16:30:47:245; 8.672900; 8.579900; 248.484500; 
2023.10.20_16:30:47:345; 8.631800; 8.610000; 248.528500; 
2023.10.20_16:30:47:445; 8.651000; 8.610000; 241.826400; 
2023.10.20_16:30:47:545; 8.754900; 8.298300; 239.629000; 
2023.10.20_16:30:47:645; 9.009200; 8.249000; 239.782800; 
2023.10.20_16:30:47:745; 9.225200; 7.945500; 239.958600; 
2023.10.20_16:30:47:845; 9.424800; 8.071300; 237.629400; 
2023.10.20_16:30:47:945; 9.446700; 7.986500; 237.893100; 
2023.10.20_16:30:48:045; 9.996300; 8.131500; 237.915000; 
2023.10.20_16:30:48:145; 10.026300; 8.136900; 237.937000; 
2023.10.20_16:30:48:245; 9.785700; 8.134200; 236.552600; 
