TimeStamp_UTC; mm_ws_110m[m/s]; mm_ws_60m[m/s]; mm_wd_110m[deg]; 
2023.10.20_16:39:19:345; 8.834200; 6.365100; 241.826400; 
2023.10.20_16:39:19:445; 8.640000; 6.247500; 241.826400; 
2023.10.20_16:39:19:545; 8.626400; 6.310400; 242.243900; 
2023.10.20_16:39:19:645; 8.467800; 6.387000; 242.200000; 
2023.10.20_16:39:19:745; 8.645500; 6.562000; 242.200000; 
2023.10.20_16:39:19:845; 8.905300; 6.261200; 242.221900; 
2023.10.20_16:39:19:945; 8.875200; 6.351400; 243.210800; 
2023.10.20_16:39:20:045; 8.661900; 6.220200; 243.694200; 
2023.10.20_16:39:20:145; 8.979100; 6.321400; 243.760100; 
2023.10.20_16:39:20:245; 8.891600; 6.449900; 243.782100; 
2023.10.20_16:39:20:345; 9.028300; 6.414300; 243.760100; 
2023.10.20_16:39:20:445; 9.299000; 6.622100; 242.243900; 
2023.10.20_16:39:20:545; 9.137700; 6.633100; 242.287900; 
2023.10.20_16:39:20:645; 9.334600; 6.706900; 242.287900; 
2023.10.20_16:39:20:745; 9.381000; 6.660400; 242.265900; 
2023.10.20_16:39:20:845; 9.192400; 6.512800; 239.365300; 
2023.10.20_16:39:20:945; 8.842400; 6.608500; 239.321400; 
2023.10.20_16:39:21:045; 8.951800; 6.613900; 239.343300; 
2023.10.20_16:39:21:145; 8.667400; 6.633100; 239.321400; 
2023.10.20_16:39:21:245; 8.757600; 6.676800; 242.617500; 
2023.10.20_16:39:21:345; 8.495100; 6.660400; 242.265900; 
2023.10.20_16:39:21:445; 8.374800; 6.679500; 242.287900; 
2023.10.20_16:39:21:545; 8.227200; 6.764300; 242.287900; 
2023.10.20_16:39:21:645; 8.454100; 6.717800; 234.970500; 
2023.10.20_16:39:21:745; 8.186100; 6.742400; 235.629700; 
2023.10.20_16:39:21:845; 8.208000; 6.635800; 235.563800; 
2023.10.20_16:39:21:945; 8.303700; 6.521000; 235.541800; 
2023.10.20_16:39:22:045; 8.054900; 6.512800; 235.783600; 
2023.10.20_16:39:22:145; 8.339300; 6.430700; 236.201100; 
2023.10.20_16:39:22:245; 8.227200; 6.373300; 236.179100; 
2023.10.20_16:39:22:345; 8.314700; 6.381500; 236.179100; 
2023.10.20_16:39:22:445; 8.355700; 6.553800; 236.179100; 
2023.10.20_16:39:22:545; 8.238100; 6.154600; 232.883000; 
2023.10.20_16:39:22:645; 8.093200; 6.067100; 233.058800; 
2023.10.20_16:39:22:745; 8.273600; 5.963200; 233.036800; 
2023.10.20_16:39:22:845; 8.079500; 5.875700; 233.014800; 
2023.10.20_16:39:22:945; 8.136900; 5.829200; 232.597300; 
2023.10.20_16:39:23:045; 7.767800; 5.886600; 232.575300; 
2023.10.20_16:39:23:145; 8.049400; 6.031500; 232.575300; 
2023.10.20_16:39:23:245; 7.948300; 6.160000; 232.575300; 
2023.10.20_16:39:23:345; 8.041200; 6.294000; 233.256500; 
2023.10.20_16:39:23:445; 8.208000; 6.605700; 233.190600; 
2023.10.20_16:39:23:545; 8.219000; 6.726000; 233.212600; 
2023.10.20_16:39:23:645; 8.363900; 6.922900; 233.190600; 
2023.10.20_16:39:23:745; 8.227200; 6.972100; 233.564200; 
2023.10.20_16:39:23:845; 8.090400; 6.805300; 233.652100; 
2023.10.20_16:39:23:945; 8.352900; 7.182700; 233.674100; 
2023.10.20_16:39:24:045; 8.210800; 7.412300; 233.652100; 
2023.10.20_16:39:24:145; 8.276400; 7.524400; 234.421200; 
2023.10.20_16:39:24:245; 8.290100; 7.420500; 239.365300; 
2023.10.20_16:39:24:345; 8.254500; 7.447900; 239.145600; 
2023.10.20_16:39:24:445; 8.309200; 7.653000; 239.013700; 
2023.10.20_16:39:24:545; 8.555300; 7.565500; 239.123600; 
2023.10.20_16:39:24:645; 8.861500; 7.513500; 239.651000; 
2023.10.20_16:39:24:745; 8.618200; 7.644800; 239.629000; 
2023.10.20_16:39:24:845; 8.593600; 7.510800; 239.629000; 
2023.10.20_16:39:24:945; 8.391200; 7.275600; 239.607000; 
2023.10.20_16:39:25:045; 8.601800; 7.100600; 233.652100; 
2023.10.20_16:39:25:145; 8.500600; 7.108800; 233.256500; 
2023.10.20_16:39:25:245; 8.648200; 6.931100; 233.124700; 
2023.10.20_16:39:25:345; 8.678300; 6.761600; 233.168700; 
2023.10.20_16:39:25:445; 8.883400; 6.802600; 236.289000; 
2023.10.20_16:39:25:545; 8.793200; 6.794400; 236.684500; 
2023.10.20_16:39:25:645; 8.921700; 6.706900; 236.552600; 
2023.10.20_16:39:25:745; 8.738500; 6.778000; 236.574600; 
2023.10.20_16:39:25:845; 8.670100; 6.627600; 237.058000; 
2023.10.20_16:39:25:945; 8.445900; 6.723300; 236.992100; 
2023.10.20_16:39:26:045; 8.492400; 7.015900; 236.992100; 
2023.10.20_16:39:26:145; 8.407600; 6.723300; 236.992100; 
2023.10.20_16:39:26:245; 8.987300; 6.879200; 239.211500; 
2023.10.20_16:39:26:345; 8.415800; 6.868200; 238.881900; 
2023.10.20_16:39:26:445; 8.793200; 7.065100; 238.947800; 
2023.10.20_16:39:26:545; 8.648200; 7.420500; 238.969800; 
2023.10.20_16:39:26:645; 9.006400; 7.056900; 238.925800; 
2023.10.20_16:39:26:745; 9.052900; 7.204500; 236.267000; 
2023.10.20_16:39:26:845; 9.208800; 7.185400; 236.332900; 
2023.10.20_16:39:26:945; 9.241600; 7.390500; 236.310900; 
2023.10.20_16:39:27:045; 9.752900; 7.294800; 236.354900; 
2023.10.20_16:39:27:145; 9.441200; 7.190900; 231.520600; 
2023.10.20_16:39:27:245; 9.320900; 7.188100; 231.608500; 
2023.10.20_16:39:27:345; 9.457600; 7.089700; 231.564500; 
2023.10.20_16:39:27:445; 9.222500; 7.092400; 231.542600; 
2023.10.20_16:39:27:545; 9.148600; 6.840900; 228.048700; 
2023.10.20_16:39:27:645; 9.102100; 6.786200; 228.048700; 
2023.10.20_16:39:27:745; 8.946300; 6.737000; 228.026700; 
2023.10.20_16:39:27:845; 9.058400; 6.594800; 228.026700; 
2023.10.20_16:39:27:945; 8.921700; 6.671300; 226.334700; 
2023.10.20_16:39:28:045; 8.960000; 6.564700; 226.510500; 
2023.10.20_16:39:28:145; 9.189600; 6.619400; 226.510500; 
2023.10.20_16:39:28:245; 9.165000; 6.665900; 226.510500; 
2023.10.20_16:39:28:345; 9.279900; 6.624900; 231.081100; 
2023.10.20_16:39:28:445; 9.115800; 6.641300; 230.839400; 
2023.10.20_16:39:28:545; 9.474000; 6.720600; 230.883400; 
2023.10.20_16:39:28:645; 9.465800; 6.521000; 230.905300; 
2023.10.20_16:39:28:745; 9.512300; 6.761600; 232.509400; 
2023.10.20_16:39:28:845; 9.662700; 7.007700; 235.080400; 
2023.10.20_16:39:28:945; 9.616200; 6.586600; 235.080400; 
2023.10.20_16:39:29:045; 9.763800; 6.589300; 235.080400; 
2023.10.20_16:39:29:145; 9.807600; 6.531900; 235.058400; 
2023.10.20_16:39:29:245; 9.862300; 6.679500; 234.904600; 
2023.10.20_16:39:29:345; 9.958000; 6.753400; 234.904600; 
2023.10.20_16:39:29:445; 10.567700; 6.758800; 234.904600; 
2023.10.20_16:39:29:545; 10.275200; 6.829900; 234.904600; 
2023.10.20_16:39:29:645; 10.056400; 6.824500; 237.211900; 
2023.10.20_16:39:29:745; 10.050900; 6.701400; 237.124000; 
2023.10.20_16:39:29:845; 9.990800; 6.849100; 237.014100; 
2023.10.20_16:39:29:945; 9.845900; 6.657700; 237.058000; 
2023.10.20_16:39:30:045; 10.184900; 6.663100; 232.399600; 
2023.10.20_16:39:30:145; 10.078300; 6.663100; 233.058800; 
2023.10.20_16:39:30:245; 9.974400; 6.531900; 232.970900; 
2023.10.20_16:39:30:345; 10.056400; 6.567400; 232.948900; 
2023.10.20_16:39:30:445; 9.728300; 6.408900; 234.311300; 
2023.10.20_16:39:30:545; 9.927900; 6.474500; 234.575000; 
2023.10.20_16:39:30:645; 10.135700; 6.526400; 234.640900; 
2023.10.20_16:39:30:745; 9.914200; 6.504600; 234.640900; 
2023.10.20_16:39:30:845; 9.834900; 6.627600; 234.355200; 
2023.10.20_16:39:30:945; 9.900600; 6.583800; 232.773100; 
2023.10.20_16:39:31:045; 9.780200; 6.542800; 232.883000; 
2023.10.20_16:39:31:145; 9.457600; 6.430700; 232.905000; 
2023.10.20_16:39:31:245; 9.793900; 6.378800; 232.773100; 
2023.10.20_16:39:31:345; 9.750200; 6.283100; 231.520600; 
2023.10.20_16:39:31:445; 9.575200; 6.247500; 231.586500; 
2023.10.20_16:39:31:545; 10.015400; 6.165500; 231.608500; 
2023.10.20_16:39:31:645; 9.733800; 6.206500; 231.586500; 
2023.10.20_16:39:31:745; 9.594300; 6.247500; 231.652500; 
2023.10.20_16:39:31:845; 9.750200; 6.179200; 231.652500; 
2023.10.20_16:39:31:945; 9.564200; 6.116300; 231.674400; 
2023.10.20_16:39:32:045; 9.454900; 6.201000; 231.674400; 
2023.10.20_16:39:32:145; 9.742000; 6.162800; 231.850200; 
2023.10.20_16:39:32:245; 10.239600; 6.165500; 231.828200; 
2023.10.20_16:39:32:345; 10.141200; 6.154600; 231.828200; 
2023.10.20_16:39:32:445; 10.206800; 6.086200; 231.828200; 
2023.10.20_16:39:32:545; 10.723600; 6.091700; 231.498600; 
2023.10.20_16:39:32:645; 10.972400; 5.982300; 231.278900; 
2023.10.20_16:39:32:745; 10.802900; 5.919400; 231.191000; 
2023.10.20_16:39:32:845; 10.972400; 5.818200; 231.256900; 
2023.10.20_16:39:32:945; 11.021600; 5.834600; 230.927300; 
2023.10.20_16:39:33:045; 10.884900; 5.678800; 225.851300; 
2023.10.20_16:39:33:145; 10.830200; 5.807300; 226.027100; 
2023.10.20_16:39:33:245; 10.975100; 5.859300; 226.071000; 
2023.10.20_16:39:33:345; 10.923200; 5.872900; 226.049100; 
2023.10.20_16:39:33:445; 10.958700; 6.080700; 224.115400; 
2023.10.20_16:39:33:545; 10.759100; 6.078000; 224.203300; 
2023.10.20_16:39:33:645; 10.841200; 6.045200; 224.203300; 
2023.10.20_16:39:33:745; 10.603300; 6.127200; 224.203300; 
2023.10.20_16:39:33:845; 10.674400; 6.069800; 221.126900; 
2023.10.20_16:39:33:945; 10.690800; 6.020600; 220.951100; 
2023.10.20_16:39:34:045; 10.521200; 6.045200; 220.907200; 
2023.10.20_16:39:34:145; 10.764600; 6.050700; 220.929100; 
2023.10.20_16:39:34:245; 10.958700; 6.086200; 225.873300; 
2023.10.20_16:39:34:345; 11.319700; 6.160000; 226.049100; 
2023.10.20_16:39:34:445; 10.915000; 6.116300; 226.093000; 
2023.10.20_16:39:34:545; 10.759100; 6.119000; 226.071000; 
2023.10.20_16:39:34:645; 10.838400; 6.192800; 233.498300; 
2023.10.20_16:39:34:745; 10.696200; 6.458100; 232.751100; 
2023.10.20_16:39:34:845; 10.545900; 6.239300; 232.685200; 
2023.10.20_16:39:34:945; 10.805600; 6.411600; 232.619300; 
2023.10.20_16:39:35:045; 10.581400; 6.184600; 232.817100; 
2023.10.20_16:39:35:145; 10.756400; 6.239300; 233.036800; 
2023.10.20_16:39:35:245; 10.915000; 6.335000; 233.014800; 
2023.10.20_16:39:35:345; 11.229400; 6.397900; 232.992900; 
2023.10.20_16:39:35:445; 11.336100; 6.608500; 233.014800; 
2023.10.20_16:39:35:545; 11.502900; 6.756100; 233.432300; 
2023.10.20_16:39:35:645; 11.377100; 6.808100; 233.432300; 
2023.10.20_16:39:35:745; 11.855600; 6.892800; 233.454300; 
2023.10.20_16:39:35:845; 11.732500; 6.761600; 233.410400; 
2023.10.20_16:39:35:945; 11.710700; 6.966600; 235.168300; 
2023.10.20_16:39:36:045; 11.754400; 7.103400; 235.234200; 
2023.10.20_16:39:36:145; 11.574000; 7.056900; 235.212200; 
2023.10.20_16:39:36:245; 11.180200; 6.985800; 235.190300; 
2023.10.20_16:39:36:345; 11.188400; 6.980300; 233.740000; 
2023.10.20_16:39:36:445; 11.172000; 7.065100; 233.805900; 
2023.10.20_16:39:36:545; 11.915700; 6.961200; 233.871800; 
2023.10.20_16:39:36:645; 11.412600; 7.138900; 233.849800; 
2023.10.20_16:39:36:745; 11.226700; 7.070600; 234.179500; 
2023.10.20_16:39:36:845; 11.426300; 7.376800; 234.179500; 
2023.10.20_16:39:36:945; 11.106400; 7.108800; 234.157500; 
2023.10.20_16:39:37:045; 10.961500; 7.303000; 234.223400; 
2023.10.20_16:39:37:145; 10.964200; 7.322100; 230.663600; 
2023.10.20_16:39:37:245; 10.816500; 7.338500; 230.421900; 
2023.10.20_16:39:37:345; 10.734500; 7.289300; 230.290100; 
2023.10.20_16:39:37:445; 10.778300; 7.554500; 230.290100; 
2023.10.20_16:39:37:545; 10.789200; 7.631100; 230.861400; 
2023.10.20_16:39:37:645; 10.606000; 7.245500; 232.992900; 
2023.10.20_16:39:37:745; 10.658000; 7.341200; 232.948900; 
2023.10.20_16:39:37:845; 10.781000; 7.354900; 232.905000; 
2023.10.20_16:39:37:945; 11.109100; 7.431500; 232.883000; 
2023.10.20_16:39:38:045; 10.633400; 7.532700; 230.465900; 
2023.10.20_16:39:38:145; 10.699000; 7.513500; 230.641600; 
2023.10.20_16:39:38:245; 10.606000; 8.134200; 230.619700; 
2023.10.20_16:39:38:345; 10.458400; 7.828000; 230.597700; 
2023.10.20_16:39:38:445; 10.488400; 8.087700; 229.499000; 
2023.10.20_16:39:38:545; 10.663400; 7.858000; 229.608900; 
2023.10.20_16:39:38:645; 10.537600; 7.653000; 229.608900; 
2023.10.20_16:39:38:745; 10.570500; 7.710400; 229.630800; 
2023.10.20_16:39:38:845; 10.677100; 8.082200; 229.015600; 
2023.10.20_16:39:38:945; 10.638800; 8.681100; 228.817800; 
2023.10.20_16:39:39:045; 10.638800; 8.681100; 228.817800; 
2023.10.20_16:39:39:145; 10.791900; 8.675600; 228.795800; 
2023.10.20_16:39:39:245; 10.813800; 8.951800; 231.498600; 
2023.10.20_16:39:39:345; 10.759100; 8.809600; 232.905000; 
2023.10.20_16:39:39:445; 10.283400; 9.115800; 232.992900; 
2023.10.20_16:39:39:545; 10.168500; 8.981800; 233.058800; 
2023.10.20_16:39:39:645; 10.297000; 9.290800; 233.893800; 
2023.10.20_16:39:39:745; 10.425500; 9.096700; 242.221900; 
2023.10.20_16:39:39:845; 10.179500; 9.545100; 241.606700; 
2023.10.20_16:39:39:945; 10.335300; 9.632600; 241.804400; 
2023.10.20_16:39:40:045; 10.269700; 9.613500; 241.826400; 
2023.10.20_16:39:40:145; 10.387300; 9.542400; 243.078900; 
2023.10.20_16:39:40:245; 10.636100; 9.512300; 243.056900; 
2023.10.20_16:39:40:345; 10.679800; 9.260700; 243.035000; 
2023.10.20_16:39:40:445; 10.493900; 9.430300; 243.035000; 
2023.10.20_16:39:40:545; 10.362700; 9.329100; 242.178000; 
2023.10.20_16:39:40:645; 10.064600; 9.110300; 242.112100; 
2023.10.20_16:39:40:745; 9.944300; 9.515000; 242.112100; 
2023.10.20_16:39:40:845; 10.239600; 9.556000; 242.090100; 
2023.10.20_16:39:40:945; 10.204100; 9.547800; 241.057300; 
2023.10.20_16:39:41:045; 10.217700; 9.750200; 241.211100; 
2023.10.20_16:39:41:145; 10.436500; 9.725600; 241.211100; 
2023.10.20_16:39:41:245; 10.690800; 9.599800; 241.189200; 
2023.10.20_16:39:41:345; 10.450200; 9.845900; 241.255100; 
2023.10.20_16:39:41:445; 10.384500; 9.826700; 241.299000; 
2023.10.20_16:39:41:545; 10.310700; 9.867700; 241.277100; 
2023.10.20_16:39:41:645; 10.247800; 9.870500; 241.277100; 
2023.10.20_16:39:41:745; 10.318900; 9.958000; 241.321000; 
2023.10.20_16:39:41:845; 10.234100; 9.938800; 242.090100; 
2023.10.20_16:39:41:945; 10.034500; 9.881400; 242.112100; 
2023.10.20_16:39:42:045; 10.417300; 9.845900; 242.134000; 
2023.10.20_16:39:42:145; 10.745500; 9.815800; 242.068100; 
2023.10.20_16:39:42:245; 10.783700; 9.465800; 238.134800; 
2023.10.20_16:39:42:345; 10.745500; 9.610700; 238.112800; 
2023.10.20_16:39:42:445; 10.808300; 9.137700; 238.112800; 
2023.10.20_16:39:42:545; 10.748200; 9.301700; 238.068800; 
2023.10.20_16:39:42:645; 10.983300; 9.815800; 239.651000; 
2023.10.20_16:39:42:745; 11.087200; 9.627100; 239.694900; 
2023.10.20_16:39:42:845; 11.141900; 9.692800; 239.673000; 
2023.10.20_16:39:42:945; 11.144700; 9.821300; 239.673000; 
2023.10.20_16:39:43:045; 11.199400; 9.714600; 239.848700; 
2023.10.20_16:39:43:145; 11.215800; 9.974400; 239.848700; 
2023.10.20_16:39:43:245; 11.218500; 9.990800; 239.848700; 
2023.10.20_16:39:43:345; 11.199400; 10.067300; 239.848700; 
2023.10.20_16:39:43:445; 11.109100; 10.078300; 239.804800; 
2023.10.20_16:39:43:545; 11.141900; 10.031800; 239.804800; 
2023.10.20_16:39:43:645; 11.281400; 10.045500; 239.804800; 
2023.10.20_16:39:43:745; 11.554800; 9.780200; 239.804800; 
2023.10.20_16:39:43:845; 0.000000; 0.000000; 0.000000; 
2023.10.20_16:39:43:945; 350923705988087781208000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000; -844423481558911741606460000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000; 0.000000; 
2023.10.20_16:39:44:045; 0.000000; 0.000000; 0.000000; 
2023.10.20_16:39:44:145; 0.000000; 0.000000; 0.000000; 
2023.10.20_16:39:44:245; 0.000000; 0.000000; 0.000000; 
2023.10.20_16:39:44:345; 0.000000; 0.000000; 0.000000; 
2023.10.20_16:39:44:445; 108089300753987364764900000000000000000000000000000000000000000000000000000000000000000000000000000.000000; 0.000000; 4960198576359268663600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000; 
2023.10.20_16:39:44:545; 767581407524703583589700000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000; 475112394801259704923000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000; 45196156527637600702000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000; 
2023.10.20_16:39:44:645; 72660706471039936574143000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000; 73587646077115296380463000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.000000; 0.000000; 
2023.10.20_16:39:44:745; 0.000000; 0.000000; 0.000000; 
2023.10.20_16:39:44:845; -0.000000; 1306925209590804350850000000000000000000000000.000000; 0.000000; 
2023.10.20_16:39:44:945; 0.000000; 0.000000; 0.000000; 
2023.10.20_16:39:45:045; 0.000000; 0.000000; 0.000000; 
2023.10.20_16:39:45:145; 0.000000; 0.000000; 0.000000; 
2023.10.20_16:39:45:245; 0.000000; 0.000000; 0.000000; 
2023.10.20_16:39:45:345; 0.000000; 0.000000; 0.000000; 
2023.10.20_16:39:45:445; 0.000000; 0.000000; 0.000000; 
2023.10.20_16:39:45:545; 0.000000; 0.000000; 0.000000; 
2023.10.20_16:39:45:645; 0.000000; 0.000000; 0.000000; 
2023.10.20_16:39:45:745; 0.000000; 0.000000; 0.000000; 
2023.10.20_16:39:45:845; 0.000000; 0.000000; 0.000000; 
2023.10.20_16:39:45:945; 0.000000; 0.000000; 0.000000; 
2023.10.20_16:39:46:045; 0.000000; 0.000000; 0.000000; 
2023.10.20_16:39:46:145; 0.000000; 0.000000; 0.000000; 
2023.10.20_16:39:46:245; 0.000000; 0.000000; 0.000000; 
2023.10.20_16:39:46:345; 0.000000; 0.000000; 0.000000; 
2023.10.20_16:39:46:445; 0.000000; 0.000000; 0.000000; 
2023.10.20_16:39:46:545; 0.000000; 0.000000; 0.000000; 
2023.10.20_16:39:46:645; 0.000000; 0.000000; 0.000000; 
