TimeStamp_UTC; mm_ws_110m[m/s]; mm_ws_60m[m/s]; mm_wd_110m[deg]; 
2023.10.20_16:26:08:745; 11.286800; 7.406900; 239.980600; 
2023.10.20_16:26:08:845; 10.961500; 7.491600; 239.914700; 
2023.10.20_16:26:08:945; 11.114600; 7.491600; 239.387300; 
2023.10.20_16:26:09:045; 10.715400; 7.554500; 239.387300; 
2023.10.20_16:26:09:145; 10.759100; 7.601000; 239.409300; 
2023.10.20_16:26:09:245; 10.783700; 7.819800; 239.409300; 
2023.10.20_16:26:09:345; 10.668900; 7.795100; 238.464400; 
2023.10.20_16:26:09:445; 10.802900; 7.606500; 238.508300; 
2023.10.20_16:26:09:545; 10.729100; 7.885400; 238.486400; 
2023.10.20_16:26:09:645; 10.395500; 7.983800; 238.486400; 
2023.10.20_16:26:09:745; 10.513000; 8.065800; 241.057300; 
2023.10.20_16:26:09:845; 10.370900; 8.443200; 241.233100; 
2023.10.20_16:26:09:945; 11.007900; 8.555300; 241.299000; 
2023.10.20_16:26:10:045; 10.567700; 8.708400; 241.343000; 
2023.10.20_16:26:10:145; 10.373600; 8.642800; 240.683800; 
2023.10.20_16:26:10:245; 10.072800; 8.774000; 238.530300; 
2023.10.20_16:26:10:345; 9.988100; 8.593600; 238.530300; 
2023.10.20_16:26:10:445; 10.308000; 8.899800; 238.552300; 
2023.10.20_16:26:10:545; 10.518500; 8.730300; 238.574200; 
2023.10.20_16:26:10:645; 10.431000; 8.916200; 239.475200; 
2023.10.20_16:26:10:745; 10.280600; 8.927100; 239.541100; 
2023.10.20_16:26:10:845; 10.231400; 8.861500; 239.585100; 
2023.10.20_16:26:10:945; 10.264200; 8.798600; 239.585100; 
2023.10.20_16:26:11:045; 10.258800; 8.850600; 237.167900; 
2023.10.20_16:26:11:145; 10.127500; 8.861500; 237.453600; 
2023.10.20_16:26:11:245; 10.146600; 8.916200; 237.475600; 
2023.10.20_16:26:11:345; 10.184900; 9.121300; 237.497500; 
2023.10.20_16:26:11:445; 10.094700; 8.850600; 237.058000; 
2023.10.20_16:26:11:545; 10.138400; 8.913500; 236.970200; 
2023.10.20_16:26:11:645; 10.231400; 8.708400; 236.948200; 
2023.10.20_16:26:11:745; 10.187700; 8.795900; 236.948200; 
2023.10.20_16:26:11:845; 10.100200; 8.426800; 235.234200; 
2023.10.20_16:26:11:945; 10.272400; 8.566200; 234.355200; 
2023.10.20_16:26:12:045; 10.122000; 8.249000; 234.289300; 
2023.10.20_16:26:12:145; 10.299800; 8.085000; 234.245400; 
2023.10.20_16:26:12:245; 10.086500; 8.038500; 234.201400; 
2023.10.20_16:26:12:345; 9.897800; 7.953700; 233.630100; 
2023.10.20_16:26:12:445; 9.531400; 7.792400; 233.696000; 
2023.10.20_16:26:12:545; 9.383800; 7.910000; 233.674100; 
2023.10.20_16:26:12:645; 9.203300; 7.680300; 233.827900; 
2023.10.20_16:26:12:745; 9.424800; 7.838900; 237.036100; 
2023.10.20_16:26:12:845; 9.534200; 8.188900; 237.387700; 
2023.10.20_16:26:12:945; 9.383800; 7.849800; 237.365700; 
2023.10.20_16:26:13:045; 9.394700; 8.106900; 237.321700; 
2023.10.20_16:26:13:145; 9.348200; 8.145100; 234.289300; 
2023.10.20_16:26:13:245; 9.613500; 8.191600; 234.069600; 
2023.10.20_16:26:13:345; 9.465800; 8.284600; 234.003700; 
2023.10.20_16:26:13:445; 9.252500; 8.120500; 234.025600; 
2023.10.20_16:26:13:545; 9.372800; 8.090400; 233.915800; 
2023.10.20_16:26:13:645; 9.197800; 8.216200; 233.915800; 
2023.10.20_16:26:13:745; 9.028300; 8.262700; 233.937700; 
2023.10.20_16:26:13:845; 9.167800; 8.763100; 233.915800; 
2023.10.20_16:26:13:945; 9.020100; 8.683800; 233.652100; 
2023.10.20_16:26:14:045; 8.962700; 9.050200; 233.256500; 
2023.10.20_16:26:14:145; 8.910700; 8.968200; 233.256500; 
2023.10.20_16:26:14:245; 9.050200; 9.121300; 233.256500; 
2023.10.20_16:26:14:345; 8.790400; 9.176000; 233.432300; 
2023.10.20_16:26:14:445; 8.981800; 9.085700; 239.585100; 
2023.10.20_16:26:14:545; 9.080300; 9.329100; 239.453200; 
2023.10.20_16:26:14:645; 9.025600; 9.214200; 239.431200; 
2023.10.20_16:26:14:745; 9.162300; 9.132200; 239.365300; 
2023.10.20_16:26:14:845; 8.877900; 9.061100; 237.805200; 
2023.10.20_16:26:14:945; 9.042000; 9.044700; 237.805200; 
2023.10.20_16:26:15:045; 9.014600; 8.979100; 237.783200; 
2023.10.20_16:26:15:145; 9.137700; 8.902500; 237.827100; 
2023.10.20_16:26:15:245; 9.140400; 9.036500; 238.508300; 
2023.10.20_16:26:15:345; 9.353700; 8.834200; 238.552300; 
2023.10.20_16:26:15:445; 9.162300; 8.905300; 238.574200; 
2023.10.20_16:26:15:545; 9.227900; 8.831400; 238.574200; 
2023.10.20_16:26:15:645; 9.238900; 8.880700; 238.046900; 
2023.10.20_16:26:15:745; 9.129500; 8.853300; 238.068800; 
2023.10.20_16:26:15:845; 9.167800; 9.375600; 238.068800; 
2023.10.20_16:26:15:945; 9.140400; 8.987300; 238.068800; 
2023.10.20_16:26:16:045; 9.375600; 9.047500; 240.112400; 
2023.10.20_16:26:16:145; 9.392000; 9.151400; 239.958600; 
2023.10.20_16:26:16:245; 9.156800; 8.743900; 240.002600; 
2023.10.20_16:26:16:345; 9.389200; 8.831400; 239.980600; 
2023.10.20_16:26:16:445; 9.449400; 8.284600; 240.244300; 
2023.10.20_16:26:16:545; 9.263500; 8.566200; 241.189200; 
2023.10.20_16:26:16:645; 9.487700; 8.495100; 241.167200; 
2023.10.20_16:26:16:745; 9.490400; 8.391200; 241.167200; 
2023.10.20_16:26:16:845; 9.884200; 8.689300; 241.167200; 
2023.10.20_16:26:16:945; 9.662700; 8.325600; 241.650600; 
2023.10.20_16:26:17:045; 9.588800; 8.432200; 241.672600; 
2023.10.20_16:26:17:145; 9.545100; 8.290100; 241.694600; 
2023.10.20_16:26:17:245; 9.531400; 8.500600; 241.716500; 
2023.10.20_16:26:17:345; 9.465800; 8.481500; 241.321000; 
2023.10.20_16:26:17:445; 9.777500; 8.440400; 241.343000; 
2023.10.20_16:26:17:545; 9.755600; 8.484200; 241.343000; 
2023.10.20_16:26:17:645; 9.591600; 8.771300; 241.343000; 
2023.10.20_16:26:17:745; 9.884200; 8.634600; 241.804400; 
2023.10.20_16:26:17:845; 9.676300; 8.716600; 241.738500; 
2023.10.20_16:26:17:945; 9.534200; 8.629100; 241.738500; 
2023.10.20_16:26:18:045; 9.528700; 8.585400; 241.716500; 
2023.10.20_16:26:18:145; 9.244300; 8.519700; 240.222300; 
2023.10.20_16:26:18:245; 9.315400; 8.456800; 240.090500; 
2023.10.20_16:26:18:345; 9.340000; 8.470500; 240.024500; 
2023.10.20_16:26:18:445; 8.970900; 8.413100; 240.002600; 
2023.10.20_16:26:18:545; 9.288100; 8.514300; 240.903500; 
2023.10.20_16:26:18:645; 9.443900; 8.383000; 241.233100; 
2023.10.20_16:26:18:745; 9.331800; 8.525200; 241.277100; 
2023.10.20_16:26:18:845; 9.750200; 8.224400; 241.277100; 
2023.10.20_16:26:18:945; 9.848600; 8.046700; 241.386900; 
2023.10.20_16:26:19:045; 10.023600; 7.948300; 242.090100; 
2023.10.20_16:26:19:145; 9.821300; 7.806100; 242.156000; 
2023.10.20_16:26:19:245; 9.690000; 8.074000; 242.134000; 
2023.10.20_16:26:19:345; 9.632600; 7.931900; 242.134000; 
2023.10.20_16:26:19:445; 9.501300; 7.811500; 239.497200; 
2023.10.20_16:26:19:545; 9.334600; 7.729500; 239.299400; 
2023.10.20_16:26:19:645; 9.219700; 7.562700; 239.167600; 
2023.10.20_16:26:19:745; 9.255300; 7.294800; 239.233500; 
2023.10.20_16:26:19:845; 9.137700; 7.363100; 234.069600; 
2023.10.20_16:26:19:945; 9.438500; 7.557300; 234.597000; 
2023.10.20_16:26:20:045; 9.512300; 7.354900; 234.618900; 
2023.10.20_16:26:20:145; 9.640800; 7.133400; 234.640900; 
2023.10.20_16:26:20:245; 9.597000; 7.040500; 233.608100; 
2023.10.20_16:26:20:345; 9.263500; 7.078800; 232.619300; 
2023.10.20_16:26:20:445; 9.104900; 7.286600; 232.575300; 
2023.10.20_16:26:20:545; 8.984600; 7.182700; 232.575300; 
2023.10.20_16:26:20:645; 8.976400; 7.229100; 233.146700; 
2023.10.20_16:26:20:745; 9.014600; 7.653000; 234.267300; 
2023.10.20_16:26:20:845; 8.790400; 7.710400; 234.267300; 
2023.10.20_16:26:20:945; 8.888900; 7.910000; 234.245400; 
2023.10.20_16:26:21:045; 8.872500; 7.904500; 234.289300; 
2023.10.20_16:26:21:145; 8.760400; 7.910000; 236.442800; 
2023.10.20_16:26:21:245; 8.558000; 7.994700; 236.442800; 
2023.10.20_16:26:21:345; 8.492400; 8.208000; 236.376900; 
2023.10.20_16:26:21:445; 8.363900; 7.992000; 236.420800; 
2023.10.20_16:26:21:545; 8.418600; 8.153300; 237.387700; 
2023.10.20_16:26:21:645; 8.331100; 8.254500; 237.453600; 
2023.10.20_16:26:21:745; 8.407600; 7.784200; 237.431600; 
2023.10.20_16:26:21:845; 8.533400; 7.860800; 237.453600; 
2023.10.20_16:26:21:945; 8.618200; 7.560000; 236.486700; 
2023.10.20_16:26:22:045; 8.741200; 7.486200; 236.442800; 
2023.10.20_16:26:22:145; 8.689300; 7.565500; 236.442800; 
2023.10.20_16:26:22:245; 8.946300; 7.691200; 236.420800; 
2023.10.20_16:26:22:345; 9.077500; 7.434200; 228.949600; 
2023.10.20_16:26:22:445; 9.052900; 7.453400; 229.345200; 
