TimeStamp_UTC; mm_ws_110m[m/s]; mm_ws_60m[m/s]; mm_wd_110m[deg]; 
2023.10.20_16:35:16:245; 10.805600; 7.557300; 235.475900; 
2023.10.20_16:35:16:345; 10.701700; 7.253800; 235.212200; 
2023.10.20_16:35:16:445; 10.658000; 7.584600; 235.212200; 
2023.10.20_16:35:16:545; 10.849400; 7.505300; 235.234200; 
2023.10.20_16:35:16:645; 10.871200; 7.458800; 235.234200; 
2023.10.20_16:35:16:745; 11.095400; 7.622900; 234.201400; 
2023.10.20_16:35:16:845; 11.314200; 7.540900; 234.157500; 
2023.10.20_16:35:16:945; 11.100900; 7.491600; 234.157500; 
2023.10.20_16:35:17:045; 11.016200; 7.415100; 234.201400; 
2023.10.20_16:35:17:145; 11.221200; 7.412300; 234.531000; 
2023.10.20_16:35:17:245; 10.811100; 7.620100; 234.575000; 
2023.10.20_16:35:17:345; 10.630600; 7.179900; 234.553000; 
2023.10.20_16:35:17:445; 10.496600; 7.177200; 234.553000; 
2023.10.20_16:35:17:545; 10.636100; 7.078800; 235.168300; 
2023.10.20_16:35:17:645; 10.879400; 7.059600; 235.256200; 
2023.10.20_16:35:17:745; 10.781000; 7.007700; 235.278200; 
2023.10.20_16:35:17:845; 10.425500; 7.026800; 235.278200; 
2023.10.20_16:35:17:945; 10.411900; 7.065100; 233.718000; 
2023.10.20_16:35:18:045; 10.565000; 7.002200; 232.970900; 
2023.10.20_16:35:18:145; 11.117300; 7.013100; 233.080700; 
2023.10.20_16:35:18:245; 10.737300; 6.953000; 233.036800; 
2023.10.20_16:35:18:345; 10.663400; 6.958400; 233.036800; 
2023.10.20_16:35:18:445; 10.685300; 6.999500; 231.938100; 
2023.10.20_16:35:18:545; 10.841200; 6.835400; 231.982100; 
2023.10.20_16:35:18:645; 10.690800; 7.059600; 232.004000; 
2023.10.20_16:35:18:745; 10.756400; 7.111600; 232.113900; 
2023.10.20_16:35:18:845; 10.715400; 7.026800; 233.630100; 
2023.10.20_16:35:18:945; 10.770100; 7.092400; 233.476300; 
2023.10.20_16:35:19:045; 11.013400; 6.881900; 233.542200; 
2023.10.20_16:35:19:145; 10.964200; 7.070600; 233.542200; 
2023.10.20_16:35:19:245; 11.040800; 7.138900; 233.476300; 
2023.10.20_16:35:19:345; 10.764600; 7.078800; 233.476300; 
2023.10.20_16:35:19:445; 10.641600; 7.428700; 233.454300; 
2023.10.20_16:35:19:545; 10.444700; 7.707600; 233.476300; 
2023.10.20_16:35:19:645; 10.472000; 7.672100; 237.937000; 
2023.10.20_16:35:19:745; 10.513000; 7.756900; 237.475600; 
2023.10.20_16:35:19:845; 10.400900; 7.926400; 237.343700; 
2023.10.20_16:35:19:945; 10.841200; 8.284600; 237.321700; 
2023.10.20_16:35:20:045; 10.225900; 7.975600; 237.519500; 
2023.10.20_16:35:20:145; 10.283400; 8.331100; 237.717300; 
2023.10.20_16:35:20:245; 10.302500; 7.808800; 237.739200; 
2023.10.20_16:35:20:345; 10.040000; 7.806100; 237.739200; 
2023.10.20_16:35:20:445; 9.703700; 7.677600; 237.761200; 
2023.10.20_16:35:20:545; 9.974400; 7.513500; 238.442400; 
2023.10.20_16:35:20:645; 10.061900; 7.415100; 238.398500; 
2023.10.20_16:35:20:745; 9.722800; 7.212700; 238.398500; 
2023.10.20_16:35:20:845; 9.599800; 7.163500; 238.354500; 
2023.10.20_16:35:20:945; 9.908800; 6.972100; 234.025600; 
2023.10.20_16:35:21:045; 9.558800; 6.953000; 234.069600; 
2023.10.20_16:35:21:145; 10.072800; 6.898300; 234.069600; 
2023.10.20_16:35:21:245; 9.878700; 7.406900; 234.091600; 
2023.10.20_16:35:21:345; 9.750200; 7.160800; 237.563400; 
2023.10.20_16:35:21:445; 9.944300; 7.319400; 237.717300; 
2023.10.20_16:35:21:545; 10.275200; 7.398700; 237.717300; 
2023.10.20_16:35:21:645; 10.532200; 7.190900; 237.761200; 
2023.10.20_16:35:21:745; 10.100200; 7.275600; 237.277800; 
2023.10.20_16:35:21:845; 10.256000; 7.051400; 237.255800; 
2023.10.20_16:35:21:945; 10.100200; 7.423300; 237.255800; 
2023.10.20_16:35:22:045; 10.190400; 7.893600; 237.255800; 
2023.10.20_16:35:22:145; 10.165800; 7.767800; 240.376100; 
2023.10.20_16:35:22:245; 10.059100; 8.123300; 240.068500; 
2023.10.20_16:35:22:345; 10.291600; 8.240800; 240.090500; 
2023.10.20_16:35:22:445; 10.163100; 8.402200; 240.068500; 
2023.10.20_16:35:22:545; 10.217700; 8.396700; 240.024500; 
2023.10.20_16:35:22:645; 10.321600; 8.440400; 239.848700; 
2023.10.20_16:35:22:745; 10.215000; 8.394000; 239.826800; 
2023.10.20_16:35:22:845; 10.502100; 8.238100; 239.848700; 
2023.10.20_16:35:22:945; 10.354500; 8.385800; 239.826800; 
2023.10.20_16:35:23:045; 10.392700; 8.445900; 239.804800; 
2023.10.20_16:35:23:145; 10.316200; 8.440400; 239.826800; 
2023.10.20_16:35:23:245; 10.463800; 8.577200; 239.826800; 
2023.10.20_16:35:23:345; 10.734500; 8.284600; 239.826800; 
2023.10.20_16:35:23:445; 10.589600; 8.506100; 238.816000; 
2023.10.20_16:35:23:545; 10.436500; 8.533400; 238.881900; 
2023.10.20_16:35:23:645; 10.190400; 8.839600; 238.903900; 
2023.10.20_16:35:23:745; 10.308000; 8.730300; 238.903900; 
2023.10.20_16:35:23:845; 10.305200; 8.924400; 235.805500; 
2023.10.20_16:35:23:945; 10.130200; 8.642800; 236.047200; 
2023.10.20_16:35:24:045; 9.985300; 8.779500; 236.091200; 
2023.10.20_16:35:24:145; 10.143900; 8.620900; 236.113200; 
2023.10.20_16:35:24:245; 9.933400; 8.697500; 229.499000; 
2023.10.20_16:35:24:345; 9.829500; 8.593600; 229.191400; 
2023.10.20_16:35:24:445; 9.867700; 8.957200; 228.883700; 
2023.10.20_16:35:24:545; 10.009900; 8.853300; 229.015600; 
2023.10.20_16:35:24:645; 9.731000; 8.954500; 229.323200; 
2023.10.20_16:35:24:745; 9.411100; 8.776800; 229.389100; 
2023.10.20_16:35:24:845; 9.542400; 8.962700; 229.389100; 
2023.10.20_16:35:24:945; 9.277100; 9.115800; 229.389100; 
2023.10.20_16:35:25:045; 9.318200; 9.337300; 229.608900; 
2023.10.20_16:35:25:145; 9.329100; 9.435700; 230.883400; 
2023.10.20_16:35:25:245; 9.145900; 9.408400; 230.817400; 
2023.10.20_16:35:25:345; 9.222500; 9.263500; 230.795500; 
2023.10.20_16:35:25:445; 9.353700; 9.501300; 230.795500; 
2023.10.20_16:35:25:545; 9.271700; 9.490400; 228.949600; 
2023.10.20_16:35:25:645; 9.252500; 9.517800; 229.125400; 
2023.10.20_16:35:25:745; 9.115800; 9.307200; 229.081500; 
2023.10.20_16:35:25:845; 9.506800; 9.309900; 229.103500; 
2023.10.20_16:35:25:945; 9.258000; 9.181400; 229.235300; 
2023.10.20_16:35:26:045; 9.334600; 8.894300; 229.213300; 
2023.10.20_16:35:26:145; 9.340000; 8.951800; 229.213300; 
2023.10.20_16:35:26:245; 9.304500; 8.809600; 229.213300; 
2023.10.20_16:35:26:345; 9.474000; 8.858800; 226.378700; 
2023.10.20_16:35:26:445; 9.599800; 8.456800; 224.862500; 
2023.10.20_16:35:26:545; 9.389200; 8.437700; 224.752600; 
2023.10.20_16:35:26:645; 9.711900; 8.085000; 224.708700; 
2023.10.20_16:35:26:745; 9.558800; 8.273600; 225.609600; 
2023.10.20_16:35:26:845; 9.290800; 8.681100; 226.620400; 
2023.10.20_16:35:26:945; 9.430300; 8.213500; 226.664400; 
2023.10.20_16:35:27:045; 9.115800; 8.385800; 226.664400; 
2023.10.20_16:35:27:145; 9.394700; 8.380300; 226.686300; 
2023.10.20_16:35:27:245; 9.039300; 8.517000; 226.972000; 
2023.10.20_16:35:27:345; 9.536900; 8.478700; 226.950000; 
2023.10.20_16:35:27:445; 8.886100; 8.560700; 226.950000; 
2023.10.20_16:35:27:545; 9.011900; 8.402200; 226.950000; 
2023.10.20_16:35:27:645; 9.225200; 8.623600; 227.982800; 
2023.10.20_16:35:27:745; 9.118500; 8.429500; 227.960800; 
2023.10.20_16:35:27:845; 9.337300; 8.404900; 227.938800; 
2023.10.20_16:35:27:945; 9.093900; 8.292800; 227.960800; 
2023.10.20_16:35:28:045; 9.375600; 8.205300; 230.399900; 
2023.10.20_16:35:28:145; 9.427500; 7.978300; 230.070300; 
2023.10.20_16:35:28:245; 9.266200; 7.964700; 230.070300; 
2023.10.20_16:35:28:345; 9.515000; 7.841600; 230.092300; 
2023.10.20_16:35:28:445; 9.758400; 8.079500; 231.850200; 
2023.10.20_16:35:28:545; 9.706400; 7.669400; 231.674400; 
2023.10.20_16:35:28:645; 10.127500; 7.828000; 231.674400; 
2023.10.20_16:35:28:745; 10.015400; 7.940100; 231.696400; 
2023.10.20_16:35:28:845; 9.714600; 7.833400; 232.223800; 
2023.10.20_16:35:28:945; 9.856800; 8.623600; 233.871800; 
2023.10.20_16:35:29:045; 9.966200; 8.437700; 233.981700; 
2023.10.20_16:35:29:145; 9.870500; 8.497900; 233.937700; 
2023.10.20_16:35:29:245; 9.594300; 8.585400; 233.937700; 
2023.10.20_16:35:29:345; 9.605300; 8.935300; 232.201800; 
2023.10.20_16:35:29:445; 9.474000; 8.801400; 232.135900; 
2023.10.20_16:35:29:545; 9.364600; 8.973600; 232.113900; 
2023.10.20_16:35:29:645; 9.427500; 8.716600; 232.201800; 
2023.10.20_16:35:29:745; 9.255300; 8.938100; 235.344100; 
2023.10.20_16:35:29:845; 9.170500; 8.675600; 235.475900; 
2023.10.20_16:35:29:945; 8.867000; 8.640000; 235.541800; 
2023.10.20_16:35:30:045; 8.921700; 8.533400; 235.563800; 
2023.10.20_16:35:30:145; 9.167800; 8.478700; 235.959400; 
2023.10.20_16:35:30:245; 8.946300; 8.640000; 235.915400; 
2023.10.20_16:35:30:345; 9.047500; 8.667400; 235.937400; 
2023.10.20_16:35:30:445; 9.042000; 8.366600; 235.937400; 
2023.10.20_16:35:30:545; 9.137700; 8.150600; 232.553400; 
2023.10.20_16:35:30:645; 9.072100; 8.281900; 232.795100; 
2023.10.20_16:35:30:745; 9.042000; 8.068600; 232.905000; 
2023.10.20_16:35:30:845; 9.255300; 7.920900; 232.883000; 
2023.10.20_16:35:30:945; 9.099400; 7.934600; 236.025300; 
2023.10.20_16:35:31:045; 9.372800; 7.866200; 236.091200; 
2023.10.20_16:35:31:145; 9.282600; 8.249000; 236.157100; 
2023.10.20_16:35:31:245; 9.884200; 8.071300; 236.179100; 
2023.10.20_16:35:31:345; 9.761100; 8.011200; 235.497900; 
2023.10.20_16:35:31:445; 9.501300; 8.049400; 231.081100; 
2023.10.20_16:35:31:545; 9.761100; 7.762300; 231.256900; 
2023.10.20_16:35:31:645; 9.670900; 7.767800; 231.366800; 
2023.10.20_16:35:31:745; 9.867700; 7.603700; 231.322800; 
2023.10.20_16:35:31:845; 9.597000; 7.579100; 231.081100; 
2023.10.20_16:35:31:945; 9.889600; 7.458800; 231.037200; 
2023.10.20_16:35:32:045; 9.654500; 7.759600; 231.059100; 
2023.10.20_16:35:32:145; 9.873200; 7.715800; 231.037200; 
2023.10.20_16:35:32:245; 9.892400; 7.743200; 234.091600; 
2023.10.20_16:35:32:345; 9.613500; 7.994700; 233.827900; 
2023.10.20_16:35:32:445; 9.665400; 8.063100; 233.740000; 
2023.10.20_16:35:32:545; 9.386500; 8.046700; 233.761900; 
2023.10.20_16:35:32:645; 9.679100; 7.910000; 237.145900; 
2023.10.20_16:35:32:745; 9.307200; 8.063100; 237.431600; 
2023.10.20_16:35:32:845; 9.597000; 8.147900; 237.343700; 
2023.10.20_16:35:32:945; 9.392000; 8.265400; 237.365700; 
2023.10.20_16:35:33:045; 9.640800; 8.489700; 236.486700; 
2023.10.20_16:35:33:145; 9.520500; 8.555300; 236.157100; 
2023.10.20_16:35:33:245; 9.140400; 8.686500; 236.113200; 
2023.10.20_16:35:33:345; 9.359200; 8.806800; 236.113200; 
2023.10.20_16:35:33:445; 9.162300; 8.593600; 238.200700; 
2023.10.20_16:35:33:545; 9.020100; 8.601800; 239.914700; 
2023.10.20_16:35:33:645; 8.960000; 8.733000; 239.848700; 
2023.10.20_16:35:33:745; 8.902500; 8.763100; 239.870700; 
2023.10.20_16:35:33:845; 8.957200; 8.536100; 239.277400; 
2023.10.20_16:35:33:945; 8.683800; 8.478700; 229.938500; 
2023.10.20_16:35:34:045; 8.727500; 8.270900; 230.268100; 
2023.10.20_16:35:34:145; 8.432200; 8.435000; 230.399900; 
2023.10.20_16:35:34:245; 8.292800; 8.131500; 230.421900; 
2023.10.20_16:35:34:345; 8.339300; 8.120500; 234.728800; 
2023.10.20_16:35:34:445; 8.240800; 7.735000; 235.080400; 
2023.10.20_16:35:34:545; 8.068600; 7.603700; 234.992500; 
2023.10.20_16:35:34:645; 7.841600; 7.661200; 235.036400; 
2023.10.20_16:35:34:745; 7.792400; 7.590100; 230.707600; 
2023.10.20_16:35:34:845; 7.833400; 7.420500; 231.103100; 
2023.10.20_16:35:34:945; 7.633800; 7.549100; 231.081100; 
2023.10.20_16:35:35:045; 7.532700; 7.784200; 231.103100; 
2023.10.20_16:35:35:145; 7.442400; 7.603700; 231.652500; 
2023.10.20_16:35:35:245; 7.437000; 7.918200; 232.355600; 
2023.10.20_16:35:35:345; 7.294800; 7.759600; 232.377600; 
2023.10.20_16:35:35:445; 7.401400; 8.049400; 232.377600; 
2023.10.20_16:35:35:545; 7.497100; 8.202600; 231.432700; 
2023.10.20_16:35:35:645; 7.352200; 8.186100; 229.147400; 
2023.10.20_16:35:35:745; 7.324800; 8.147900; 229.147400; 
2023.10.20_16:35:35:845; 7.313900; 8.117800; 229.169400; 
2023.10.20_16:35:35:945; 7.385000; 7.945500; 229.279300; 
2023.10.20_16:35:36:045; 7.622900; 7.888100; 234.399200; 
2023.10.20_16:35:36:145; 7.190900; 8.046700; 234.377200; 
2023.10.20_16:35:36:245; 7.398700; 7.792400; 234.355200; 
2023.10.20_16:35:36:345; 7.535400; 7.828000; 234.333300; 
2023.10.20_16:35:36:445; 7.529900; 7.882600; 229.784700; 
2023.10.20_16:35:36:545; 7.524400; 7.795100; 229.696800; 
2023.10.20_16:35:36:645; 7.636600; 7.844400; 229.652800; 
2023.10.20_16:35:36:745; 7.751400; 7.956500; 229.674800; 
2023.10.20_16:35:36:845; 7.412300; 7.888100; 227.741100; 
2023.10.20_16:35:36:945; 7.393200; 7.940100; 227.982800; 
2023.10.20_16:35:37:045; 7.519000; 7.811500; 227.982800; 
2023.10.20_16:35:37:145; 7.726800; 7.532700; 227.938800; 
2023.10.20_16:35:37:245; 7.792400; 7.546300; 229.674800; 
2023.10.20_16:35:37:345; 8.044000; 7.639300; 229.652800; 
2023.10.20_16:35:37:445; 7.819800; 7.420500; 229.674800; 
2023.10.20_16:35:37:545; 7.994700; 7.581900; 229.674800; 
2023.10.20_16:35:37:645; 8.473300; 7.707600; 229.455000; 
2023.10.20_16:35:37:745; 7.992000; 7.669400; 228.026700; 
2023.10.20_16:35:37:845; 8.169700; 7.751400; 228.048700; 
2023.10.20_16:35:37:945; 8.079500; 7.874400; 228.070700; 
2023.10.20_16:35:38:045; 8.068600; 7.494400; 228.136600; 
2023.10.20_16:35:38:145; 7.953700; 7.475200; 228.422300; 
2023.10.20_16:35:38:245; 7.830700; 7.628400; 228.422300; 
2023.10.20_16:35:38:345; 7.811500; 7.538100; 228.466200; 
2023.10.20_16:35:38:445; 8.024800; 7.519000; 228.466200; 
2023.10.20_16:35:38:545; 7.694000; 7.453400; 227.938800; 
2023.10.20_16:35:38:645; 7.691200; 7.592800; 227.872900; 
2023.10.20_16:35:38:745; 7.852600; 7.415100; 227.850900; 
2023.10.20_16:35:38:845; 7.740500; 7.442400; 227.872900; 
2023.10.20_16:35:38:945; 7.910000; 7.415100; 223.544000; 
2023.10.20_16:35:39:045; 7.855300; 7.349500; 222.972700; 
2023.10.20_16:35:39:145; 7.776000; 7.409600; 223.038600; 
2023.10.20_16:35:39:245; 8.063100; 7.428700; 223.104600; 
2023.10.20_16:35:39:345; 8.177900; 7.527200; 231.938100; 
2023.10.20_16:35:39:445; 8.227200; 7.141600; 231.147000; 
2023.10.20_16:35:39:545; 8.404900; 7.256500; 231.015200; 
2023.10.20_16:35:39:645; 8.257200; 7.349500; 230.971300; 
2023.10.20_16:35:39:745; 8.385800; 7.078800; 227.938800; 
2023.10.20_16:35:39:845; 8.270900; 6.966600; 227.455400; 
2023.10.20_16:35:39:945; 8.301000; 6.701400; 227.345500; 
2023.10.20_16:35:40:045; 8.322900; 6.638500; 227.301600; 
2023.10.20_16:35:40:145; 7.997500; 6.624900; 227.257600; 
2023.10.20_16:35:40:245; 8.243600; 6.567400; 226.664400; 
2023.10.20_16:35:40:345; 8.139700; 6.630300; 226.708300; 
2023.10.20_16:35:40:445; 8.462300; 6.488100; 226.686300; 
2023.10.20_16:35:40:545; 8.311900; 6.441700; 226.686300; 
2023.10.20_16:35:40:645; 8.369300; 6.493600; 234.025600; 
2023.10.20_16:35:40:745; 8.451400; 6.351400; 233.080700; 
2023.10.20_16:35:40:845; 8.432200; 6.362400; 233.124700; 
2023.10.20_16:35:40:945; 8.670100; 6.272100; 233.124700; 
2023.10.20_16:35:41:045; 8.322900; 6.326800; 232.839000; 
2023.10.20_16:35:41:145; 8.418600; 6.510000; 232.861000; 
2023.10.20_16:35:41:245; 8.232600; 6.791700; 232.883000; 
2023.10.20_16:35:41:345; 8.298300; 7.024100; 232.905000; 
2023.10.20_16:35:41:445; 8.071300; 7.125200; 240.837600; 
2023.10.20_16:35:41:545; 8.003000; 6.851800; 240.112400; 
2023.10.20_16:35:41:645; 8.112300; 7.215500; 240.024500; 
2023.10.20_16:35:41:745; 7.956500; 7.133400; 240.046500; 
2023.10.20_16:35:41:845; 8.052200; 7.122500; 239.123600; 
2023.10.20_16:35:41:945; 7.972900; 7.076000; 238.332500; 
2023.10.20_16:35:42:045; 7.830700; 6.865500; 238.310600; 
2023.10.20_16:35:42:145; 8.104100; 7.035000; 238.288600; 
2023.10.20_16:35:42:245; 8.063100; 7.089700; 239.651000; 
2023.10.20_16:35:42:345; 8.063100; 6.838100; 241.826400; 
2023.10.20_16:35:42:445; 7.814300; 6.958400; 241.870300; 
2023.10.20_16:35:42:545; 7.592800; 6.775200; 241.848400; 
2023.10.20_16:35:42:645; 7.590100; 6.977600; 241.848400; 
2023.10.20_16:35:42:745; 7.699400; 6.996700; 241.672600; 
2023.10.20_16:35:42:845; 8.046700; 6.942000; 241.650600; 
2023.10.20_16:35:42:945; 7.611900; 6.983100; 241.672600; 
2023.10.20_16:35:43:045; 7.879900; 6.887400; 241.650600; 
2023.10.20_16:35:43:145; 7.942800; 6.865500; 237.981000; 
2023.10.20_16:35:43:245; 7.997500; 6.950200; 237.981000; 
2023.10.20_16:35:43:345; 8.024800; 6.756100; 237.915000; 
2023.10.20_16:35:43:445; 8.104100; 7.032300; 237.915000; 
2023.10.20_16:35:43:545; 8.287300; 7.292000; 237.761200; 
2023.10.20_16:35:43:645; 8.492400; 7.035000; 237.739200; 
2023.10.20_16:35:43:745; 8.295500; 7.073300; 237.783200; 
2023.10.20_16:35:43:845; 8.527900; 7.004900; 237.761200; 
2023.10.20_16:35:43:945; 8.229900; 7.147100; 238.244600; 
2023.10.20_16:35:44:045; 8.101400; 7.092400; 239.541100; 
2023.10.20_16:35:44:145; 7.956500; 7.062400; 239.563100; 
2023.10.20_16:35:44:245; 8.126000; 7.130700; 239.563100; 
2023.10.20_16:35:44:345; 8.270900; 7.117000; 238.925800; 
2023.10.20_16:35:44:445; 7.970100; 7.065100; 235.366000; 
2023.10.20_16:35:44:545; 8.158800; 6.786200; 235.519900; 
2023.10.20_16:35:44:645; 8.041200; 6.783500; 235.563800; 
2023.10.20_16:35:44:745; 8.024800; 6.824500; 235.629700; 
2023.10.20_16:35:44:845; 8.090400; 6.496300; 241.474800; 
2023.10.20_16:35:44:945; 8.013900; 6.572900; 241.606700; 
2023.10.20_16:35:45:045; 8.011200; 6.466300; 241.650600; 
2023.10.20_16:35:45:145; 7.866200; 6.458100; 241.672600; 
2023.10.20_16:35:45:245; 7.795100; 6.466300; 242.068100; 
2023.10.20_16:35:45:345; 8.035800; 6.408900; 242.090100; 
2023.10.20_16:35:45:445; 8.038500; 6.348700; 242.112100; 
2023.10.20_16:35:45:545; 7.713100; 6.269400; 242.090100; 
2023.10.20_16:35:45:645; 7.871700; 6.272100; 240.551900; 
2023.10.20_16:35:45:745; 7.644800; 6.250300; 240.617800; 
2023.10.20_16:35:45:845; 7.601000; 6.285800; 240.639800; 
2023.10.20_16:35:45:945; 7.751400; 6.419800; 240.617800; 
2023.10.20_16:35:46:045; 7.762300; 6.529200; 242.221900; 
2023.10.20_16:35:46:145; 7.707600; 6.510000; 242.485600; 
2023.10.20_16:35:46:245; 7.702200; 6.428000; 242.595500; 
2023.10.20_16:35:46:345; 7.814300; 6.548300; 242.573500; 
2023.10.20_16:35:46:445; 7.494400; 6.499100; 242.727300; 
2023.10.20_16:35:46:545; 7.445200; 6.501800; 245.386200; 
2023.10.20_16:35:46:645; 7.811500; 6.469000; 245.671900; 
2023.10.20_16:35:46:745; 7.819800; 6.471700; 245.649900; 
2023.10.20_16:35:46:845; 7.770500; 6.542800; 245.627900; 
2023.10.20_16:35:46:945; 8.049400; 6.654900; 240.288200; 
2023.10.20_16:35:47:045; 8.046700; 6.668600; 239.914700; 
2023.10.20_16:35:47:145; 8.065800; 6.608500; 239.694900; 
2023.10.20_16:35:47:245; 8.410400; 6.674100; 239.760800; 
2023.10.20_16:35:47:345; 8.087700; 6.674100; 239.629000; 
2023.10.20_16:35:47:445; 8.147900; 6.797100; 239.607000; 
2023.10.20_16:35:47:545; 7.934600; 6.843600; 239.541100; 
2023.10.20_16:35:47:645; 8.087700; 6.873700; 239.585100; 
2023.10.20_16:35:47:745; 7.874400; 7.163500; 240.881500; 
2023.10.20_16:35:47:845; 7.830700; 6.912000; 240.727700; 
2023.10.20_16:35:47:945; 8.106900; 6.764300; 240.749700; 
2023.10.20_16:35:48:045; 8.109600; 6.794400; 240.705700; 
2023.10.20_16:35:48:145; 7.967400; 6.813500; 240.573900; 
2023.10.20_16:35:48:245; 8.164300; 7.015900; 240.508000; 
