TimeStamp_UTC; mm_ws_110m[m/s]; mm_ws_60m[m/s]; mm_wd_110m[deg]; 
2023.10.20_16:40:12:045; 8.683800; 8.812300; 8.741200; 
2023.10.20_16:40:12:145; 8.358400; 8.530700; 8.445900; 
2023.10.20_16:40:12:245; 8.525200; 8.459600; 8.331100; 
2023.10.20_16:40:12:345; 8.161500; 8.437700; 8.219000; 
2023.10.20_16:40:12:445; 7.893600; 7.918200; 8.063100; 
2023.10.20_16:40:12:545; 8.169700; 8.164300; 8.478700; 
2023.10.20_16:40:12:645; 8.916200; 9.066600; 9.189600; 
2023.10.20_16:40:12:745; 9.277100; 9.263500; 9.599800; 
2023.10.20_16:40:12:845; 9.509600; 9.394700; 9.159600; 
2023.10.20_16:40:12:945; 8.940800; 8.287300; 7.953700; 
2023.10.20_16:40:13:045; 8.183400; 8.716600; 8.629100; 
2023.10.20_16:40:13:145; 9.124000; 9.629900; 9.260700; 
2023.10.20_16:40:13:245; 9.143200; 9.222500; 9.203300; 
2023.10.20_16:40:13:345; 9.080300; 8.998200; 9.001000; 
2023.10.20_16:40:13:445; 8.779500; 9.274400; 9.649000; 
2023.10.20_16:40:13:545; 9.758400; 9.837700; 9.772000; 
2023.10.20_16:40:13:645; 9.774800; 10.143900; 9.821300; 
2023.10.20_16:40:13:745; 10.050900; 9.906000; 9.621700; 
2023.10.20_16:40:13:845; 9.870500; 9.309900; 9.427500; 
2023.10.20_16:40:13:945; 9.479500; 9.162300; 9.320900; 
2023.10.20_16:40:14:045; 9.069300; 9.550600; 9.618900; 
2023.10.20_16:40:14:145; 9.558800; 9.602500; 9.807600; 
2023.10.20_16:40:14:245; 9.668100; 9.534200; 9.722800; 
2023.10.20_16:40:14:345; 9.487700; 9.580600; 9.654500; 
2023.10.20_16:40:14:445; 9.438500; 9.542400; 9.613500; 
2023.10.20_16:40:14:545; 9.941600; 9.840400; 9.947000; 
2023.10.20_16:40:14:645; 9.506800; 9.345500; 9.083000; 
2023.10.20_16:40:14:745; 9.063900; 9.118500; 9.392000; 
2023.10.20_16:40:14:845; 9.197800; 9.523200; 9.331800; 
2023.10.20_16:40:14:945; 9.690000; 9.340000; 9.569700; 
2023.10.20_16:40:15:045; 9.539600; 9.974400; 9.815800; 
2023.10.20_16:40:15:145; 9.810300; 9.681800; 9.755600; 
2023.10.20_16:40:15:245; 9.692800; 9.351000; 9.564200; 
2023.10.20_16:40:15:345; 9.517800; 9.763800; 9.370100; 
2023.10.20_16:40:15:445; 9.359200; 9.165000; 9.268900; 
2023.10.20_16:40:15:545; 9.217000; 9.315400; 9.225200; 
2023.10.20_16:40:15:645; 9.178700; 8.979100; 8.976400; 
2023.10.20_16:40:15:745; 8.454100; 8.713900; 8.880700; 
2023.10.20_16:40:15:845; 8.689300; 8.842400; 8.295500; 
2023.10.20_16:40:15:945; 8.399400; 8.232600; 8.068600; 
2023.10.20_16:40:16:045; 7.983800; 7.945500; 8.035800; 
2023.10.20_16:40:16:145; 8.093200; 8.292800; 8.443200; 
2023.10.20_16:40:16:245; 8.298300; 8.167000; 8.210800; 
2023.10.20_16:40:16:345; 7.978300; 7.940100; 7.920900; 
2023.10.20_16:40:16:445; 8.044000; 8.153300; 8.172500; 
2023.10.20_16:40:16:545; 8.328300; 8.486900; 8.424000; 
2023.10.20_16:40:16:645; 8.541600; 8.588100; 8.566200; 
2023.10.20_16:40:16:745; 8.793200; 9.135000; 9.148600; 
2023.10.20_16:40:16:845; 9.454900; 9.643500; 9.701000; 
2023.10.20_16:40:16:945; 9.796700; 9.766600; 9.616200; 
2023.10.20_16:40:17:045; 9.777500; 10.573200; 10.157600; 
2023.10.20_16:40:17:145; 9.911500; 9.865000; 9.999000; 
2023.10.20_16:40:17:245; 9.761100; 10.403700; 9.990800; 
2023.10.20_16:40:17:345; 9.886900; 9.826700; 9.988100; 
2023.10.20_16:40:17:445; 9.867700; 9.329100; 9.249800; 
2023.10.20_16:40:17:545; 9.301700; 9.515000; 9.577900; 
2023.10.20_16:40:17:645; 9.528700; 9.353700; 9.255300; 
2023.10.20_16:40:17:745; 9.236100; 9.186900; 9.113100; 
2023.10.20_16:40:17:845; 9.214200; 8.804100; 8.801400; 
2023.10.20_16:40:17:945; 8.656400; 8.492400; 8.404900; 
2023.10.20_16:40:18:045; 8.311900; 8.921700; 9.017400; 
2023.10.20_16:40:18:145; 8.787700; 8.869700; 8.391200; 
2023.10.20_16:40:18:245; 8.924400; 8.352900; 7.901800; 
2023.10.20_16:40:18:345; 8.224400; 8.131500; 8.082200; 
2023.10.20_16:40:18:445; 8.139700; 7.882600; 7.959200; 
2023.10.20_16:40:18:545; 7.981100; 8.246300; 8.733000; 
2023.10.20_16:40:18:645; 8.473300; 8.383000; 8.380300; 
2023.10.20_16:40:18:745; 9.011900; 8.694700; 8.342000; 
2023.10.20_16:40:18:845; 8.273600; 8.216200; 8.429500; 
2023.10.20_16:40:18:945; 8.481500; 8.240800; 8.547100; 
2023.10.20_16:40:19:045; 8.831400; 8.631800; 9.014600; 
2023.10.20_16:40:19:145; 8.954500; 8.768600; 9.042000; 
2023.10.20_16:40:19:245; 9.104900; 8.817800; 8.702900; 
2023.10.20_16:40:19:345; 8.500600; 8.336500; 7.992000; 
2023.10.20_16:40:19:445; 8.052200; 7.907300; 7.915500; 
2023.10.20_16:40:19:545; 7.751400; 7.817000; 7.776000; 
2023.10.20_16:40:19:645; 8.090400; 7.740500; 7.970100; 
2023.10.20_16:40:19:745; 7.899000; 8.145100; 8.221700; 
2023.10.20_16:40:19:845; 8.847900; 8.268200; 8.098700; 
2023.10.20_16:40:19:945; 7.972900; 9.381000; 9.679100; 
2023.10.20_16:40:20:045; 9.673600; 9.977100; 9.843100; 
2023.10.20_16:40:20:145; 9.908800; 9.889600; 9.556000; 
2023.10.20_16:40:20:245; 9.121300; 9.304500; 10.209500; 
2023.10.20_16:40:20:345; 10.324400; 10.641600; 10.493900; 
2023.10.20_16:40:20:445; 10.168500; 10.184900; 9.851300; 
2023.10.20_16:40:20:545; 9.793900; 10.160300; 10.225900; 
2023.10.20_16:40:20:645; 10.015400; 10.089200; 10.370900; 
2023.10.20_16:40:20:745; 10.469300; 10.258800; 10.256000; 
2023.10.20_16:40:20:845; 10.433700; 10.463800; 10.608700; 
2023.10.20_16:40:20:945; 10.502100; 10.269700; 10.600500; 
2023.10.20_16:40:21:045; 10.630600; 10.688000; 10.340800; 
2023.10.20_16:40:21:145; 10.297000; 10.398200; 10.365400; 
2023.10.20_16:40:21:245; 10.182200; 9.854100; 9.731000; 
2023.10.20_16:40:21:345; 10.040000; 10.176700; 10.026300; 
2023.10.20_16:40:21:445; 9.856800; 9.875900; 10.163100; 
2023.10.20_16:40:21:545; 10.045500; 9.299000; 9.443900; 
2023.10.20_16:40:21:645; 9.039300; 9.591600; 9.742000; 
2023.10.20_16:40:21:745; 9.829500; 9.572400; 9.512300; 
2023.10.20_16:40:21:845; 9.824000; 9.176000; 9.361900; 
2023.10.20_16:40:21:945; 9.200600; 9.703700; 9.791200; 
2023.10.20_16:40:22:045; 9.845900; 9.424800; 9.334600; 
2023.10.20_16:40:22:145; 9.372800; 9.413900; 9.624400; 
2023.10.20_16:40:22:245; 9.468500; 9.711900; 9.471300; 
2023.10.20_16:40:22:345; 9.638100; 9.752900; 9.952500; 
2023.10.20_16:40:22:445; 9.033800; 9.077500; 9.482200; 
2023.10.20_16:40:22:545; 8.686500; 8.569000; 8.374800; 
2023.10.20_16:40:22:645; 8.290100; 8.634600; 8.281900; 
2023.10.20_16:40:22:745; 8.270900; 8.024800; 8.060400; 
2023.10.20_16:40:22:845; 7.942800; 7.997500; 7.874400; 
2023.10.20_16:40:22:945; 7.849800; 7.696700; 7.669400; 
2023.10.20_16:40:23:045; 7.885400; 7.869000; 7.699400; 
2023.10.20_16:40:23:145; 7.737700; 8.005700; 7.910000; 
2023.10.20_16:40:23:245; 9.832200; 10.346200; 9.958000; 
2023.10.20_16:40:23:345; 10.146600; 10.081000; 10.083800; 
2023.10.20_16:40:23:445; 9.955200; 11.352500; 11.254000; 
2023.10.20_16:40:23:545; 11.560300; 10.606000; 10.682600; 
2023.10.20_16:40:23:645; 10.499400; 10.400900; 10.318900; 
2023.10.20_16:40:23:745; 10.368100; 10.384500; 10.239600; 
2023.10.20_16:40:23:845; 10.078300; 10.135700; 9.930600; 
2023.10.20_16:40:23:945; 9.744700; 9.326400; 10.187700; 
2023.10.20_16:40:24:045; 10.854800; 10.898600; 10.953300; 
2023.10.20_16:40:24:145; 11.150100; 11.396200; 11.316900; 
2023.10.20_16:40:24:245; 11.502900; 12.468100; 12.345000; 
2023.10.20_16:40:24:345; 11.524700; 11.459100; 11.259500; 
2023.10.20_16:40:24:445; 11.163800; 11.270400; 11.092700; 
2023.10.20_16:40:24:545; 11.120100; 10.876700; 10.674400; 
2023.10.20_16:40:24:645; 10.671600; 10.562300; 10.458400; 
2023.10.20_16:40:24:745; 10.102900; 10.154800; 10.575900; 
2023.10.20_16:40:24:845; 10.545900; 10.496600; 10.589600; 
2023.10.20_16:40:24:945; 10.441900; 10.376300; 10.425500; 
2023.10.20_16:40:25:045; 10.649800; 10.332600; 10.327100; 
2023.10.20_16:40:25:145; 10.105600; 10.220500; 10.603300; 
2023.10.20_16:40:25:245; 10.707200; 10.912300; 11.300500; 
2023.10.20_16:40:25:345; 11.532900; 11.792700; 11.863800; 
2023.10.20_16:40:25:445; 12.047000; 11.923900; 11.590400; 
2023.10.20_16:40:25:545; 11.073600; 10.882200; 11.007900; 
2023.10.20_16:40:25:645; 11.185700; 10.759100; 10.783700; 
2023.10.20_16:40:25:745; 10.802900; 10.513000; 10.567700; 
2023.10.20_16:40:25:845; 10.308000; 10.518500; 10.431000; 
2023.10.20_16:40:25:945; 10.280600; 10.231400; 10.264200; 
2023.10.20_16:40:26:045; 10.127500; 10.138400; 10.100200; 
2023.10.20_16:40:26:145; 10.272400; 10.122000; 10.299800; 
2023.10.20_16:40:26:245; 10.086500; 9.531400; 9.465800; 
2023.10.20_16:40:26:345; 9.167800; 9.227900; 9.238900; 
2023.10.20_16:40:26:445; 9.375600; 9.389200; 9.449400; 
2023.10.20_16:40:26:545; 9.884200; 9.662700; 9.588800; 
2023.10.20_16:40:26:645; 9.676300; 9.848600; 10.023600; 
2023.10.20_16:40:26:745; 9.632600; 9.501300; 9.640800; 
2023.10.20_16:40:26:845; 9.597000; 8.872500; 8.407600; 
2023.10.20_16:40:26:945; 8.618200; 9.061100; 9.397400; 
2023.10.20_16:40:27:045; 9.107600; 8.992800; 8.109600; 
2023.10.20_16:40:27:145; 7.923700; 8.126000; 8.074000; 
2023.10.20_16:40:27:245; 8.344700; 8.085000; 8.355700; 
2023.10.20_16:40:27:345; 8.538900; 10.061900; 10.165800; 
2023.10.20_16:40:27:445; 10.447400; 9.919700; 10.059100; 
2023.10.20_16:40:27:545; 10.092000; 10.067300; 9.802100; 
2023.10.20_16:40:27:645; 9.725600; 9.547800; 9.386500; 
2023.10.20_16:40:27:745; 9.074800; 9.378300; 9.102100; 
2023.10.20_16:40:27:845; 9.044700; 9.684500; 9.293500; 
2023.10.20_16:40:27:945; 9.463100; 9.706400; 9.892400; 
2023.10.20_16:40:28:045; 10.037300; 10.316200; 10.737300; 
2023.10.20_16:40:28:145; 10.070100; 10.250500; 10.387300; 
2023.10.20_16:40:28:245; 10.414600; 10.247800; 10.130200; 
2023.10.20_16:40:28:345; 10.116600; 10.042700; 9.575200; 
2023.10.20_16:40:28:445; 9.476700; 9.206000; 9.446700; 
2023.10.20_16:40:28:545; 9.408400; 9.422100; 9.285300; 
2023.10.20_16:40:28:645; 9.452100; 9.405600; 9.115800; 
2023.10.20_16:40:28:745; 9.318200; 9.553300; 9.944300; 
2023.10.20_16:40:28:845; 9.504100; 9.583400; 9.433000; 
2023.10.20_16:40:28:945; 9.312700; 8.836900; 8.577200; 
2023.10.20_16:40:29:045; 8.462300; 8.186100; 8.128700; 
2023.10.20_16:40:29:145; 8.197100; 8.115100; 7.828000; 
2023.10.20_16:40:29:245; 7.786900; 7.663900; 8.503300; 
2023.10.20_16:40:29:345; 8.730300; 8.927100; 9.561500; 
2023.10.20_16:40:29:445; 9.495900; 10.343500; 10.001700; 
2023.10.20_16:40:29:545; 10.313400; 10.294300; 10.417300; 
2023.10.20_16:40:29:645; 9.903300; 9.799400; 9.963400; 
2023.10.20_16:40:29:745; 9.922400; 9.813100; 10.009900; 
2023.10.20_16:40:29:845; 10.053700; 10.108400; 9.646300; 
2023.10.20_16:40:29:945; 9.367400; 9.938800; 9.834900; 
2023.10.20_16:40:30:045; 10.007200; 10.020900; 10.113800; 
2023.10.20_16:40:30:145; 10.212300; 10.133000; 9.859500; 
2023.10.20_16:40:30:245; 10.379100; 10.267000; 10.521200; 
2023.10.20_16:40:30:345; 10.797400; 10.824800; 10.813800; 
2023.10.20_16:40:30:445; 10.827500; 10.786500; 10.685300; 
2023.10.20_16:40:30:545; 10.619700; 10.452900; 10.857600; 
2023.10.20_16:40:30:645; 10.709900; 10.570500; 11.040800; 
2023.10.20_16:40:30:745; 10.950500; 10.863000; 11.182900; 
2023.10.20_16:40:30:845; 11.729800; 11.399000; 11.434500; 
2023.10.20_16:40:30:945; 11.251300; 11.109100; 11.013400; 
2023.10.20_16:40:31:045; 11.215800; 11.248600; 11.584900; 
2023.10.20_16:40:31:145; 11.707900; 11.429000; 11.932100; 
2023.10.20_16:40:31:245; 11.448200; 11.437200; 11.289600; 
2023.10.20_16:40:31:345; 11.691500; 11.604000; 11.929400; 
2023.10.20_16:40:31:445; 11.043500; 11.103700; 11.131000; 
2023.10.20_16:40:31:545; 11.068100; 11.057200; 11.327900; 
2023.10.20_16:40:31:645; 11.500100; 11.754400; 11.530200; 
2023.10.20_16:40:31:745; 12.118100; 12.022400; 12.222000; 
2023.10.20_16:40:31:845; 11.790000; 11.158300; 11.117300; 
2023.10.20_16:40:31:945; 11.188400; 11.059900; 11.141900; 
2023.10.20_16:40:32:045; 10.865800; 10.734500; 10.529400; 
2023.10.20_16:40:32:145; 10.928700; 10.693500; 10.633400; 
2023.10.20_16:40:32:245; 10.206800; 10.895800; 11.032600; 
2023.10.20_16:40:32:345; 10.849400; 10.901300; 11.029800; 
2023.10.20_16:40:32:445; 11.095400; 11.256800; 10.939600; 
2023.10.20_16:40:32:545; 11.122800; 11.265000; 10.947800; 
2023.10.20_16:40:32:645; 10.835700; 10.731800; 10.666200; 
2023.10.20_16:40:32:745; 10.761900; 10.488400; 10.286100; 
2023.10.20_16:40:32:845; 10.833000; 10.586900; 11.081800; 
2023.10.20_16:40:32:945; 10.663400; 10.942300; 10.622400; 
2023.10.20_16:40:33:045; 10.934100; 11.218500; 11.338800; 
2023.10.20_16:40:33:145; 11.366100; 11.237600; 11.213000; 
2023.10.20_16:40:33:245; 11.694300; 11.456400; 11.314200; 
2023.10.20_16:40:33:345; 11.325100; 11.401700; 11.628600; 
2023.10.20_16:40:33:445; 11.245800; 11.491900; 11.855600; 
2023.10.20_16:40:33:545; 11.497400; 11.513800; 11.636800; 
2023.10.20_16:40:33:645; 11.888400; 11.494700; 11.486500; 
2023.10.20_16:40:33:745; 11.076300; 11.563000; 11.407200; 
2023.10.20_16:40:33:845; 11.809100; 11.593100; 11.388000; 
2023.10.20_16:40:33:945; 11.295100; 11.051700; 11.336100; 
2023.10.20_16:40:34:045; 11.984100; 11.035300; 10.748200; 
2023.10.20_16:40:34:145; 10.461100; 10.012700; 9.960700; 
2023.10.20_16:40:34:245; 9.271700; 9.936100; 10.119300; 
2023.10.20_16:40:34:345; 10.595100; 10.283400; 10.031800; 
2023.10.20_16:40:34:445; 10.217700; 10.198600; 10.111100; 
2023.10.20_16:40:34:545; 9.441200; 8.284600; 8.199800; 
2023.10.20_16:40:34:645; 8.117800; 8.839600; 8.951800; 
2023.10.20_16:40:34:745; 8.711100; 8.697500; 9.154100; 
2023.10.20_16:40:34:845; 9.145900; 9.192400; 8.579900; 
2023.10.20_16:40:34:945; 8.820500; 8.735700; 7.830700; 
2023.10.20_16:40:35:045; 7.748700; 7.666600; 7.735000; 
2023.10.20_16:40:35:145; 7.450600; 7.529900; 7.486200; 
2023.10.20_16:40:35:245; 7.508000; 7.497100; 7.404100; 
2023.10.20_16:40:35:345; 7.480700; 7.357700; 7.499800; 
2023.10.20_16:40:35:445; 7.437000; 7.390500; 7.800600; 
2023.10.20_16:40:35:545; 7.688500; 7.598300; 7.491600; 
2023.10.20_16:40:35:645; 7.379500; 7.475200; 7.447900; 
2023.10.20_16:40:35:745; 7.297500; 7.352200; 7.691200; 
2023.10.20_16:40:35:845; 7.926400; 9.900600; 9.927900; 
2023.10.20_16:40:35:945; 9.416600; 9.258000; 8.194400; 
2023.10.20_16:40:36:045; 9.536900; 8.227200; 8.030300; 
2023.10.20_16:40:36:145; 7.847100; 8.054900; 8.306500; 
2023.10.20_16:40:36:245; 8.582600; 8.727500; 9.088500; 
2023.10.20_16:40:36:345; 9.096700; 9.627100; 9.917000; 
2023.10.20_16:40:36:445; 9.968900; 9.785700; 10.034500; 
2023.10.20_16:40:36:545; 10.329800; 10.701700; 10.843900; 
2023.10.20_16:40:36:645; 10.794700; 10.515800; 10.152100; 
2023.10.20_16:40:36:745; 10.477500; 10.636100; 10.841200; 
2023.10.20_16:40:36:845; 10.808300; 10.791900; 10.627900; 
2023.10.20_16:40:36:945; 10.543100; 10.436500; 10.288800; 
2023.10.20_16:40:37:045; 9.717400; 9.687300; 9.567000; 
2023.10.20_16:40:37:145; 9.747400; 8.897100; 9.099400; 
2023.10.20_16:40:37:245; 8.410400; 9.402900; 10.548600; 
2023.10.20_16:40:37:345; 10.770100; 10.581400; 10.351700; 
2023.10.20_16:40:37:445; 9.804900; 10.534900; 10.097400; 
2023.10.20_16:40:37:545; 10.305200; 10.215000; 10.409100; 
2023.10.20_16:40:37:645; 10.860300; 10.781000; 10.439200; 
2023.10.20_16:40:37:745; 10.242300; 10.390000; 9.586100; 
2023.10.20_16:40:37:845; 9.435700; 9.605300; 9.400200; 
2023.10.20_16:40:37:945; 9.971600; 10.275200; 10.532200; 
2023.10.20_16:40:38:045; 10.778300; 10.871200; 10.811100; 
2023.10.20_16:40:38:145; 10.504800; 10.578700; 10.565000; 
2023.10.20_16:40:38:245; 10.234100; 10.789200; 10.890400; 
2023.10.20_16:40:38:345; 10.655200; 10.677100; 10.920500; 
2023.10.20_16:40:38:445; 10.690800; 10.704400; 10.466600; 
2023.10.20_16:40:38:545; 10.556800; 10.124800; 9.881400; 
2023.10.20_16:40:38:645; 10.354500; 10.048200; 10.349000; 
2023.10.20_16:40:38:745; 9.925200; 9.933400; 9.736500; 
2023.10.20_16:40:38:845; 9.769300; 9.608000; 10.559500; 
2023.10.20_16:40:38:945; 9.878700; 9.659900; 10.321600; 
2023.10.20_16:40:39:045; 9.996300; 10.075600; 10.658000; 
2023.10.20_16:40:39:145; 10.510300; 10.977900; 10.584100; 
2023.10.20_16:40:39:245; 10.616900; 10.745500; 10.411900; 
2023.10.20_16:40:39:345; 10.420100; 10.291600; 10.474800; 
2023.10.20_16:40:39:445; 10.614200; 10.179500; 10.904000; 
2023.10.20_16:40:39:545; 11.144700; 11.172000; 11.079000; 
2023.10.20_16:40:39:645; 10.764600; 10.592300; 10.228700; 
2023.10.20_16:40:39:745; 10.455600; 10.726300; 10.772800; 
2023.10.20_16:40:39:845; 11.098200; 11.161100; 11.111900; 
2023.10.20_16:40:39:945; 10.936900; 11.010700; 11.005200; 
2023.10.20_16:40:40:045; 10.964200; 11.139200; 11.872000; 
2023.10.20_16:40:40:145; 11.598600; 11.021600; 10.652500; 
2023.10.20_16:40:40:245; 10.507600; 10.819300; 10.816500; 
2023.10.20_16:40:40:345; 10.923200; 10.931400; 10.969700; 
2023.10.20_16:40:40:445; 10.958700; 10.800100; 10.756400; 
2023.10.20_16:40:40:545; 10.991500; 11.784500; 12.098900; 
2023.10.20_16:40:40:645; 12.364200; 11.322400; 11.125500; 
2023.10.20_16:40:40:745; 11.669700; 12.027800; 11.836400; 
2023.10.20_16:40:40:845; 11.576700; 11.647800; 11.470000; 
2023.10.20_16:40:40:945; 11.100900; 11.478300; 11.303300; 
2023.10.20_16:40:41:045; 11.106400; 10.838400; 11.347000; 
2023.10.20_16:40:41:145; 11.038000; 11.152900; 11.311500; 
2023.10.20_16:40:41:245; 11.382500; 11.368900; 11.615000; 
2023.10.20_16:40:41:345; 11.902100; 11.907500; 11.686100; 
2023.10.20_16:40:41:445; 11.954000; 12.361400; 12.191900; 
2023.10.20_16:40:41:545; 12.547400; 12.842700; 13.036800; 
2023.10.20_16:40:41:645; 12.306700; 12.418900; 12.533700; 
2023.10.20_16:40:41:745; 12.706000; 12.109900; 11.986800; 
2023.10.20_16:40:41:845; 11.016200; 11.229400; 11.090000; 
2023.10.20_16:40:41:945; 10.660700; 11.481000; 11.461800; 
2023.10.20_16:40:42:045; 11.609500; 11.202100; 10.988800; 
2023.10.20_16:40:42:145; 10.879400; 9.914200; 10.644300; 
2023.10.20_16:40:42:245; 11.199400; 10.994300; 10.201300; 
2023.10.20_16:40:42:345; 11.084500; 10.906800; 11.973200; 
2023.10.20_16:40:42:445; 12.569200; 12.276700; 12.509100; 
2023.10.20_16:40:42:545; 11.770800; 10.852100; 10.718100; 
2023.10.20_16:40:42:645; 10.149400; 9.993500; 9.985300; 
2023.10.20_16:40:42:745; 10.753700; 10.740000; 10.647000; 
2023.10.20_16:40:42:845; 9.003700; 10.277900; 9.055700; 
2023.10.20_16:40:42:945; 9.006400; 8.705700; 9.356400; 
2023.10.20_16:40:43:045; 10.597800; 8.938100; 9.698200; 
2023.10.20_16:40:43:145; 10.171300; 9.895100; 10.029100; 
2023.10.20_16:40:43:245; 9.709200; 9.072100; 8.913500; 
2023.10.20_16:40:43:345; 9.733800; 8.142400; 8.011200; 
2023.10.20_16:40:43:445; 8.314700; 7.912700; 8.019400; 
2023.10.20_16:40:43:545; 8.003000; 7.792400; 7.620100; 
2023.10.20_16:40:43:645; 7.825200; 8.013900; 8.249000; 
2023.10.20_16:40:43:745; 7.852600; 8.106900; 9.266200; 
2023.10.20_16:40:43:845; 8.396700; 11.281400; 11.650500; 
2023.10.20_16:40:43:945; 11.727100; 12.112600; 12.645800; 
2023.10.20_16:40:44:045; 12.839900; 12.965700; 13.313000; 
2023.10.20_16:40:44:145; 12.413400; 12.263000; 12.604800; 
2023.10.20_16:40:44:245; 12.656700; 12.714200; 12.473500; 
2023.10.20_16:40:44:345; 12.602000; 12.427100; 12.194600; 
2023.10.20_16:40:44:445; 12.104400; 12.205600; 12.268500; 
2023.10.20_16:40:44:545; 12.334100; 12.339600; 12.801700; 
2023.10.20_16:40:44:645; 12.607500; 12.186400; 13.375900; 
2023.10.20_16:40:44:745; 12.861800; 13.272000; 12.883700; 
2023.10.20_16:40:44:845; 12.913800; 12.664900; 12.137200; 
2023.10.20_16:40:44:945; 11.612200; 11.552100; 11.866500; 
2023.10.20_16:40:45:045; 11.800900; 11.934900; 11.978600; 
2023.10.20_16:40:45:145; 12.120800; 12.134500; 12.722400; 
2023.10.20_16:40:45:245; 12.175500; 12.629400; 13.228200; 
2023.10.20_16:40:45:345; 12.153600; 11.913000; 11.625900; 
2023.10.20_16:40:45:445; 11.557500; 10.830200; 11.196600; 
2023.10.20_16:40:45:545; 11.292300; 11.472800; 11.680600; 
2023.10.20_16:40:45:645; 11.087200; 11.677900; 11.623200; 
2023.10.20_16:40:45:745; 11.169300; 11.746200; 11.738000; 
2023.10.20_16:40:45:845; 9.714600; 11.273200; 10.822000; 
2023.10.20_16:40:45:945; 9.498600; 8.432200; 8.158800; 
2023.10.20_16:40:46:045; 8.150600; 8.112300; 7.934600; 
2023.10.20_16:40:46:145; 7.888100; 7.863500; 7.784200; 
2023.10.20_16:40:46:245; 7.806100; 7.778700; 7.636600; 
2023.10.20_16:40:46:345; 7.338500; 7.267400; 7.406900; 
2023.10.20_16:40:46:445; 7.483400; 7.335800; 7.576400; 
2023.10.20_16:40:46:545; 7.472500; 7.439700; 7.152600; 
2023.10.20_16:40:46:645; 7.171700; 7.174500; 7.108800; 
2023.10.20_16:40:46:745; 7.007700; 7.084200; 7.182700; 
2023.10.20_16:40:46:845; 7.087000; 6.974900; 6.901000; 
2023.10.20_16:40:46:945; 6.980300; 7.070600; 7.081500; 
2023.10.20_16:40:47:045; 7.073300; 7.136200; 7.324800; 
2023.10.20_16:40:47:145; 7.240100; 7.368600; 7.726800; 
2023.10.20_16:40:47:245; 7.814300; 7.644800; 7.841600; 
2023.10.20_16:40:47:345; 8.041200; 8.251800; 7.803300; 
2023.10.20_16:40:47:445; 7.639300; 7.647500; 7.797900; 
2023.10.20_16:40:47:545; 7.557300; 7.683000; 7.625600; 
2023.10.20_16:40:47:645; 8.057600; 9.173200; 7.617400; 
2023.10.20_16:40:47:745; 7.956500; 8.593600; 8.322900; 
2023.10.20_16:40:47:845; 8.508800; 8.254500; 8.929900; 
2023.10.20_16:40:47:945; 10.750900; 10.611500; 8.156100; 
2023.10.20_16:40:48:045; 7.393200; 7.346700; 7.349500; 
2023.10.20_16:40:48:145; 7.570900; 7.724100; 8.101400; 
2023.10.20_16:40:48:245; 7.819800; 7.434200; 7.409600; 
