TimeStamp_UTC; mm_ws_110m[m/s]; mm_ws_60m[m/s]; mm_wd_110m[deg]; 
2023.10.20_16:25:08:745; 9.867700; 8.979100; 240.376100; 
2023.10.20_16:25:08:845; 9.542400; 8.899800; 240.376100; 
2023.10.20_16:25:08:945; 9.329100; 8.651000; 241.277100; 
2023.10.20_16:25:09:045; 9.277100; 8.842400; 241.101300; 
2023.10.20_16:25:09:145; 9.249800; 9.047500; 241.145200; 
2023.10.20_16:25:09:245; 9.247100; 8.705700; 241.145200; 
2023.10.20_16:25:09:345; 8.970900; 9.375600; 241.167200; 
2023.10.20_16:25:09:445; 9.031000; 9.217000; 241.430900; 
2023.10.20_16:25:09:545; 8.828700; 8.976400; 241.430900; 
2023.10.20_16:25:09:645; 8.886100; 9.468500; 241.408900; 
2023.10.20_16:25:09:745; 9.001000; 9.484900; 241.430900; 
2023.10.20_16:25:09:845; 9.135000; 9.616200; 243.144900; 
2023.10.20_16:25:09:945; 9.307200; 9.370100; 243.100900; 
2023.10.20_16:25:10:045; 9.137700; 9.096700; 243.144900; 
2023.10.20_16:25:10:145; 9.301700; 9.186900; 243.122900; 
2023.10.20_16:25:10:245; 9.315400; 9.208800; 242.178000; 
2023.10.20_16:25:10:345; 9.635300; 8.867000; 242.134000; 
2023.10.20_16:25:10:445; 9.219700; 9.145900; 242.134000; 
2023.10.20_16:25:10:545; 9.083000; 8.976400; 242.134000; 
2023.10.20_16:25:10:645; 9.515000; 9.135000; 240.266300; 
2023.10.20_16:25:10:745; 9.690000; 9.145900; 240.464000; 
2023.10.20_16:25:10:845; 9.577900; 9.156800; 240.486000; 
2023.10.20_16:25:10:945; 9.528700; 8.949000; 240.508000; 
2023.10.20_16:25:11:045; 9.353700; 9.039300; 238.706100; 
2023.10.20_16:25:11:145; 9.255300; 8.940800; 238.881900; 
2023.10.20_16:25:11:245; 9.236100; 9.135000; 238.925800; 
2023.10.20_16:25:11:345; 9.009200; 8.675600; 238.925800; 
2023.10.20_16:25:11:445; 9.186900; 9.110300; 242.441700; 
2023.10.20_16:25:11:545; 9.113100; 8.886100; 245.957500; 
2023.10.20_16:25:11:645; 9.135000; 8.746700; 246.133300; 
2023.10.20_16:25:11:745; 9.214200; 8.793200; 246.111300; 
2023.10.20_16:25:11:845; 9.222500; 9.001000; 246.089400; 
2023.10.20_16:25:11:945; 9.244300; 9.356400; 242.375800; 
2023.10.20_16:25:12:045; 8.804100; 8.929900; 242.375800; 
2023.10.20_16:25:12:145; 8.801400; 9.501300; 242.375800; 
2023.10.20_16:25:12:245; 8.560700; 9.438500; 242.375800; 
2023.10.20_16:25:12:345; 8.585400; 9.512300; 236.486700; 
